AA_name,Tritium,Asym_NEH,APE,MPE,Asym_NEH_ci,APE_ci,MPE_ci
Alanine (A),4,3.27119048966036,3.16815648692772,3.46358670367081,0.0571023352060957,0.0640363626037757,0.106081230968785
Cysteine (C),1.62,1.72109320935395,1.82661496656988,2.03045443757101,0.143559206218267,0.166680993289232,0.274334243633391
Aspartic acid (D),1.89,2.97490555814106,2.99727695295028,3.06316391040267,0.0822696331912731,0.092376921998028,0.154636141860416
Glutamic acid (E),3.95,4.25527397683503,4.24430772460391,4.40210564829568,0.0709863883709374,0.0812498406742028,0.136289069981954
Phenylalanine (F),0.32,0.60538246339052,0.677654077783394,0.790286734917324,0.0900221799097201,0.0995642253897052,0.17768533225057
Glycine (G),2.06,1.7410902556735,1.73000919581729,1.79964925350209,0.0612474096943268,0.0687532764306451,0.110716376852518
Histidine (H),2.88,2.08713248449477,2.05541450678018,1.8823945819633,0.136271796990134,0.14583321310207,0.261201818410838
Isoleucine (I),1,0.972767581543724,0.850300992476266,1.00052170927236,0.0750499284251928,0.0841003330418308,0.146021538175484
lysine (K),0.54,0.193595474720981,0.114500141805622,0,0.143310034595059,0.168207970442868,0.276535410837889
Leucine (L),0.6,0.957010734905474,0.889067529999368,0.893127896055312,0.0552423784253869,0.0620808592544497,0.104116130786801
Methionine (M),1.12,0.896506111251071,0.614490014267905,0.827479140949215,0.119712560322586,0.145997549030866,0.241788576988613
Asparagine (N),1.89,1.10444385821529,1.16105113488614,1.24662795578351,0.0881061690531591,0.0959848536800664,0.168759783795205
Proline (P),2.59,1.44626467592872,1.61088498096294,1.62660825419413,0.0818016713449069,0.0865448864689212,0.150811369912947
Glutamine (Q),3.95,4.20959939805357,4.09678841418227,4.26626590929743,0.0828491568114429,0.0944754810835802,0.153855776020935
Arginine (R),3.43,1.50671811348621,1.41389996453556,1.35304702343853,0.162936824770801,0.186422686815534,0.312105824573288
Serine (S),2.61,1.72962332286472,1.73028647533606,1.74659498473701,0.065152750925426,0.0724388284811664,0.126594500304673
Threonine (T),0.2,0.226420988272725,0.222909898610789,0.138513731299073,0.072809563828001,0.0793227487442899,0.140330791485195
Valine (V),0.56,0.801854209859324,0.788965410174809,0.807526379303402,0.0618891594522911,0.0693377164651241,0.124708044871094
Tryptophan (W),0.08,0.288820255001253,0.359232905503722,0.0597682060744157,0.163177309798619,0.185657158940497,0.311885793312665
Tyrosine (Y),0.42,0.628694075411394,0.780464751899833,0.838771560126443,0.0982343328039056,0.108929220355405,0.188142078126502
