Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
LDHD_MOUSE,    0.144197,  0.107343,  0.181051, 4,   6.000000,    0.018427, 442191520.000000
LEG9_MOUSE,    0.034840,  0.000000,227.648621, 1,   1.000000,    0.019652, 14888561.000000
LGUL_MOUSE,    0.056632,  0.011677,  0.101587, 3,   3.000000,    0.022478, 112023096.000000
LICH_MOUSE,    0.132007,  0.080619,  0.183395, 4,   6.000000,    0.025694, 2437996288.000000
LIS1_MOUSE,    0.086495,  0.060407,  0.112583, 3,   3.000000,    0.013044, 474111968.000000
MA2B1_MOUSE,    0.211903,  0.115270,  0.308536, 5,   8.000000,    0.048317, 1335633536.000000
MAAI_MOUSE,    0.052454,  0.000000,  3.100139, 1,   1.000000,    0.025655, 12904768.000000
MAP11_MOUSE,    0.135584,  0.091849,  0.179319, 4,   5.000000,    0.021868, 439958336.000000
MARC2_MOUSE,    0.028910,  0.009868,  0.047951, 3,   3.000000,    0.009521, 110659440.000000
MDHC_MOUSE,    0.074544,  0.056063,  0.093025, 1,   1.000000,    0.006656, 137127840.000000
MDHM_MOUSE,    0.048110,  0.037841,  0.058379, 3,   5.000000,    0.005134, 534601920.000000
MEP50_MOUSE,    0.091651,  0.069864,  0.113438, 4,   4.000000,    0.010893, 343797504.000000
METK1_MOUSE,    0.399669,  0.291083,  0.508256, 20,  22.000000,    0.054293, 69008678912.000000
METK2_MOUSE,    0.384378,  0.251303,  0.517453, 6,   9.000000,    0.066537, 2017124864.000000
MGST1_MOUSE,    0.149216,  0.108195,  0.190236, 4,   4.000000,    0.020510, 945068672.000000
MK03_MOUSE,    0.181592,  0.142287,  0.220897, 4,   5.000000,    0.019652, 768406528.000000
MK09_MOUSE,    0.124064,  0.077222,  0.170906, 3,   3.000000,    0.023421, 48615460.000000
MMSA_MOUSE,    0.107005,  0.093744,  0.120266, 13,  16.000000,    0.006631, 8966599680.000000
MP2K1_MOUSE,    0.390850,  0.330170,  0.451530, 6,   7.000000,    0.030340, 3365958400.000000
MP2K2_MOUSE,    0.110039,  0.055943,  0.164135, 3,   4.000000,    0.027048, 137478080.000000
MP2K4_MOUSE,    0.373703,  0.290673,  0.456734, 2,   2.000000,    0.041515, 219616208.000000
MPCP_MOUSE,    0.067306,  0.053221,  0.081391, 1,   1.000000,    0.005073, 180832672.000000
MPI_MOUSE,    0.138466,  0.119019,  0.157913, 9,  10.000000,    0.009724, 1054953280.000000
MPPB_MOUSE,    0.183254,  0.099382,  0.267126, 4,   4.000000,    0.041936, 360209024.000000
MPRD_MOUSE,    0.242169,  0.154928,  0.329410, 2,   2.000000,    0.043621, 1015459648.000000
MTU1_MOUSE,    0.067894,  0.000000,  0.698800, 1,   1.000000,    0.023328, 41165536.000000
MUP2_MOUSE,    0.090742,  0.000000, 17.614611, 1,   1.000000,    0.045337, 17938232.000000
MVD1_MOUSE,    0.189652,  0.086805,  0.292498, 1,   1.000000,    0.037042, 109173560.000000
MYG1_MOUSE,    0.182814,  0.142250,  0.223378, 7,  10.000000,    0.020282, 1517220608.000000
NAGAB_MOUSE,    0.068677,  0.051567,  0.085787, 5,   8.000000,    0.008555, 2399703296.000000
NAGA_MOUSE,    0.193436,  0.135394,  0.251477, 4,   4.000000,    0.029021, 221881712.000000
NAKD2_MOUSE,    0.076209,  0.067028,  0.085390, 15,  20.000000,    0.004591, 32810524672.000000
NDRG1_MOUSE,    0.067205,  0.038690,  0.095720, 1,   1.000000,    0.010270, 81115016.000000
NDRG2_MOUSE,    0.435781,  0.267741,  0.603821, 21,  24.000000,    0.084020, 40472035328.000000
NDUAA_MOUSE,    0.278814,  0.246621,  0.311008, 2,   2.000000,    0.016097, 671920000.000000
NDUF7_MOUSE,    0.116339,  0.077268,  0.155410, 4,   5.000000,    0.019536, 434238272.000000
NDUS2_MOUSE,    0.121715,  0.109055,  0.134376, 30,  34.000000,    0.006330, 44901502976.000000
NDUV1_MOUSE,    0.117190,  0.099762,  0.134617, 7,   9.000000,    0.008714, 1635504256.000000
NFS1_MOUSE,    0.121997,  0.099575,  0.144419, 8,  15.000000,    0.011211, 6776684544.000000
NHRF1_MOUSE,    0.186644,  0.121605,  0.251684, 1,   1.000000,    0.020437, 141882656.000000
NHRF2_MOUSE,    0.112869,  0.036941,  0.188797, 2,   2.000000,    0.037964, 285416352.000000
NSF1C_MOUSE,    0.409140,  0.338311,  0.479969, 4,   5.000000,    0.035414, 1249680896.000000
NT8F2_MOUSE,    0.071081,  0.000000,  0.787398, 1,   1.000000,    0.032164, 35232200.000000
NUCKS_MOUSE,    0.116665,  0.060236,  0.173095, 2,   2.000000,    0.028215, 11167750.000000
NUDT7_MOUSE,    0.119121,  0.053750,  0.184492, 1,   1.000000,    0.025430, 34878564.000000
NUP43_MOUSE,    0.008606,  0.002135,  0.015077, 1,   1.000000,    0.002517, 59523668.000000
OAT_MOUSE,    0.470743,  0.284677,  0.656810, 29,  34.000000,    0.093033, 145964400640.000000
ODB2_MOUSE,    0.046620,  0.037934,  0.055306, 4,   6.000000,    0.004343, 615599936.000000
ODBA_MOUSE,    0.139877,  0.122265,  0.157488, 19,  24.000000,    0.008806, 20069025792.000000
ODO2_MOUSE,    0.078706,  0.067903,  0.089510, 4,   5.000000,    0.005402, 668541184.000000
ODPA_MOUSE,    0.090336,  0.081243,  0.099428, 15,  19.000000,    0.004546, 59613618176.000000
OLA1_MOUSE,    0.072636,  0.051665,  0.093608, 8,  16.000000,    0.010486, 6721744384.000000
OST48_MOUSE,    0.076881,  0.064697,  0.089066, 9,   9.000000,    0.006092, 13451082752.000000
OTC_MOUSE,    0.076280,  0.064303,  0.088258, 7,  13.000000,    0.005989, 8647662592.000000
OXSM_MOUSE,    0.114345,  0.099044,  0.129647, 1,   1.000000,    0.005511, 335269920.000000
PA2G4_MOUSE,    0.101396,  0.088612,  0.114179, 6,   8.000000,    0.006392, 2245917952.000000
PAG15_MOUSE,    0.114030,  0.066907,  0.161154, 1,   1.000000,    0.014807, 28927412.000000
PARVA_MOUSE,    0.094598,  0.054995,  0.134202, 2,   2.000000,    0.019802, 76175296.000000
PCBP1_MOUSE,    0.111298,  0.082904,  0.139692, 4,   7.000000,    0.014197, 2195799808.000000
PCBP2_MOUSE,    0.097951,  0.047957,  0.147945, 1,   1.000000,    0.019449, 287745568.000000
PCY1A_MOUSE,    0.430106,  0.048225,  0.811988, 3,   3.000000,    0.190941, 282356384.000000
PCY2_MOUSE,    0.157193,  0.114216,  0.200169, 3,   3.000000,    0.021488, 436674272.000000
PDIA1_MOUSE,    0.241879,  0.198217,  0.285541, 8,  10.000000,    0.021831, 3475174400.000000
PDIA6_MOUSE,    0.149157,  0.121447,  0.176866, 8,   9.000000,    0.013855, 3233838848.000000
PDK1_MOUSE,    0.209274,  0.160347,  0.258201, 5,   6.000000,    0.024464, 322605824.000000
PDK2_MOUSE,    0.101026,  0.000000,  0.205303, 3,   3.000000,    0.052138, 424310496.000000
PGK1_MOUSE,    0.117536,  0.103760,  0.131311, 52,  56.000000,    0.006888, 309467054080.000000
PH4H_MOUSE,    0.552498,  0.335728,  0.769269, 8,  11.000000,    0.108385, 7991900160.000000
PHB2_MOUSE,    0.076140,  0.005886,  0.146395, 1,   1.000000,    0.022076, 33869624.000000
PLBL1_MOUSE,    0.077323,  0.060056,  0.094591, 6,   8.000000,    0.008634, 1123774208.000000
PLIN2_MOUSE,    0.463873,  0.430914,  0.496832, 3,   3.000000,    0.016480, 1303933568.000000
PON1_MOUSE,    0.500045,  0.244758,  0.755332, 6,   9.000000,    0.127643, 14145626112.000000
PON2_MOUSE,    0.167448,  0.124280,  0.210615, 3,   3.000000,    0.021584, 598908416.000000
PON3_MOUSE,    0.223279,  0.174671,  0.271887, 8,  12.000000,    0.024304, 11770803200.000000
PP1R7_MOUSE,    0.153097,  0.068046,  0.238148, 3,   3.000000,    0.042526, 140686928.000000
PPA6_MOUSE,    0.108841,  0.098735,  0.118948, 6,  11.000000,    0.005053, 7407746048.000000
PPID_MOUSE,    0.130190,  0.103711,  0.156668, 13,  17.000000,    0.013239, 9733081088.000000
PPM1A_MOUSE,    0.194887,  0.148525,  0.241248, 9,  13.000000,    0.023181, 4876562432.000000
PPM1B_MOUSE,    0.196609,  0.141296,  0.251922, 1,   1.000000,    0.021518, 101871296.000000
PRDX1_MOUSE,    0.150442,  0.103106,  0.197777, 4,   4.000000,    0.023668, 1368148480.000000
PRDX6_MOUSE,    0.056450,  0.021554,  0.091346, 2,   2.000000,    0.017448, 46578064.000000
PREB_MOUSE,    0.119261,  0.097059,  0.141463, 11,  12.000000,    0.011101, 4580187136.000000
PRS10_MOUSE,    0.223019,  0.185081,  0.260958, 4,  11.000000,    0.018969, 2314576640.000000
PRS6A_MOUSE,    0.175456,  0.119042,  0.231870, 3,   4.000000,    0.028207, 88383200.000000
PRS7_MOUSE,    0.173793,  0.129647,  0.217940, 3,   4.000000,    0.022073, 318706048.000000
PRS8_MOUSE,    0.161141,  0.126361,  0.195921, 12,  19.000000,    0.017390, 7474498560.000000
PSD11_MOUSE,    0.279766,  0.217127,  0.342404, 12,  14.000000,    0.031319, 5467098112.000000
PSMD6_MOUSE,    0.153817,  0.126305,  0.181330, 22,  24.000000,    0.013756, 11320075264.000000
PUR6_MOUSE,    0.515898,  0.382342,  0.649454, 11,  17.000000,    0.066778, 10031051776.000000
PURA2_MOUSE,    0.248598,  0.164846,  0.332350, 3,   4.000000,    0.041876, 502784640.000000
PURA_MOUSE,    0.082962,  0.077318,  0.088606, 4,   5.000000,    0.002822, 4380359168.000000
PURB_MOUSE,    0.054147,  0.008732,  0.099563, 1,   1.000000,    0.014271, 66456744.000000
QCR1_MOUSE,    0.097527,  0.088369,  0.106686, 13,  22.000000,    0.004579, 17306294272.000000
QCR2_MOUSE,    0.093352,  0.086217,  0.100487, 28,  30.000000,    0.003567, 307259736064.000000
RBMX_MOUSE,    0.132187,  0.066290,  0.198084, 2,   2.000000,    0.032949, 239888112.000000
RCC1_MOUSE,    0.024497,  0.013830,  0.035163, 4,   4.000000,    0.005333, 153171296.000000
RGN_MOUSE,    0.092866,  0.078650,  0.107081, 3,   4.000000,    0.007108, 702315008.000000
RHBG_MOUSE,    0.021074,  0.012703,  0.029446, 1,   1.000000,    0.003015, 29370816.000000
RINI_MOUSE,    0.239193,  0.177834,  0.300553, 20,  26.000000,    0.030680, 12359821312.000000
RL18A_MOUSE,    0.000001,  0.000000,  2.002479, 1,   1.000000,    0.008959, 4428374.500000
RL3_MOUSE,    0.059756,  0.051378,  0.068135, 16,  22.000000,    0.004189, 23006939136.000000
RL4_MOUSE,    0.091207,  0.077264,  0.105151, 8,  15.000000,    0.006972, 14131061760.000000
RL6_MOUSE,    0.061423,  0.042000,  0.080846, 1,   1.000000,    0.006996, 62826840.000000
RLA0_MOUSE,    5.342556,  3.839302,  6.845809, 1,   1.000000,  2184633.500000, 17988772.000000
RM37_MOUSE,    0.063374,  0.051614,  0.075134, 4,   5.000000,    0.005880, 601448576.000000
RM38_MOUSE,    0.102986,  0.088814,  0.117157, 4,   7.000000,    0.007086, 1239852416.000000
RMD2_MOUSE,    0.131902,  0.115872,  0.147932, 6,   9.000000,    0.008015, 2880979200.000000
ROAA_MOUSE,    0.138681,  0.101558,  0.175804, 3,   5.000000,    0.018562, 1377243520.000000
RRBP1_MOUSE,    0.413133,  0.327117,  0.499150, 1,   1.000000,    0.027029, 28232486.000000
RS27A_MOUSE,    4.283212,  2.909985,  5.656438, 2,   2.000000,    0.686613, 762371008.000000
RS3_MOUSE,    0.097193,  0.052431,  0.141954, 1,   1.000000,    0.016122, 121275160.000000
RS8_MOUSE,    0.022484,  0.000000,  1.452632, 1,   1.000000,    0.010330, 15146845.000000
RSSA_MOUSE,    0.064491,  0.056737,  0.072245, 21,  24.000000,    0.003877, 116589600768.000000
RT27_MOUSE,    0.144754,  0.120218,  0.169289, 7,   9.000000,    0.012268, 1598460800.000000
RTN4_MOUSE,    0.142233,  0.113678,  0.170787, 2,   2.000000,    0.014277, 184688640.000000
RUSF1_MOUSE,    0.185020,  0.163790,  0.206251, 2,   2.000000,    0.010615, 321943424.000000
S14L2_MOUSE,    0.195293,  0.163319,  0.227267, 37,  44.000000,    0.015987, 158392500224.000000
S14L4_MOUSE,    0.169355,  0.140037,  0.198672, 21,  33.000000,    0.014659, 38573039616.000000
S22AI_MOUSE,    0.264361,  0.196870,  0.331853, 2,   2.000000,    0.033746, 26239554.000000
S29A1_MOUSE,    0.082504,  0.079042,  0.085967, 2,   2.000000,    0.001731, 210695680.000000
SAHH_MOUSE,    0.172626,  0.148245,  0.197007, 59,  61.000000,    0.012190, 1478767673344.000000
SBP1_MOUSE,    0.128260,  0.100475,  0.156046, 24,  30.000000,    0.013893, 18635163648.000000
SBP2_MOUSE,    0.122459,  0.078222,  0.166696, 3,   3.000000,    0.022118, 923374464.000000
SCLY_MOUSE,    0.208944,  0.164911,  0.252977, 7,  13.000000,    0.022017, 7893000704.000000
SCP2_MOUSE,    0.436153,  0.230863,  0.641444, 13,  24.000000,    0.102645, 37669515264.000000
SCRN2_MOUSE,    0.153359,  0.137294,  0.169424, 20,  22.000000,    0.008032, 8916515840.000000
SCRN3_MOUSE,    0.134514,  0.099468,  0.169560, 5,   5.000000,    0.017523, 285521536.000000
SEPT2_MOUSE,    0.155895,  0.127610,  0.184179, 10,  12.000000,    0.014142, 5476420608.000000
SEPT4_MOUSE,    0.054359,  0.036309,  0.072409, 2,   2.000000,    0.009025, 145121264.000000
SEPT7_MOUSE,    0.097676,  0.012487,  0.182864, 1,   1.000000,    0.033140, 24539822.000000
SGK2_MOUSE,    0.421656,  0.385879,  0.457434, 2,   2.000000,    0.017889, 74654152.000000
SHLB1_MOUSE,    0.115490,  0.070804,  0.160175, 3,   3.000000,    0.022343, 94356792.000000
SHPK_MOUSE,    0.165340,  0.057274,  0.273405, 3,   3.000000,    0.054033, 56799268.000000
SIR2_MOUSE,    0.217108,  0.168526,  0.265690, 4,   5.000000,    0.024291, 662446016.000000
SLMAP_MOUSE,    0.134765,  0.044231,  0.225298, 1,   1.000000,    0.035219, 35358940.000000
SNX5_MOUSE,    0.283622,  0.253754,  0.313490, 2,   2.000000,    0.014934, 104932688.000000
SOAT2_MOUSE,    0.113352,  0.096282,  0.130422, 8,  12.000000,    0.008535, 1912501760.000000
SOX_MOUSE,    0.221187,  0.178421,  0.263952, 13,  17.000000,    0.021383, 12870910976.000000
SPA3K_MOUSE,    0.546410,  0.447672,  0.645149, 2,   2.000000,    0.049369, 63925856.000000
SPB6_MOUSE,    0.095051,  0.080845,  0.109258, 4,   4.000000,    0.007103, 282096192.000000
spK1C10_HUMAN,    0.000004,  0.000000,  0.008175, 3,   5.000000,    0.004085, 1091479936.000000
spK1C9_HUMAN,    0.006460,  0.000000,  0.014841, 4,   8.000000,    0.004190, 4022499072.000000
spK22E_HUMAN,    0.000002,  0.000000,  1.804286, 1,   1.000000,    0.003022, 885600832.000000
spK2C1_HUMAN,    0.000001,  0.000000,  0.010404, 8,  17.000000,    0.005201, 7555549184.000000
SPS1_MOUSE,    0.084700,  0.069947,  0.099452, 5,   8.000000,    0.007376, 1510461952.000000
spTRYP_PIG,    0.000003,  0.000000,  0.003896, 12,  15.000000,    0.001947, 269652459520.000000
SPYA_MOUSE,    0.073427,  0.048455,  0.098399, 3,   3.000000,    0.012486, 334909824.000000
SQOR_MOUSE,    0.232278,  0.150751,  0.313805, 14,  18.000000,    0.040763, 11991783424.000000
SRSF5_MOUSE,    0.847596,  0.243775,  1.451416, 2,   2.000000,    0.301910, 310386912.000000
SSDH_MOUSE,    0.106270,  0.081028,  0.131512, 3,   4.000000,    0.012621, 766670656.000000
STA10_MOUSE,    0.070993,  0.000000,  0.604309, 1,   1.000000,    0.026438, 12543008.000000
STX16_MOUSE,    0.113454,  0.059396,  0.167511, 1,   1.000000,    0.019470, 20843450.000000
SUCB1_MOUSE,    0.098804,  0.087493,  0.110115, 27,  32.000000,    0.005656, 92598214656.000000
SUCB2_MOUSE,    0.140885,  0.129229,  0.152540, 30,  32.000000,    0.005828, 138176561152.000000
SUOX_MOUSE,    0.030611,  0.007536,  0.053685, 1,   1.000000,    0.007251, 3244192.000000
SYDC_MOUSE,    0.088754,  0.060824,  0.116684, 2,   2.000000,    0.013965, 69906072.000000
SYFM_MOUSE,    0.200861,  0.139942,  0.261779, 3,   4.000000,    0.030459, 447168416.000000
SYYM_MOUSE,    0.151726,  0.110057,  0.193394, 1,   1.000000,    0.015008, 59242308.000000
T23O_MOUSE,    0.818969,  0.620439,  1.017498, 6,   8.000000,    0.099265, 2308824832.000000
TADBP_MOUSE,    0.180634,  0.146773,  0.214496, 4,   6.000000,    0.016931, 3993131520.000000
TBA1B_MOUSE,    0.125996,  0.104520,  0.147473, 9,  14.000000,    0.010738, 2596543488.000000
TBA4A_MOUSE,    0.178124,  0.153957,  0.202291, 4,   4.000000,    0.012083, 406808512.000000
TBB2A_MOUSE,    0.069724,  0.058200,  0.081249, 7,  14.000000,    0.005762, 1809223680.000000
TBB4B_MOUSE,    0.074043,  0.060234,  0.087852, 4,  17.000000,    0.006905, 938607424.000000
TBCEL_MOUSE,    0.321948,  0.245401,  0.398496, 1,   1.000000,    0.027570, 77489960.000000
TBL2_MOUSE,    0.120929,  0.102498,  0.139360, 7,   8.000000,    0.009215, 2624785920.000000
THIC_MOUSE,    0.098258,  0.081643,  0.114873, 5,   5.000000,    0.008308, 466784864.000000
THIKA_MOUSE,    0.243171,  0.146495,  0.339846, 12,  13.000000,    0.048338, 7440087040.000000
THIKB_MOUSE,    0.197073,  0.111635,  0.282511, 4,   4.000000,    0.042719, 783104704.000000
THIL_MOUSE,    0.120861,  0.110694,  0.131027, 35,  40.000000,    0.005083, 330417831936.000000
THIM_MOUSE,    0.098028,  0.090469,  0.105587, 62,  68.000000,    0.003779, 1227997708288.000000
THTR_MOUSE,    0.077090,  0.062101,  0.092079, 4,   4.000000,    0.007495, 311047616.000000
TIM44_MOUSE,    0.160422,  0.144005,  0.176839, 12,  17.000000,    0.008209, 5224838656.000000
TM10C_MOUSE,    0.285671,  0.177981,  0.393362, 2,   2.000000,    0.053845, 88638776.000000
TM205_MOUSE,    0.254912,  0.136621,  0.373203, 1,   1.000000,    0.046017, 506449760.000000
TOM40_MOUSE,    0.109800,  0.089831,  0.129769, 4,   4.000000,    0.009985, 492904768.000000
TPP1_MOUSE,    0.062465,  0.043175,  0.081755, 4,   5.000000,    0.009645, 6362242560.000000
TRI14_MOUSE,    0.447749,  0.067508,  0.827990, 2,   2.000000,    0.190121, 30362844.000000
TTC38_MOUSE,    0.138902,  0.114616,  0.163189, 8,   9.000000,    0.012143, 2331350528.000000
TX264_MOUSE,    0.255065,  0.058679,  0.451450, 1,   1.000000,    0.061709, 72338912.000000
TXND5_MOUSE,    0.249901,  0.207050,  0.292753, 12,  14.000000,    0.021426, 11416465408.000000
UBFD1_MOUSE,    0.143542,  0.076714,  0.210370, 2,   2.000000,    0.033414, 371448224.000000
UBXN1_MOUSE,    0.832899,  0.734317,  0.931481, 2,   2.000000,    0.049291, 499449184.000000
UD11_MOUSE,    0.141854,  0.118377,  0.165330, 8,  10.000000,    0.011738, 6630062080.000000
UD16_MOUSE,    0.148782,  0.102021,  0.195543, 4,   5.000000,    0.023381, 615809024.000000
UD19_MOUSE,    0.075497,  0.046939,  0.104054, 2,   2.000000,    0.014279, 41816488.000000
UD2A3_MOUSE,    0.138186,  0.088909,  0.187463, 3,   3.000000,    0.024638, 72530232.000000
UDB17_MOUSE,    0.202105,  0.161279,  0.242931, 12,  14.000000,    0.020413, 47775633408.000000
UGDH_MOUSE,    0.141312,  0.105858,  0.176766, 7,   9.000000,    0.017727, 978343552.000000
UGPA_MOUSE,    0.162167,  0.123045,  0.201290, 6,  10.000000,    0.019561, 1699539456.000000
URIC_MOUSE,    0.594465,  0.338551,  0.850378, 3,   3.000000,    0.127957, 443582496.000000
VMP1_MOUSE,    0.104538,  0.068119,  0.140956, 2,   2.000000,    0.018209, 516677280.000000
VP26B_MOUSE,    0.095989,  0.067627,  0.124351, 4,   6.000000,    0.014181, 1855494144.000000
VPS36_MOUSE,    0.128945,  0.103764,  0.154126, 3,   3.000000,    0.012590, 165351072.000000
VTDB_MOUSE,    0.406400,  0.043893,  0.768908, 3,   4.000000,    0.181254, 371344192.000000
ZA2G_MOUSE,    0.846772,  0.258199,  1.435344, 4,   5.000000,    0.294286, 1205855360.000000
