AA_name,Tritium,Asym_NEH,APE,MPE,Asym_NEH_ci,APE_ci,MPE_ci
Alanine (A),4,3.41836679318987,3.44132407909223,3.30553990594329,0.0951098209328201,0.0899544905576167,0.17407053224499
Cysteine (C),1.62,1.62923248651654,1.84437642679911,1.61317915406624,0.215272705691971,0.203986009420507,0.41959585100002
Aspartic acid (D),1.89,2.95284399739186,3.00183580221975,3.02292540922346,0.117678783310456,0.116378246254263,0.241614480389739
Glutamic acid (E),3.95,4.3207810626992,4.46437280034735,4.49415747776685,0.124212681283338,0.113490077213898,0.234115662068103
Phenylalanine (F),0.32,0.49719825097221,0.478201053531248,0.590433042153305,0.122775198146429,0.117571457020435,0.251806152177989
Glycine (G),2.06,1.8916400726031,1.90624041804363,2.08737969467396,0.0900211867299015,0.0833322516277439,0.165924366127558
Histidine (H),2.88,1.89881701054057,1.93575581560522,1.96315064081802,0.160510005080372,0.154657344276548,0.305330659445822
Isoleucine (I),1,0.733247903612617,0.759744316752652,0.856353812442604,0.102200556482454,0.0998129478120936,0.199062999526117
lysine (K),0.6,0.211361066729054,0.067392532926534,0.373836527577207,0.243686925259672,0.238601174569329,0.494478288592078
Leucine (L),0.54,0.916701929215648,0.90093846116938,0.899346180102375,0.0774515852490531,0.0734870378926994,0.157024557801168
Methionine (M),1.12,1.00720620408541,0.859895919406205,0.736447413031613,0.178232044621833,0.175865329407235,0.336668181817591
Asparagine (N),1.89,1.22822889055219,1.26925199667157,1.36515190856462,0.129068846355671,0.120509702868001,0.246535510919699
Proline (P),2.59,1.61125586893409,1.73277845763005,1.86600115107913,0.112889489317933,0.10121972019653,0.19506857830842
Glutamine (Q),3.95,3.90279234693365,3.96043411770574,3.74158655555391,0.145972755577485,0.134625897366546,0.297291467558768
Arginine (R),3.43,1.97858725702887,1.84772599345377,2.10437441307288,0.280355080316096,0.26634908389602,0.554109923540868
Serine (S),2.61,1.95182245801249,1.9383922168529,1.87611431686943,0.0910626641152046,0.0889541076883609,0.171838675417479
Threonine (T),0.2,0.33677021621731,0.319526636810171,0.342123261158543,0.0995735042762517,0.0959199363503619,0.194882267569182
Valine (V),0.56,0.675030632365025,0.718729145758684,0.584211482886544,0.0852259697690621,0.083194566743421,0.164985564812266
Tryptophan (W),0.08,0.102433008280144,0.129505613462604,0.452165740042153,0.237641823551891,0.219760755288778,0.504291282584222
Tyrosine (Y),0.42,0.980850514905339,0.960625574396338,1.06058271659901,0.142621670092477,0.136545646299152,0.273453531609781
