Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
RBSK_MOUSE,    0.066780,  0.000000,  4.119283, 1,   1.000000,    0.053871, 58126108.000000
RBX2_MOUSE,    0.206867,  0.136051,  0.277683, 1,   1.000000,    0.025506, 7193734144.000000
RD23B_MOUSE,    0.397379,  0.331430,  0.463327, 4,   4.000000,    0.032974, 2392746752.000000
RDH11_MOUSE,    0.219547,  0.162145,  0.276949, 5,   8.000000,    0.028701, 29609811968.000000
RDH14_MOUSE,    0.054478,  0.000000,  3.133008, 1,   1.000000,    0.038522, 117720912.000000
RDH16_MOUSE,    0.319916,  0.254641,  0.385191, 7,  15.000000,    0.032638, 38491877376.000000
RDH7_MOUSE,    0.273621,  0.220436,  0.326806, 3,   5.000000,    0.026592, 49153019904.000000
REEP5_MOUSE,    0.242009,  0.145745,  0.338273, 1,   1.000000,    0.037448, 121401824.000000
REEP6_MOUSE,    0.330446,  0.277458,  0.383434, 4,   5.000000,    0.026494, 28231800832.000000
RENT1_MOUSE,    0.880305,  0.606809,  1.153802, 2,   8.000000,    0.136748, 4415431680.000000
RER1_MOUSE,    0.222200,  0.103564,  0.340837, 1,   1.000000,    0.042730, 369276896.000000
RET1_MOUSE,    1.309739,  0.590673,  2.028805, 2,   2.000000,    0.359533, 6299217408.000000
RET4_MOUSE,    2.297905,  0.000000,  4.720007, 3,   3.000000,    1.211051, 3574704896.000000
RETST_MOUSE,    0.985664,  0.765632,  1.205696, 6,  10.000000,    0.110016, 17728745472.000000
RGN_MOUSE,    0.135322,  0.117474,  0.153170, 29,  33.000000,    0.008924, 1100460326912.000000
RHOA_MOUSE,    0.316734,  0.118105,  0.515363, 1,   6.000000,    0.086136, 14900129792.000000
RHOB_MOUSE,    0.461408,  0.000000,       inf, 3,   3.000000,    0.000000, 1031974272.000000
RHOG_MOUSE,    0.873146,  0.000000,  6.327415, 1,   1.000000,    0.832718, 199377376.000000
RIDA_MOUSE,    0.157477,  0.140830,  0.174123, 9,  11.000000,    0.008323, 594821054464.000000
RINI_MOUSE,    0.356486,  0.265335,  0.447638, 11,  21.000000,    0.045576, 87974993920.000000
RISC_MOUSE,    0.031894,  0.019270,  0.044518, 8,  15.000000,    0.006312, 18389960704.000000
RL10A_MOUSE,    0.117983,  0.099239,  0.136726, 4,   5.000000,    0.009372, 38940024832.000000
RL10_MOUSE,    0.169225,  0.127260,  0.211191, 3,   4.000000,    0.020983, 5483314688.000000
RL11_MOUSE,    0.101208,  0.078226,  0.124190, 5,   8.000000,    0.011491, 43675037696.000000
RL12_MOUSE,    0.072229,  0.066991,  0.077466, 5,   7.000000,    0.002619, 53131661312.000000
RL13A_MOUSE,    0.113968,  0.099156,  0.128781, 2,   2.000000,    0.007406, 9868012544.000000
RL13_MOUSE,    0.074328,  0.062709,  0.085946, 3,   3.000000,    0.005809, 32926636032.000000
RL14_MOUSE,    0.137518,  0.127738,  0.147298, 4,   6.000000,    0.004890, 52355903488.000000
RL15_MOUSE,    0.075720,  0.066790,  0.084650, 5,   9.000000,    0.004465, 26772801536.000000
RL17_MOUSE,    0.094215,  0.083953,  0.104477, 4,   8.000000,    0.005131, 29861642240.000000
RL18A_MOUSE,    0.096371,  0.077144,  0.115598, 3,   5.000000,    0.009614, 17631500288.000000
RL18_MOUSE,    0.070334,  0.056638,  0.084030, 5,   8.000000,    0.006848, 57068982272.000000
RL19_MOUSE,    0.683819,  0.642006,  0.725631, 2,   2.000000,    0.020906, 13888118784.000000
RL21_MOUSE,    0.141768,  0.119880,  0.163657, 4,   5.000000,    0.010944, 18047457280.000000
RL22_MOUSE,    0.072359,  0.064007,  0.080710, 3,   3.000000,    0.004176, 25947836416.000000
RL23A_MOUSE,    0.071698,  0.056781,  0.086614, 4,   7.000000,    0.007458, 37993340928.000000
RL23_MOUSE,    0.079660,  0.066926,  0.092394, 3,   5.000000,    0.006367, 168971927552.000000
RL24_MOUSE,    0.101470,  0.074748,  0.128191, 3,   4.000000,    0.013361, 32942878720.000000
RL26_MOUSE,    0.098893,  0.081043,  0.116743, 3,   6.000000,    0.008925, 14906905600.000000
RL27A_MOUSE,    0.080542,  0.068050,  0.093034, 3,   3.000000,    0.006246, 32282544128.000000
RL27_MOUSE,    0.275638,  0.250147,  0.301130, 4,   5.000000,    0.012746, 33291354112.000000
RL28_MOUSE,    0.079552,  0.069950,  0.089154, 2,   4.000000,    0.004801, 8417276928.000000
RL30_MOUSE,    0.074314,  0.064105,  0.084523, 4,   9.000000,    0.005104, 42357227520.000000
RL31_MOUSE,    0.067423,  0.055073,  0.079772, 4,   4.000000,    0.006175, 22965942272.000000
RL32_MOUSE,    0.069423,  0.059605,  0.079241, 3,   4.000000,    0.004909, 18218784768.000000
RL35_MOUSE,    0.127532,  0.100223,  0.154842, 2,   4.000000,    0.013655, 12842687488.000000
RL37A_MOUSE,    0.073373,  0.063582,  0.083164, 4,   6.000000,    0.004895, 15880787968.000000
RL38_MOUSE,    0.171575,  0.146347,  0.196804, 2,   2.000000,    0.012614, 5341857792.000000
RL3_MOUSE,    0.046971,  0.038337,  0.055606, 9,  16.000000,    0.004317, 54763790336.000000
RL4_MOUSE,    0.086335,  0.073621,  0.099048, 12,  18.000000,    0.006357, 121942073344.000000
RL5_MOUSE,    0.069673,  0.058635,  0.080711, 7,  10.000000,    0.005519, 95651487744.000000
RL6_MOUSE,    0.086716,  0.074880,  0.098551, 9,  11.000000,    0.005918, 59309297664.000000
RL7A_MOUSE,    0.095008,  0.077158,  0.112859, 8,  10.000000,    0.008925, 31921080320.000000
RL7_MOUSE,    0.087003,  0.073794,  0.100212, 6,   9.000000,    0.006605, 43286175744.000000
RL8_MOUSE,    0.074168,  0.065977,  0.082359, 4,   6.000000,    0.004096, 39267459072.000000
RL9_MOUSE,    0.079282,  0.068392,  0.090171, 6,   9.000000,    0.005445, 34041376768.000000
RLA0_MOUSE,    0.065765,  0.057455,  0.074074, 11,  16.000000,    0.004155, 85373247488.000000
RLA1_MOUSE,    0.078985,  0.068394,  0.089576, 3,   5.000000,    0.005295, 41111834624.000000
RLA2_MOUSE,    0.083966,  0.070808,  0.097124, 6,  12.000000,    0.006579, 71213162496.000000
RM10_MOUSE,    0.052124,  0.023097,  0.081152, 4,   4.000000,    0.014514, 877800064.000000
RM12_MOUSE,   21.222332, 21.034903, 21.409761, 2,   2.000000,    0.093715, 1729804928.000000
RM15_MOUSE,    0.033188,  0.000000,  2.440034, 1,   1.000000,    0.026674, 91700752.000000
RM19_MOUSE,    0.039754,  0.001116,  0.078392, 2,   2.000000,    0.019319, 577979136.000000
RM22_MOUSE,    0.067271,  0.018364,  0.116178, 2,   2.000000,    0.024454, 57261424.000000
RM38_MOUSE,    0.324730,  0.000000,  2.931847, 1,   1.000000,    0.154944, 255098016.000000
RM49_MOUSE,    0.272572,  0.214230,  0.330913, 3,   3.000000,    0.029171, 4235065600.000000
RMD1_MOUSE,    0.106626,  0.080324,  0.132927, 4,   5.000000,    0.013151, 7590280192.000000
RMD2_MOUSE,    0.157492,  0.124326,  0.190658, 6,   9.000000,    0.016583, 15866863616.000000
RMD3_MOUSE,    0.106120,  0.095990,  0.116250, 4,   8.000000,    0.005065, 25203453952.000000
RMXL1_MOUSE,    0.180158,  0.139897,  0.220419, 3,   5.000000,    0.020130, 4830596608.000000
RNT2A_MOUSE,    0.206478,  0.000000,  1.510514, 1,   1.000000,    0.076342, 61947488.000000
ROA0_MOUSE,    0.840287,  0.153191,  1.527382, 1,   1.000000,    0.280801, 1055150400.000000
ROA1_MOUSE,    0.162946,  0.122131,  0.203761, 7,  12.000000,    0.020407, 26360895488.000000
ROA2_MOUSE,    0.220184,  0.179701,  0.260668, 11,  17.000000,    0.020242, 103201169408.000000
ROA3_MOUSE,    0.209733,  0.174203,  0.245262, 6,   9.000000,    0.017765, 30691645440.000000
ROAA_MOUSE,    0.114208,  0.062960,  0.165456, 3,   4.000000,    0.025624, 11989340160.000000
RPN1_MOUSE,    0.121754,  0.097739,  0.145769, 21,  30.000000,    0.012008, 129829445632.000000
RPN2_MOUSE,    0.120276,  0.100197,  0.140354, 20,  32.000000,    0.010039, 78447656960.000000
RRBP1_MOUSE,    0.316676,  0.249258,  0.384093, 15,  22.000000,    0.033709, 39931924480.000000
RRF2M_MOUSE,    0.119223,  0.048149,  0.190298, 3,   4.000000,    0.035537, 436297664.000000
RS10_MOUSE,    0.089398,  0.081909,  0.096888, 4,   5.000000,    0.003745, 60649648128.000000
RS11_MOUSE,    0.053756,  0.045004,  0.062508, 1,   4.000000,    0.003795, 14601532416.000000
RS12_MOUSE,    0.078577,  0.061703,  0.095452, 4,   9.000000,    0.008437, 70486638592.000000
RS13_MOUSE,    0.082565,  0.072897,  0.092233, 3,   3.000000,    0.004834, 41934561280.000000
RS14_MOUSE,    0.117361,  0.092213,  0.142509, 4,   8.000000,    0.012574, 124163325952.000000
RS15A_MOUSE,    0.051227,  0.040804,  0.061649, 4,   6.000000,    0.005211, 46500012032.000000
RS15_MOUSE,    0.096883,  0.084505,  0.109261, 7,  10.000000,    0.006189, 34838650880.000000
RS16_MOUSE,    0.085143,  0.067717,  0.102570, 4,   5.000000,    0.008713, 29214140416.000000
RS17_MOUSE,    0.096130,  0.084742,  0.107517, 5,   8.000000,    0.005694, 27307319296.000000
RS18_MOUSE,    0.087942,  0.073373,  0.102512, 6,   9.000000,    0.007285, 58860040192.000000
RS19_MOUSE,    0.095134,  0.083784,  0.106484, 4,   9.000000,    0.005675, 63560744960.000000
RS20_MOUSE,    0.072070,  0.061531,  0.082610, 4,   4.000000,    0.005270, 18833842176.000000
RS21_MOUSE,    0.112769,  0.055444,  0.170094, 1,   1.000000,    0.020647, 663627776.000000
RS23_MOUSE,    0.059197,  0.045621,  0.072773, 5,   6.000000,    0.006788, 6135586816.000000
RS24_MOUSE,    0.061941,  0.045704,  0.078178, 3,   3.000000,    0.008119, 23406604288.000000
RS25_MOUSE,    0.118847,  0.088822,  0.148872, 4,   4.000000,    0.015012, 53143367680.000000
RS26_MOUSE,    0.088522,  0.071305,  0.105739, 2,   2.000000,    0.008608, 5529347584.000000
RS27A_MOUSE,    1.007734,  0.979087,  1.036382, 4,   7.000000,    0.014324, 71258669056.000000
RS27L_MOUSE,    0.072727,  0.038846,  0.106609, 3,   3.000000,    0.016941, 10826066944.000000
RS28_MOUSE,    0.102408,  0.091845,  0.112970, 2,   2.000000,    0.005281, 17069846528.000000
RS29_MOUSE,    0.055949,  0.035985,  0.075913, 2,   2.000000,    0.009982, 3301284864.000000
RS2_MOUSE,    0.085096,  0.073571,  0.096621, 9,  14.000000,    0.005762, 89412403200.000000
RS30_MOUSE,    0.181688,  0.041184,  0.322192, 1,   1.000000,    0.057421, 7554577920.000000
RS3A_MOUSE,    0.098677,  0.086810,  0.110544, 9,  13.000000,    0.005933, 90348658688.000000
RS3_MOUSE,    0.092651,  0.080694,  0.104607, 9,  14.000000,    0.005978, 110015881216.000000
RS4X_MOUSE,    0.093186,  0.077822,  0.108551, 8,  12.000000,    0.007682, 66976464896.000000
RS5_MOUSE,    0.065789,  0.052439,  0.079140, 6,  10.000000,    0.006675, 12092419072.000000
RS6_MOUSE,    0.092215,  0.082059,  0.102372, 3,   4.000000,    0.005078, 34170609664.000000
RS7_MOUSE,    0.223158,  0.193910,  0.252406, 3,   5.000000,    0.014624, 43824181248.000000
RS8_MOUSE,    0.084390,  0.071444,  0.097335, 6,   7.000000,    0.006473, 44612079616.000000
RS9_MOUSE,    0.118490,  0.105033,  0.131947, 2,   2.000000,    0.006729, 11643816960.000000
RSSA_MOUSE,    0.058296,  0.048541,  0.068050, 10,  17.000000,    0.004877, 107627847680.000000
RSU1_MOUSE,    0.202903,  0.121562,  0.284244, 2,   2.000000,    0.040670, 5322443776.000000
RT07_MOUSE,    0.597825,  0.000000,  2.105180, 1,   1.000000,    0.318209, 177090544.000000
RT09_MOUSE,    0.040208,  0.000000,  3.770634, 1,   4.000000,    0.024058, 1499928448.000000
RT18B_MOUSE,    0.240235,  0.079468,  0.401001, 2,   2.000000,    0.080383, 225030688.000000
RT21_MOUSE,    0.000623,  0.000000,  5.273151, 1,   1.000000,    0.006313, 3328243712.000000
RT22_MOUSE,    0.139210,  0.110498,  0.167923, 2,   2.000000,    0.014356, 17165622272.000000
RT23_MOUSE,    0.117989,  0.063700,  0.172278, 1,   1.000000,    0.019554, 332150720.000000
RT27_MOUSE,    0.166098,  0.078219,  0.253977, 3,   3.000000,    0.043939, 4099359488.000000
RT28_MOUSE,    0.662177,  0.000000,  2.771473, 1,   1.000000,    0.335238, 148012352.000000
RTCB_MOUSE,    0.222367,  0.159504,  0.285230, 4,   7.000000,    0.031431, 7279992832.000000
RTN4_MOUSE,    0.306100,  0.156487,  0.455713, 2,   2.000000,    0.074807, 2174689536.000000
RTRAF_MOUSE,    0.318693,  0.248689,  0.388697, 2,   5.000000,    0.035002, 4866762240.000000
RU2A_MOUSE,    1.150577,  0.825581,  1.475572, 2,   2.000000,    0.162498, 1075454080.000000
RUVB1_MOUSE,    1.200056,  1.121833,  1.278280, 2,   2.000000,    0.039112, 5659064320.000000
RUXE_MOUSE,    0.082754,  0.059191,  0.106317, 1,   1.000000,    0.009166, 1386954880.000000
RUXG_MOUSE,    0.076812,  0.014177,  0.139446, 1,   1.000000,    0.028111, 4528749568.000000
S10A1_MOUSE,    0.533050,  0.253956,  0.812144, 1,   1.000000,    0.087698, 574751296.000000
S10AB_MOUSE,    0.172327,  0.126051,  0.218603, 1,   1.000000,    0.020769, 1281783552.000000
S14L2_MOUSE,    0.240302,  0.203226,  0.277377, 14,  24.000000,    0.018538, 102815236096.000000
S14L4_MOUSE,    0.204194,  0.167342,  0.241046, 7,  16.000000,    0.018426, 47549845504.000000
S2542_MOUSE,    0.401074,  0.218050,  0.584099, 2,   2.000000,    0.091512, 318221920.000000
S2545_MOUSE,    1.087637,  0.183610,  1.991664, 2,   2.000000,    0.452014, 117050128.000000
S27A2_MOUSE,    0.348837,  0.280615,  0.417059, 25,  32.000000,    0.034111, 149148450816.000000
S27A5_MOUSE,    0.397790,  0.328816,  0.466763, 18,  28.000000,    0.034487, 88032657408.000000
S35A3_MOUSE,    0.034425,  0.000000,  3.966240, 1,   1.000000,    0.017202, 842583040.000000
S35D1_MOUSE,    0.059956,  0.006598,  0.113314, 1,   1.000000,    0.020757, 363727584.000000
S38A3_MOUSE,    2.076284,  0.944294,  3.208275, 5,   7.000000,    0.565995, 9076785152.000000
S38A4_MOUSE,    0.699805,  0.000000,  4.549312, 1,   1.000000,    0.463872, 726195456.000000
S61A1_MOUSE,    0.204244,  0.148465,  0.260023, 5,   6.000000,    0.027890, 11721861120.000000
S6A12_MOUSE,    0.603656,  0.000000,  3.480333, 1,   1.000000,    0.568062, 547742208.000000
S6A13_MOUSE,    0.631272,  0.339186,  0.923358, 1,   1.000000,    0.113626, 326360224.000000
SAC1_MOUSE,    0.214386,  0.146275,  0.282496, 5,   7.000000,    0.034055, 4256760064.000000
SAFB1_MOUSE,    1.736914,  1.736914,  1.736914, 2,   2.000000,    0.000000, 491874720.000000
SAHH2_MOUSE,    0.811697,  0.584588,  1.038807, 2,   2.000000,    0.113555, 852367872.000000
SAHH_MOUSE,    0.212872,  0.179480,  0.246265, 38,  45.000000,    0.016696, 1212077309952.000000
SAM50_MOUSE,    0.077215,  0.060595,  0.093835, 6,  13.000000,    0.008310, 20098904064.000000
SAMH1_MOUSE,    0.090253,  0.055142,  0.125365, 5,   5.000000,    0.017556, 3805962496.000000
SAP_MOUSE,    0.325111,  0.273171,  0.377052, 9,  11.000000,    0.025970, 92988219392.000000
SAR1A_MOUSE,    0.322386,  0.207098,  0.437673, 3,   4.000000,    0.057644, 6462939648.000000
SAR1B_MOUSE,    0.305396,  0.218111,  0.392680, 3,   5.000000,    0.043642, 8858831872.000000
SARDH_MOUSE,    0.108582,  0.093941,  0.123223, 71,  85.000000,    0.007320, 719469215744.000000
SARNP_MOUSE,    0.304748,  0.215224,  0.394273, 2,   2.000000,    0.044762, 4567656448.000000
SBP1_MOUSE,    0.170453,  0.141701,  0.199204, 40,  55.000000,    0.014376, 675506159616.000000
SBP2_MOUSE,    0.524051,  0.427186,  0.620917, 4,   5.000000,    0.048433, 11276798976.000000
SC11A_MOUSE,    0.426850,  0.366457,  0.487244, 2,   2.000000,    0.030197, 2794569472.000000
SC16B_MOUSE,    2.483422,  0.154538,  4.812306, 1,   1.000000,    4.740414, 110001624.000000
SC22B_MOUSE,    0.455867,  0.092988,  0.818745, 3,   3.000000,    0.181439, 7874322432.000000
SC23A_MOUSE,    0.206020,  0.162597,  0.249443, 9,  16.000000,    0.021712, 32878811136.000000
SC23B_MOUSE,    0.229481,  0.168955,  0.290008, 3,   3.000000,    0.030263, 4967731712.000000
SC24A_MOUSE,    0.438939,  0.232866,  0.645011, 4,   7.000000,    0.103036, 7825836544.000000
SC31A_MOUSE,    0.283108,  0.208591,  0.357625, 11,  19.000000,    0.037258, 31019057152.000000
SC61B_MOUSE,    0.237637,  0.173788,  0.301485, 3,   3.000000,    0.031924, 9609995264.000000
SCFD1_MOUSE,    0.360403,  0.200160,  0.520646, 3,   5.000000,    0.080122, 7291001344.000000
SCLY_MOUSE,    0.322724,  0.244101,  0.401347, 3,   7.000000,    0.039311, 10614562816.000000
SCMC3_MOUSE,    1.427000,  0.907780,  1.946220, 2,   2.000000,    0.259610, 599809344.000000
SCP2_MOUSE,    0.612268,  0.495003,  0.729533, 31,  43.000000,    0.058632, 1002729570304.000000
SCRB1_MOUSE,    0.399431,  0.339002,  0.459859, 2,   2.000000,    0.030214, 1004884608.000000
SCRB2_MOUSE,    0.306905,  0.247940,  0.365870, 3,   6.000000,    0.029483, 7189849600.000000
SCRN2_MOUSE,    0.170324,  0.127726,  0.212922, 9,  15.000000,    0.021299, 12709778432.000000
SCRN3_MOUSE,    0.203726,  0.137029,  0.270422, 3,   5.000000,    0.033348, 3931642624.000000
SCYL2_MOUSE,    0.248422,  0.029035,  0.467810, 1,   1.000000,    0.095138, 206137696.000000
SDF2L_MOUSE,    0.312622,  0.263901,  0.361343, 3,   3.000000,    0.024360, 6725371392.000000
SDHA_MOUSE,    0.137120,  0.111624,  0.162617, 27,  42.000000,    0.012748, 244629356544.000000
SDHB_MOUSE,    0.122544,  0.101786,  0.143302, 14,  17.000000,    0.010379, 98070380544.000000
SDHL_MOUSE,    0.311096,  0.245776,  0.376416, 11,  12.000000,    0.032660, 41225281536.000000
SDSL_MOUSE,    0.089363,  0.000000,  4.832350, 1,   1.000000,    0.112135, 34329104.000000
SEC13_MOUSE,    0.274534,  0.202135,  0.346934, 4,   7.000000,    0.036200, 15091138560.000000
SEC63_MOUSE,    0.342984,  0.217071,  0.468896, 3,   5.000000,    0.062956, 2576025856.000000
SELB_MOUSE,    0.243058,  0.125017,  0.361099, 1,   6.000000,    0.053631, 4491891712.000000
SELO_MOUSE,    0.249771,  0.156855,  0.342688, 1,   4.000000,    0.041074, 1026220672.000000
SELT_MOUSE,    0.294242,  0.000000,  1.188766, 1,   1.000000,    0.131279, 179744896.000000
SEP10_MOUSE,    0.287091,  0.000000,  3.339082, 1,   1.000000,    0.288097, 1618589952.000000
SEP11_MOUSE,    0.661042,  0.479850,  0.842235, 3,   3.000000,    0.090596, 843963968.000000
SEPT2_MOUSE,    0.221728,  0.148147,  0.295309, 4,   6.000000,    0.036791, 5035815936.000000
SEPT7_MOUSE,    0.165247,  0.094002,  0.236491, 3,   5.000000,    0.035622, 4088317184.000000
SEPT9_MOUSE,    0.348636,  0.168855,  0.528417, 3,   6.000000,    0.089890, 66209501184.000000
SET_MOUSE,    0.277696,  0.196694,  0.358698, 2,   2.000000,    0.040501, 1233339392.000000
SF01_MOUSE,    0.325193,  0.169568,  0.480818, 2,   2.000000,    0.077813, 316045184.000000
SF3A1_MOUSE,    3.390529,  0.000000,  8.771788, 2,   2.000000,    2.690629, 841002624.000000
SF3B1_MOUSE,    2.079249,  1.231255,  2.927243, 2,   2.000000,    0.423997, 230593680.000000
SF3B3_MOUSE,    1.042001,  0.955298,  1.128704, 3,   3.000000,    0.043351, 3984564736.000000
SFPQ_MOUSE,    0.248259,  0.190384,  0.306133, 4,   7.000000,    0.028937, 7480953856.000000
SFXN1_MOUSE,    0.125914,  0.108186,  0.143643, 8,   9.000000,    0.008864, 24102928384.000000
SFXN2_MOUSE,    0.055443,  0.000000,  3.846649, 1,   1.000000,    0.020643, 763377664.000000
SGMR1_MOUSE,    0.396459,  0.071352,  0.721567, 1,   1.000000,    0.102156, 31960946.000000
SGPL1_MOUSE,    0.267408,  0.147362,  0.387454, 3,   3.000000,    0.060023, 1021178688.000000
SH3L1_MOUSE,    0.470868,  0.356071,  0.585666, 3,   3.000000,    0.057399, 5180475904.000000
SH3L2_MOUSE,    0.744150,  0.264353,  1.223948, 2,   2.000000,    0.239899, 912136768.000000
SH3L3_MOUSE,    0.158086,  0.091310,  0.224863, 1,   1.000000,    0.027290, 823594752.000000
SHPK_MOUSE,    0.230833,  0.163180,  0.298485, 4,   8.000000,    0.033826, 5078966272.000000
SIAE_MOUSE,    0.314988,  0.232237,  0.397739, 4,   4.000000,    0.041375, 1252035840.000000
SIAS_MOUSE,    0.107120,  0.085001,  0.129240, 2,   2.000000,    0.011060, 1250486528.000000
SIR2_MOUSE,    0.496646,  0.230602,  0.762690, 3,   3.000000,    0.133022, 800957376.000000
SIR3_MOUSE,    0.169161,  0.122459,  0.215864, 3,   3.000000,    0.023351, 588019328.000000
SIR5_MOUSE,    0.149643,  0.101078,  0.198207, 2,   2.000000,    0.024282, 724127680.000000
SKP1_MOUSE,    1.060522,  0.584018,  1.537026, 2,   2.000000,    0.238252, 706625024.000000
SLMAP_MOUSE,    1.940291,  0.297234,  3.583347, 1,   1.000000,    2.257621, 1729339392.000000
SMD1_MOUSE,    0.282006,  0.241002,  0.323010, 2,   2.000000,    0.020502, 1551059712.000000
SMD2_MOUSE,    0.184277,  0.059552,  0.309003, 2,   2.000000,    0.062363, 5466939392.000000
SMD3_MOUSE,    0.118915,  0.097171,  0.140659, 2,   4.000000,    0.010872, 36966191104.000000
SNAA_MOUSE,    0.677496,  0.433574,  0.921418, 3,   6.000000,    0.121961, 4347158016.000000
SND1_MOUSE,    0.199295,  0.165065,  0.233524, 24,  36.000000,    0.017115, 103935705088.000000
SNP23_MOUSE,    0.317622,  0.015247,  0.619998, 2,   2.000000,    0.151188, 72973072.000000
SNP47_MOUSE,    2.446208,  0.348471,  4.543944, 1,   1.000000,    4.382615, 84607240.000000
SNTB1_MOUSE,    0.349214,  0.140651,  0.557777, 1,   1.000000,    0.075119, 549506432.000000
SNX2_MOUSE,    0.243175,  0.173784,  0.312566, 2,   5.000000,    0.034696, 1475343232.000000
SNX5_MOUSE,    0.204247,  0.108986,  0.299507, 2,   6.000000,    0.047630, 2245849856.000000
SO1A1_MOUSE,    0.368523,  0.290171,  0.446875, 2,   5.000000,    0.039176, 12219539456.000000
SO1B2_MOUSE,    0.652665,  0.477884,  0.827446, 7,  10.000000,    0.087391, 20141555712.000000
SOAT2_MOUSE,    0.110001,  0.089952,  0.130050, 3,   3.000000,    0.010025, 3826009856.000000
SODC_MOUSE,    0.150854,  0.136460,  0.165249, 9,  11.000000,    0.007197, 909847298048.000000
SODM_MOUSE,    0.097335,  0.084145,  0.110525, 12,  17.000000,    0.006595, 91434049536.000000
SOX_MOUSE,    0.277562,  0.207563,  0.347560, 10,  17.000000,    0.034999, 72392736768.000000
SPA3K_MOUSE,    1.289133,  0.880237,  1.698028, 4,   8.000000,    0.204448, 18634782720.000000
SPB6_MOUSE,    0.415712,  0.297033,  0.534391, 4,   4.000000,    0.059340, 696136064.000000
spCASB_BOVIN,    0.015123,  0.000000,  3.606833, 1,   1.000000,    0.020460, 684310592.000000
SPCS2_MOUSE,    0.104502,  0.000000,  3.859290, 1,   1.000000,    0.077106, 792123456.000000
SPCS3_MOUSE,    0.226341,  0.000000,  2.493865, 1,   1.000000,    0.094476, 544151808.000000
SPEB_MOUSE,    0.131476,  0.112745,  0.150208, 7,  12.000000,    0.009366, 29360201728.000000
SPEE_MOUSE,    0.420051,  0.000000,  4.052878, 1,   1.000000,    0.403508, 1326983168.000000
spK1C10_HUMAN,    0.004079,  0.000000,  0.011153, 4,  19.000000,    0.003537, 35284840448.000000
spK1C9_HUMAN,    0.001319,  0.000000,  0.007107, 4,  12.000000,    0.002894, 31639920640.000000
spK22E_HUMAN,    0.001516,  0.000000,  0.007411, 5,  13.000000,    0.002947, 16946601984.000000
spK2C1_HUMAN,    0.000809,  0.000000,  0.005803, 6,  17.000000,    0.002497, 60626595840.000000
spMYG_HORSE,    0.002134,  0.000000,  0.008295, 2,   4.000000,    0.003081, 3668736768.000000
SPRE_MOUSE,    0.160177,  0.140500,  0.179854, 9,  17.000000,    0.009838, 73761865728.000000
SPS2_MOUSE,    0.199290,  0.160484,  0.238096, 8,  16.000000,    0.019403, 37685432320.000000
SPTB2_MOUSE,    0.262861,  0.178162,  0.347561, 5,  10.000000,    0.042350, 5592256000.000000
SPTN1_MOUSE,    0.164464,  0.130492,  0.198436, 29,  49.000000,    0.016986, 33925476352.000000
spTRYP_PIG,    0.001473,  0.000000,  0.006250, 6,  12.000000,    0.002388, 368778117120.000000
SPYA_MOUSE,    0.177658,  0.126237,  0.229080, 12,  14.000000,    0.025711, 50926649344.000000
SQOR_MOUSE,    0.600455,  0.358927,  0.841984, 4,  10.000000,    0.120764, 8275134976.000000
SRC8_MOUSE,    0.489160,  0.086130,  0.892191, 3,   3.000000,    0.201515, 2519571968.000000
SRP09_MOUSE,    1.707431,  0.000000,  5.509239, 1,   1.000000,    3.340020, 494065024.000000
SRP14_MOUSE,    0.194844,  0.077193,  0.312496, 1,   1.000000,    0.045768, 566675264.000000
SRP54_MOUSE,    2.761703,  0.000000,  6.019212, 2,   2.000000,    1.628754, 1624666368.000000
SRP68_MOUSE,    0.176857,  0.137339,  0.216375, 2,   4.000000,    0.019759, 5111559168.000000
SRPRA_MOUSE,    0.683443,  0.000000,  2.986947, 1,   1.000000,    0.582183, 277851904.000000
SRPRB_MOUSE,    0.215403,  0.168037,  0.262770, 5,   6.000000,    0.023683, 7123927552.000000
SRRM1_MOUSE,    0.211504,  0.000000,  1.295011, 1,   1.000000,    0.138083, 305887520.000000
SRRT_MOUSE,    1.145184,  1.064716,  1.225651, 2,   2.000000,    0.040234, 1615041664.000000
SRR_MOUSE,    0.059330,  0.000000,  5.454998, 1,   1.000000,    0.096550, 52974576.000000
SRS10_MOUSE,    0.365573,  0.258995,  0.472150, 1,   1.000000,    0.033489, 403097312.000000
SRSF1_MOUSE,    0.201426,  0.137213,  0.265639, 4,   6.000000,    0.032106, 14203949056.000000
SRSF2_MOUSE,    0.183594,  0.121770,  0.245419, 2,   2.000000,    0.030912, 2623578112.000000
SRSF3_MOUSE,    0.210250,  0.168294,  0.252206, 3,   3.000000,    0.020978, 8467777536.000000
SSBP_MOUSE,    0.109964,  0.079459,  0.140469, 2,   4.000000,    0.015252, 8389381120.000000
SSDH_MOUSE,    0.113911,  0.098045,  0.129776, 13,  25.000000,    0.007933, 75365089280.000000
SSRA_MOUSE,    0.148774,  0.119726,  0.177822, 4,   7.000000,    0.014524, 16633003008.000000
SSRD_MOUSE,    0.196032,  0.169939,  0.222125, 4,   4.000000,    0.013046, 20304041984.000000
SSRG_MOUSE,    0.427531,  0.213732,  0.641331, 1,   1.000000,    0.077005, 1383736960.000000
ST1A1_MOUSE,    0.267995,  0.215183,  0.320806, 9,  10.000000,    0.026406, 75148492800.000000
