Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
DLDH_MOUSE,    0.135548,  0.117912,  0.153184, 8,  18.000000,    0.008818, 340749844480.000000
DLG1_MOUSE,    0.268907,  0.185855,  0.351959, 3,   6.000000,    0.041526, 2155307264.000000
DNJA1_MOUSE,    2.210858,  0.690077,  3.731639, 5,   9.000000,    0.760390, 24738973696.000000
DNJA2_MOUSE,    2.019741,  0.000000,  6.806350, 2,   2.000000,    2.393304, 1469818496.000000
DNJA3_MOUSE,    0.569287,  0.155824,  0.982750, 2,   2.000000,    0.206731, 3585051648.000000
DNJB4_MOUSE,    1.048406,  0.000000,  3.182612, 2,   2.000000,    1.067103, 822449088.000000
DNJC3_MOUSE,    1.116872,  0.572266,  1.661478, 4,   8.000000,    0.272303, 11269505024.000000
DNM1L_MOUSE,    0.479123,  0.332121,  0.626125, 6,  18.000000,    0.073501, 11071314944.000000
DNPEP_MOUSE,    0.380643,  0.276952,  0.484335, 8,  16.000000,    0.051846, 83157172224.000000
DOPD_MOUSE,    0.222684,  0.181952,  0.263415, 6,  14.000000,    0.020366, 1584840704000.000000
DPM1_MOUSE,    0.805157,  0.000000,  3.470272, 1,   1.000000,    0.400602, 653934336.000000
DPP2_MOUSE,    0.067775,  0.019564,  0.115986, 4,  12.000000,    0.024105, 17405288448.000000
DPP3_MOUSE,    0.377299,  0.273761,  0.480837, 4,  14.000000,    0.051769, 29432305664.000000
DPP4_MOUSE,    0.130808,  0.077071,  0.184546, 4,  21.000000,    0.026869, 132814856192.000000
DPP9_MOUSE,    1.023026,  0.420373,  1.625678, 1,   1.000000,    0.217059, 323087584.000000
DPTOR_MOUSE,    1.066921,  0.678426,  1.455416, 1,   1.000000,    0.168471, 1657710336.000000
DPYD_MOUSE,    0.838432,  0.469478,  1.207385, 22,  33.000000,    0.184477, 158757535744.000000
DPYL2_MOUSE,    0.133067,  0.107565,  0.158569, 4,  10.000000,    0.012751, 18635681792.000000
DPYL3_MOUSE,    0.027455,  0.000000,  3.942678, 1,   1.000000,    0.021855, 64323876.000000
DPYS_MOUSE,    0.394196,  0.322858,  0.465534, 11,  21.000000,    0.035669, 248671485952.000000
DRG1_MOUSE,    0.590486,  0.000000,  2.450020, 1,   4.000000,    0.291038, 1309440128.000000
DRS7B_MOUSE,    0.697097,  0.000000,  2.312648, 3,   3.000000,    0.807775, 4418710528.000000
DSG2_MOUSE,    2.211160,  1.349376,  3.072943, 2,   4.000000,    0.430892, 852246976.000000
DTD2_MOUSE,    0.375435,  0.312641,  0.438229, 2,   2.000000,    0.031397, 899644288.000000
DTX3L_MOUSE,    2.746227,  2.196324,  3.296130, 3,   3.000000,    0.274952, 1120956032.000000
DUS3_MOUSE,    0.495058,  0.391120,  0.598995, 2,   5.000000,    0.051969, 9092292608.000000
DX39A_MOUSE,    0.236911,  0.140680,  0.333143, 4,   6.000000,    0.048116, 15813752832.000000
DX39B_MOUSE,    0.214357,  0.160161,  0.268553, 4,  10.000000,    0.027098, 25722650624.000000
DYHC1_MOUSE,    0.564696,  0.446635,  0.682756, 11,  32.000000,    0.059030, 28378245120.000000
DYL1_MOUSE,    1.327283,  0.943369,  1.711198, 2,   2.000000,    0.191957, 3273182208.000000
DYL2_MOUSE,    0.206417,  0.121635,  0.291200, 3,   3.000000,    0.042391, 9923870720.000000
DYN2_MOUSE,    0.373538,  0.212058,  0.535018, 4,   6.000000,    0.080740, 11615567872.000000
DYR_MOUSE,    0.293456,  0.262415,  0.324498, 3,   5.000000,    0.015521, 40961646592.000000
E2AK2_MOUSE,    0.883794,  0.341367,  1.426221, 1,   1.000000,    0.211013, 495348288.000000
E41L2_MOUSE,    0.333676,  0.126183,  0.541168, 2,   2.000000,    0.103746, 567000000.000000
E41L5_MOUSE,    0.708241,  0.384161,  1.032322, 1,   1.000000,    0.116725, 1133392128.000000
EBP_MOUSE,    0.628487,  0.458103,  0.798871, 2,   2.000000,    0.085192, 37576138752.000000
ECH1_MOUSE,    0.822548,  0.649066,  0.996031, 5,  17.000000,    0.086741, 106422059008.000000
ECHA_MOUSE,    0.187160,  0.154092,  0.220228, 27,  61.000000,    0.016534, 1973070594048.000000
ECHB_MOUSE,    0.159243,  0.126670,  0.191817, 15,  38.000000,    0.016287, 865872969728.000000
ECHD1_MOUSE,    0.326900,  0.190756,  0.463045, 1,  11.000000,    0.059039, 32388798464.000000
ECHD2_MOUSE,    0.169232,  0.142680,  0.195784, 6,  10.000000,    0.013276, 129769619456.000000
ECHD3_MOUSE,    0.259678,  0.200050,  0.319307, 4,  13.000000,    0.029814, 66335498240.000000
ECHM_MOUSE,    0.136635,  0.111498,  0.161773, 5,  14.000000,    0.012569, 474583728128.000000
ECHP_MOUSE,    0.360963,  0.270401,  0.451526, 25,  43.000000,    0.045281, 961361281024.000000
ECI1_MOUSE,    0.154452,  0.133964,  0.174940, 6,  16.000000,    0.010244, 461710917632.000000
ECI2_MOUSE,    0.279385,  0.210497,  0.348274, 7,  12.000000,    0.034444, 99390496768.000000
ECI3_MOUSE,    0.467361,  0.257354,  0.677368, 2,   2.000000,    0.105003, 26900824064.000000
ECM29_MOUSE,    0.352803,  0.144306,  0.561300, 2,   6.000000,    0.104249, 1400145536.000000
ECSIT_MOUSE,   13.334506, 12.217250, 14.451762, 2,   2.000000,    0.558628, 393225088.000000
EDF1_MOUSE,   20.397421,  0.000000,1765525.250000, 2,   2.000000,  882752.437500, 5153219584.000000
EEA1_MOUSE,    0.245113,  0.161917,  0.328309, 3,  13.000000,    0.041598, 9011587072.000000
EF1A1_MOUSE,    0.247102,  0.206703,  0.287501, 18,  40.000000,    0.020199, 4584835121152.000000
EF1B_MOUSE,    0.215381,  0.172279,  0.258483, 6,   9.000000,    0.021551, 114460852224.000000
EF1D_MOUSE,    0.192476,  0.149171,  0.235781, 5,  10.000000,    0.021652, 151971921920.000000
EF1G_MOUSE,    0.125400,  0.106785,  0.144015, 12,  26.000000,    0.009308, 372599783424.000000
EF2_MOUSE,    0.482718,  0.355153,  0.610282, 26,  57.000000,    0.063782, 1218206760960.000000
EFGM_MOUSE,    1.123509,  0.545749,  1.701269, 2,   2.000000,    0.288880, 2586952960.000000
EFL1_MOUSE,   18.799328, 16.511257, 21.087399, 2,   2.000000,    1.144035, 395269664.000000
EFTS_MOUSE,    0.211089,  0.108088,  0.314090, 1,   4.000000,    0.043559, 7967336960.000000
EFTU_MOUSE,    0.198443,  0.153032,  0.243854, 14,  32.000000,    0.022706, 289530052608.000000
EGFR_MOUSE,    1.639748,  1.128900,  2.150595, 6,  15.000000,    0.255424, 49309798400.000000
EHD1_MOUSE,    0.311431,  0.187923,  0.434940, 4,  13.000000,    0.061754, 31102803968.000000
EHD3_MOUSE,    0.405873,  0.262848,  0.548899, 1,   7.000000,    0.062023, 20643915776.000000
EI2BB_MOUSE,    0.215586,  0.000667,  0.430505, 1,   1.000000,    0.077408, 877292736.000000
EI2BD_MOUSE,    0.742388,  0.510656,  0.974120, 2,   5.000000,    0.115866, 2461647360.000000
EI3JA_MOUSE,    0.364052,  0.189287,  0.538817, 1,   6.000000,    0.075787, 13630161920.000000
EIF1B_MOUSE,    0.643202,  0.000000,  1.741953, 3,   3.000000,    0.549376, 2551717376.000000
EIF2A_MOUSE,    0.323168,  0.253234,  0.393102, 7,   8.000000,    0.034967, 14148978688.000000
EIF3A_MOUSE,    0.402485,  0.321229,  0.483742, 6,  21.000000,    0.040628, 49116983296.000000
EIF3B_MOUSE,    0.516376,  0.221099,  0.811653, 4,  13.000000,    0.147638, 25129912320.000000
EIF3C_MOUSE,    0.533763,  0.453407,  0.614120, 7,  12.000000,    0.040178, 22475431936.000000
EIF3D_MOUSE,    0.349121,  0.220009,  0.478233, 4,  12.000000,    0.064556, 34763972608.000000
EIF3E_MOUSE,    0.458140,  0.268610,  0.647670, 4,   9.000000,    0.094765, 14154636288.000000
EIF3F_MOUSE,    0.383092,  0.283789,  0.482395, 4,   8.000000,    0.049652, 29699391488.000000
EIF3G_MOUSE,    0.498980,  0.058558,  0.939403, 1,   1.000000,    0.171332, 439523712.000000
EIF3H_MOUSE,    0.353707,  0.165606,  0.541807, 4,   5.000000,    0.094050, 7351213568.000000
EIF3I_MOUSE,    0.588702,  0.319890,  0.857514, 4,   5.000000,    0.134406, 17788788736.000000
EIF3K_MOUSE,    3.228161,  2.757125,  3.699197, 2,   2.000000,    0.235518, 1441108736.000000
EIF3L_MOUSE,    0.430957,  0.363476,  0.498438, 4,  11.000000,    0.033741, 23517820928.000000
EIF3M_MOUSE,    0.302032,  0.216304,  0.387759, 4,   8.000000,    0.042864, 15874186240.000000
EKI2_MOUSE,    0.266532,  0.000000,  1.381493, 1,   1.000000,    0.090412, 89402616.000000
ELAV1_MOUSE,    0.610176,  0.430226,  0.790125, 3,   7.000000,    0.089975, 22523957248.000000
ELOB_MOUSE,    0.921280,  0.692629,  1.149931, 1,   1.000000,    0.093445, 974056768.000000
ELOC_MOUSE,    0.589394,  0.452615,  0.726173, 3,   3.000000,    0.068389, 11095127040.000000
ELOV2_MOUSE,    1.226900,  0.648562,  1.805237, 2,   2.000000,    0.289169, 11898982400.000000
ELP1_MOUSE,    0.046763,  0.000000,  5.225217, 1,   1.000000,    0.051271, 133847072.000000
EMAL2_MOUSE,   18.710123, 16.285595, 21.134651, 1,   1.000000,  71484344.000000, 1025905280.000000
EMC1_MOUSE,    0.248882,  0.205964,  0.291801, 2,   9.000000,    0.021459, 13057076224.000000
EMC2_MOUSE,    0.369499,  0.210990,  0.528007, 3,   3.000000,    0.079254, 7534167040.000000
EMC3_MOUSE,    0.400419,  0.112405,  0.688434, 3,   3.000000,    0.144007, 2300112384.000000
EMC4_MOUSE,    0.395839,  0.010065,  0.781613, 1,   1.000000,    0.157658, 1291382400.000000
EMC8_MOUSE,    0.545240,  0.000000,  2.919211, 1,   1.000000,    0.223640, 104597512.000000
ENOA_MOUSE,    0.224836,  0.186068,  0.263604, 20,  41.000000,    0.019384, 2369516732416.000000
ENOB_MOUSE,    0.207357,  0.172295,  0.242419, 2,   2.000000,    0.017531, 207354544128.000000
ENOG_MOUSE,    0.186216,  0.000000,  1.072005, 1,   1.000000,    0.067343, 445490880.000000
ENPL_MOUSE,    0.438462,  0.361201,  0.515724, 37,  61.000000,    0.038631, 1615373795328.000000
ENPP1_MOUSE,    0.256241,  0.053487,  0.458994, 3,   3.000000,    0.101377, 2496037632.000000
ENTP5_MOUSE,    0.793149,  0.496186,  1.090113, 5,  10.000000,    0.148482, 56248750080.000000
EPB41_MOUSE,    0.551124,  0.398674,  0.703573, 2,   4.000000,    0.076225, 3000766208.000000
EPB42_MOUSE,    0.000790,  0.000000,  6.474083, 1,   1.000000,    0.045829, 79622304.000000
EPIPL_MOUSE,    0.770424,  0.423418,  1.117429, 5,  18.000000,    0.173503, 25306494976.000000
EPN1_MOUSE,    0.777937,  0.000000,  6.466374, 1,   1.000000,    0.617570, 654687104.000000
EPN4_MOUSE,    0.529003,  0.367427,  0.690578, 3,   4.000000,    0.080788, 5160159232.000000
EPT1_MOUSE,    0.002388,  0.000000,  4.317957, 1,   1.000000,    0.047191, 2317349632.000000
ERAP1_MOUSE,    0.513788,  0.311795,  0.715782, 8,  15.000000,    0.100997, 42429046784.000000
ERF1_MOUSE,    0.792554,  0.000000,  2.005545, 2,   2.000000,    0.606495, 1531733120.000000
ERF3A_MOUSE,    0.853663,  0.405273,  1.302052, 2,   8.000000,    0.224195, 8003684864.000000
ERF3B_MOUSE,   12.492132, 11.211444, 13.772820, 2,   2.000000,    0.640344, 4501748224.000000
ERG24_MOUSE,    0.386352,  0.161411,  0.611292, 3,   5.000000,    0.112470, 18863640576.000000
ERG28_MOUSE,    0.301387,  0.019137,  0.583637, 1,   1.000000,    0.119364, 260912080.000000
ERGI1_MOUSE,    0.476215,  0.166664,  0.785765, 2,   4.000000,    0.154775, 7526771200.000000
ERH_MOUSE,    0.213023,  0.000000,  1.760541, 1,   1.000000,    0.106505, 247107472.000000
ERLN1_MOUSE,    0.612055,  0.227161,  0.996948, 2,   2.000000,    0.192447, 959855232.000000
ERLN2_MOUSE,    0.457902,  0.330041,  0.585763, 4,   7.000000,    0.063931, 7408814592.000000
ERMP1_MOUSE,    0.339268,  0.161274,  0.517261, 1,   1.000000,    0.064109, 1473209600.000000
ERO1A_MOUSE,    0.563203,  0.173393,  0.953013, 1,   4.000000,    0.169041, 16697296896.000000
ERO1B_MOUSE,   18.527069, 17.992739, 19.061399, 2,   2.000000,    0.267165, 711769792.000000
ERP29_MOUSE,    0.406662,  0.316441,  0.496883, 4,   7.000000,    0.045111, 26384490496.000000
ERP44_MOUSE,    0.680088,  0.457307,  0.902869, 4,  10.000000,    0.111390, 59004440576.000000
ES8L2_MOUSE,    0.648245,  0.392759,  0.903732, 4,   7.000000,    0.127743, 9704100864.000000
EST1C_MOUSE,    1.430103,  1.300665,  1.559541, 6,  11.000000,    0.064719, 539817738240.000000
EST1D_MOUSE,    0.352132,  0.270711,  0.433554, 20,  43.000000,    0.040711, 1879481647104.000000
EST1E_MOUSE,    0.859367,  0.690035,  1.028698, 8,  16.000000,    0.084666, 269490667520.000000
EST1F_MOUSE,    0.316643,  0.245379,  0.387906, 19,  43.000000,    0.035632, 935985020928.000000
EST1_MOUSE,    0.325836,  0.252179,  0.399492, 9,  20.000000,    0.036828, 264020066304.000000
EST2A_MOUSE,    0.353439,  0.271708,  0.435170, 20,  34.000000,    0.040865, 865790853120.000000
EST2C_MOUSE,    0.243722,  0.187695,  0.299750, 7,  19.000000,    0.028014, 213634662400.000000
EST2E_MOUSE,    0.413632,  0.300593,  0.526671, 8,  15.000000,    0.056520, 190824415232.000000
EST3A_MOUSE,    0.423134,  0.337143,  0.509125, 18,  29.000000,    0.042995, 2003408125952.000000
EST3B_MOUSE,    0.328766,  0.275890,  0.381641, 8,  15.000000,    0.026438, 370498469888.000000
ESTD_MOUSE,    0.247403,  0.201453,  0.293353, 14,  25.000000,    0.022975, 480934592512.000000
ESYT1_MOUSE,    0.272497,  0.144076,  0.400919, 1,   4.000000,    0.055690, 1834277376.000000
ETFA_MOUSE,    0.182284,  0.155362,  0.209206, 10,  25.000000,    0.013461, 1816544673792.000000
ETFB_MOUSE,    0.151108,  0.128428,  0.173789, 17,  21.000000,    0.011340, 1406274502656.000000
ETFD_MOUSE,    0.163100,  0.134248,  0.191952, 11,  22.000000,    0.014426, 448902856704.000000
ETHE1_MOUSE,    0.211565,  0.176266,  0.246864, 6,  15.000000,    0.017649, 100980039680.000000
EWS_MOUSE,    0.369529,  0.279532,  0.459527, 2,   2.000000,    0.044999, 1307975552.000000
EZRI_MOUSE,   13.555872, 12.339423, 14.772321, 1,   7.000000,  128332.703125, 32030261248.000000
F10A1_MOUSE,    0.890321,  0.593051,  1.187591, 1,   5.000000,    0.128911, 29233301504.000000
F1142_MOUSE,    0.047904,  0.000000,  4.816738, 1,   1.000000,    0.058777, 187303904.000000
F120A_MOUSE,    0.235883,  0.119167,  0.352599, 4,  14.000000,    0.058358, 9401188352.000000
F162A_MOUSE,    0.211293,  0.127259,  0.295327, 1,   5.000000,    0.034343, 9088307200.000000
F16P1_MOUSE,    0.341904,  0.285410,  0.398399, 30,  45.000000,    0.028247, 3045658984448.000000
F261_MOUSE,    0.213186,  0.146599,  0.279773, 1,   9.000000,    0.028160, 16565211136.000000
FA98A_MOUSE,    0.524740,  0.420074,  0.629405, 2,   4.000000,    0.052333, 2927303936.000000
FAAA_MOUSE,    0.237195,  0.191906,  0.282483, 23,  37.000000,    0.022644, 1731996155904.000000
FAAH1_MOUSE,    0.436484,  0.300632,  0.572336, 8,  21.000000,    0.067926, 101210636288.000000
FABD_MOUSE,    0.436684,  0.229265,  0.644102, 3,   3.000000,    0.103709, 2086087040.000000
FABP4_MOUSE,    1.036115,  0.994923,  1.077308, 2,   2.000000,    0.020596, 11902730240.000000
FABP5_MOUSE,    0.233712,  0.137956,  0.329468, 9,  15.000000,    0.047878, 60559654912.000000
FABPI_MOUSE,    0.508712,  0.000000,  3.113805, 1,   1.000000,    0.367441, 7317850624.000000
FABPL_MOUSE,    0.266536,  0.221112,  0.311961, 14,  27.000000,    0.022712, 19635655147520.000000
FACE1_MOUSE,    1.202304,  0.896734,  1.507873, 2,   4.000000,    0.152785, 8654689280.000000
FAD1_MOUSE,    1.932916,  1.637490,  2.228343, 4,   9.000000,    0.147713, 9836225536.000000
FADS1_MOUSE,   13.384381, 12.782125, 13.986637, 2,   2.000000,    0.301128, 6155622400.000000
FADS2_MOUSE,    2.450174,  0.623229,  4.277119, 4,   8.000000,    0.913472, 9539283968.000000
FAF2_MOUSE,    0.454031,  0.330329,  0.577733, 3,   6.000000,    0.061851, 7038088704.000000
FAHD1_MOUSE,    0.181340,  0.148614,  0.214065, 2,   7.000000,    0.016363, 43585458176.000000
FAHD2_MOUSE,    0.131665,  0.090584,  0.172747, 6,  11.000000,    0.020541, 44735258624.000000
FAKD4_MOUSE,   11.968805, 10.040118, 13.897492, 1,   1.000000,  16573.259766, 169418576.000000
FARP2_MOUSE,    0.479833,  0.214748,  0.744919, 2,   2.000000,    0.132543, 4762890240.000000
FAS_MOUSE,    0.522546,  0.346743,  0.698349, 70, 124.000000,    0.087902, 2159615279104.000000
FBLL1_MOUSE,    0.100310,  0.000000,  0.304837, 4,   4.000000,    0.102263, 2649593856.000000
FBRL_MOUSE,    0.273707,  0.189079,  0.358335, 5,  12.000000,    0.042314, 40096251904.000000
FBX3_MOUSE,    1.188499,  0.982994,  1.394004, 2,   2.000000,    0.102753, 354043296.000000
FCGR2_MOUSE,    0.612216,  0.274640,  0.949792, 2,   2.000000,    0.168788, 1444044160.000000
FCGRN_MOUSE,    0.397808,  0.000000,  1.344417, 1,   1.000000,    0.164676, 539620800.000000
FCL_MOUSE,    0.238839,  0.122483,  0.355196, 3,   5.000000,    0.058178, 11528014848.000000
FCSK_MOUSE,    1.009831,  0.000000,  2.096987, 1,   1.000000,    0.511868, 98243944.000000
FDFT_MOUSE,    1.334799,  0.000000,  2.921989, 1,   1.000000,    1.001985, 937988992.000000
FERM2_MOUSE,    0.407640,  0.291353,  0.523926, 4,  17.000000,    0.058143, 33340305408.000000
FETUA_MOUSE,    7.357218,  6.887781,  7.826655, 5,   5.000000,    0.234719, 8955556864.000000
FGGY_MOUSE,    0.291068,  0.242377,  0.339759, 4,  11.000000,    0.024345, 35136569344.000000
FIBA_MOUSE,    1.928987,  0.223635,  3.634339, 6,  12.000000,    0.852676, 81525186560.000000
FIBB_MOUSE,    1.703631,  0.389002,  3.018260, 9,  20.000000,    0.657314, 102149505024.000000
FIBG_MOUSE,    1.666384,  0.818490,  2.514277, 7,  15.000000,    0.423947, 95406669824.000000
FINC_MOUSE,    1.109826,  0.553060,  1.666593, 18,  44.000000,    0.278383, 113080090624.000000
FITM2_MOUSE,    0.368615,  0.000000,  0.792928, 3,   3.000000,    0.212157, 2059423104.000000
FKB11_MOUSE,    0.100123,  0.000000,  1.388279, 1,   1.000000,    0.071581, 698971840.000000
FKB1A_MOUSE,    0.468060,  0.342458,  0.593661, 3,   3.000000,    0.062801, 30089127936.000000
FKBP2_MOUSE,    0.366641,  0.280692,  0.452590, 4,   8.000000,    0.042975, 26967541760.000000
FKBP3_MOUSE,    0.839278,  0.594842,  1.083713, 3,   9.000000,    0.122218, 16064241664.000000
FKBP4_MOUSE,    0.714800,  0.492285,  0.937314, 5,  13.000000,    0.111257, 29203003392.000000
FKBP8_MOUSE,    0.954670,  0.508737,  1.400603, 4,   5.000000,    0.222967, 11984470016.000000
FLII_MOUSE,    0.489584,  0.229407,  0.749760, 2,   2.000000,    0.130088, 379277536.000000
FLNA_MOUSE,    0.132376,  0.102511,  0.162242, 7,  26.000000,    0.014933, 20086241280.000000
FLNB_MOUSE,    0.399036,  0.242255,  0.555818, 15,  51.000000,    0.078391, 101370953728.000000
FLOT1_MOUSE,    0.139820,  0.055619,  0.224021, 2,   2.000000,    0.042100, 275186976.000000
FMO1_MOUSE,    0.402312,  0.289955,  0.514670, 14,  22.000000,    0.056179, 306784206848.000000
FMO2_MOUSE,    0.279555,  0.000000,  2.722986, 1,   1.000000,    0.116509, 145034704.000000
FMO5_MOUSE,    0.556793,  0.422299,  0.691286, 15,  26.000000,    0.067247, 813676822528.000000
FPPS_MOUSE,    0.704381,  0.336157,  1.072604, 7,  13.000000,    0.184112, 143268708352.000000
FRDA_MOUSE,    0.084968,  0.038089,  0.131848, 1,   1.000000,    0.019825, 1635713408.000000
FRIH_MOUSE,    1.842243,  1.419430,  2.265056, 3,   6.000000,    0.211406, 3183764224.000000
FRIL1_MOUSE,    0.784388,  0.519489,  1.049288, 7,  14.000000,    0.132450, 453457215488.000000
FSCN1_MOUSE,    0.165696,  0.000000,  2.137113, 1,   1.000000,    0.083502, 190179488.000000
FTCD_MOUSE,    0.329096,  0.267519,  0.390673, 29,  42.000000,    0.030789, 699185299456.000000
FUBP1_MOUSE,    0.871514,  0.558951,  1.184078, 2,   2.000000,    0.156282, 641696576.000000
FUBP2_MOUSE,    0.390331,  0.296665,  0.483997, 2,   9.000000,    0.046833, 8377284096.000000
FUCM_MOUSE,    0.117232,  0.021566,  0.212898, 1,   1.000000,    0.030060, 399833792.000000
FUMH_MOUSE,    0.211348,  0.147664,  0.275032, 12,  37.000000,    0.031842, 593872093184.000000
FUS_MOUSE,    0.538884,  0.460619,  0.617149, 1,   1.000000,    0.031985, 1815113600.000000
FXR2_MOUSE,   16.797304, 11.063682, 22.530926, 1,   1.000000,  18946380.000000, 113046968.000000
G3BP1_MOUSE,    0.500971,  0.310509,  0.691434, 7,   7.000000,    0.095231, 14563588096.000000
G3BP2_MOUSE,    0.227940,  0.000000,  0.952648, 1,   1.000000,    0.093780, 945085312.000000
G3P_MOUSE,    0.264741,  0.218866,  0.310616, 30,  45.000000,    0.022937, 6673949786112.000000
G6PC1_MOUSE,    0.640439,  0.258006,  1.022872, 1,   6.000000,    0.161731, 7987090944.000000
G6PE_MOUSE,    0.457446,  0.282954,  0.631938, 5,  20.000000,    0.087246, 78315462656.000000
G6PI_MOUSE,    0.206615,  0.154939,  0.258292, 9,  26.000000,    0.025838, 303319154688.000000
GABT_MOUSE,    0.215110,  0.173607,  0.256614, 20,  36.000000,    0.020752, 472879431680.000000
GAL3A_MOUSE,    0.175711,  0.143979,  0.207443, 10,  15.000000,    0.015866, 183357718528.000000
GALE_MOUSE,    0.187782,  0.118031,  0.257533, 4,   7.000000,    0.034876, 9806769152.000000
GALK1_MOUSE,    0.610400,  0.000000,  1.285856, 3,  11.000000,    0.337728, 58576257024.000000
GALK2_MOUSE,    1.043601,  0.053656,  2.033546, 1,   1.000000,    0.385105, 626377344.000000
GALM_MOUSE,    0.228389,  0.181747,  0.275031, 6,  13.000000,    0.023321, 153414746112.000000
GALNS_MOUSE,    0.093038,  0.041324,  0.144753, 1,   1.000000,    0.021870, 865653312.000000
GALT_MOUSE,    0.248780,  0.130606,  0.366955, 4,   5.000000,    0.059087, 6434636288.000000
GAMT_MOUSE,    0.601020,  0.397962,  0.804078, 5,  11.000000,    0.101529, 51745116160.000000
GANAB_MOUSE,    0.378410,  0.281810,  0.475009, 14,  38.000000,    0.048300, 190190665728.000000
GARS_MOUSE,    1.350105,  1.114203,  1.586008, 4,   9.000000,    0.117951, 37550891008.000000
GBB1_MOUSE,    0.322957,  0.278053,  0.367861, 1,   8.000000,    0.018351, 14374240256.000000
GBB2_MOUSE,    0.369272,  0.217051,  0.521493, 4,  12.000000,    0.076110, 21823815680.000000
GBG12_MOUSE,    0.645613,  0.434038,  0.857189, 2,   2.000000,    0.105788, 3029676032.000000
GCAB_MOUSE,    0.060566,  0.000000,  5.182859, 1,   1.000000,    0.031419, 393164288.000000
GCDH_MOUSE,    0.319962,  0.254159,  0.385765, 12,  25.000000,    0.032901, 533970812928.000000
GCH1_MOUSE,    0.575670,  0.000000,  1.204996, 1,   1.000000,    0.240046, 620270336.000000
GCKR_MOUSE,    0.239871,  0.187022,  0.292721, 9,  19.000000,    0.026425, 84701569024.000000
GCN1_MOUSE,    0.552095,  0.376775,  0.727415, 7,  19.000000,    0.087660, 10998278144.000000
GCP60_MOUSE,    0.344716,  0.146715,  0.542716, 3,   3.000000,    0.099000, 1341099136.000000
GCR_MOUSE,    1.494620,  0.738624,  2.250616, 1,   1.000000,    0.272289, 107075728.000000
GCSH_MOUSE,    0.165558,  0.153662,  0.177453, 3,   3.000000,    0.005948, 20634030080.000000
GCSP_MOUSE,    0.311095,  0.228228,  0.393962, 12,  28.000000,    0.041434, 83470614528.000000
GCST_MOUSE,    0.517772,  0.287591,  0.747953, 2,   9.000000,    0.115090, 27912226816.000000
GDIA_MOUSE,    0.423586,  0.334185,  0.512986, 7,  18.000000,    0.044700, 89688154112.000000
GDIB_MOUSE,    0.401718,  0.252524,  0.550911, 12,  36.000000,    0.074597, 347391229952.000000
GDIR1_MOUSE,    0.239704,  0.192032,  0.287375, 6,  13.000000,    0.023836, 104139145216.000000
GDIR2_MOUSE,    1.831311,  1.601368,  2.061254, 3,   4.000000,    0.114972, 4601703936.000000
GELS_MOUSE,    0.868681,  0.287532,  1.449830, 4,   4.000000,    0.290575, 2447516416.000000
GEPH_MOUSE,    0.461535,  0.292898,  0.630172, 4,   9.000000,    0.084318, 40505679872.000000
GFPT1_MOUSE,    1.195485,  1.138165,  1.252805, 1,   1.000000,    0.013322, 79417824.000000
GFRP_MOUSE,    0.195595,  0.127075,  0.264114, 4,   9.000000,    0.034260, 65918554112.000000
GGACT_MOUSE,    0.466576,  0.211638,  0.721515, 1,   1.000000,    0.099175, 2355866624.000000
GGCT_MOUSE,    1.585602,  0.598156,  2.573047, 1,   1.000000,    0.828813, 845797888.000000
GGLO_MOUSE,    0.506085,  0.360857,  0.651314, 12,  23.000000,    0.072614, 238763950080.000000
GGT5_MOUSE,    4.601529,  4.306837,  4.896220, 2,   2.000000,    0.147346, 617158720.000000
GHC1_MOUSE,    0.481540,  0.357858,  0.605222, 3,   9.000000,    0.061841, 55316033536.000000
GIMA4_MOUSE,    0.032746,  0.011453,  0.054038, 1,   7.000000,    0.009234, 10983068672.000000
GLCM_MOUSE,    0.353910,  0.261907,  0.445913, 4,   6.000000,    0.046001, 6932256768.000000
GLCNE_MOUSE,    0.904686,  0.591709,  1.217663, 4,  16.000000,    0.156488, 31748136960.000000
GLCTK_MOUSE,    0.664544,  0.573327,  0.755761, 2,   9.000000,    0.045608, 55814983680.000000
GLGB_MOUSE,    0.159999,  0.120801,  0.199196, 12,  35.000000,    0.019599, 254463574016.000000
GLNA_MOUSE,    0.345648,  0.258372,  0.432923, 15,  23.000000,    0.043638, 719922987008.000000
GLO2_MOUSE,    0.407854,  0.304347,  0.511362, 9,  12.000000,    0.051754, 168868593664.000000
GLOD4_MOUSE,    0.270810,  0.192463,  0.349158, 5,  11.000000,    0.039174, 43477811200.000000
GLPK_MOUSE,    0.316686,  0.225483,  0.407889, 8,  18.000000,    0.045601, 109335355392.000000
GLRX1_MOUSE,    0.220624,  0.170346,  0.270902, 3,   4.000000,    0.025139, 36568010752.000000
GLRX3_MOUSE,    0.807960,  0.629094,  0.986826, 2,   5.000000,    0.089433, 11173424128.000000
GLRX5_MOUSE,    0.890813,  0.813498,  0.968127, 3,   3.000000,    0.038657, 18672971776.000000
GLSL_MOUSE,    0.374056,  0.292741,  0.455371, 8,  26.000000,    0.040657, 122252992512.000000
GLTD2_MOUSE,   18.991962, 17.373699, 20.610226, 2,   4.000000,    0.809131, 956202304.000000
GLU2B_MOUSE,    0.339339,  0.254646,  0.424032, 4,   9.000000,    0.042346, 52104839168.000000
