"unlist.neh_dif.","unlist.pxt_dif."
0.0231780829150874,0.0231957489513126
0.0181704279909451,0.0178767501638442
0.0504172398932865,0.050109080073019
0.0339014194852147,0.0337684327819578
0.0551428189469082,0.0547125494123994
0.0561871059794974,0.0560133921431467
0.0500633781459587,0.0497936115695808
0.0274317406050109,0.0273259775992844
0.0279474190291636,0.0277500853052524
0.054800510977504,0.0545476827639238
0.0288857668795206,0.0287871300647027
0.0314015553001077,0.0312359577129238
0.0449950759803657,0.0447629997860684
0.0654084591364629,0.0647243770823033
0.0521411659034106,0.0516875467033388
0.0163370370046653,0.0162949524597569
0.0523705690456044,0.0520525632781779
0.0234728105199422,0.0233055959923505
0.0641784927144968,0.063529664146968
0.0279825514318363,0.0276914974360436
0.0652955399177912,0.0647956976296878
0.0250672367705141,0.0250297505806959
0.0821822779783099,0.0815314881939637
0.0549467907912605,0.0544944614834335
0.0606395870182614,0.0599644741509572
0.0415674459877794,0.0411975252906024
0.0501036854287905,0.0498768363082873
0.0571900644404553,0.0568808068419132
0.0478050965115489,0.0475121308985381
0.0821602761127021,0.0816885954408545
0.0645821286937781,0.0637836716946283
0.0558324121694885,0.0556445546228551
0.048450575789083,0.0481078187945273
0.0441181872149133,0.0437296526341682
0.0433977782898668,0.0432473961637248
0.0669647633578099,0.0665483104336437
0.118687732771115,0.117827994840546
0.0251861113173914,0.0252258869238523
0.0567128267656662,0.0563381576198282
0.0301751079072806,0.02988365110119
0.0692039970144874,0.0688928219967806
0.0235047013320122,0.0230616181777065
0.0383989790115312,0.0381643145971541
0.0646337242813314,0.0643067223148833
0.0288627295764413,0.0288412865745435
0.0393729198405292,0.0390508198609349
0.0323124914993925,0.032152933786677
0.052903258156789,0.0527883805128814
0.0412323943880339,0.0409504815636428
0.0288131672588828,0.0286585036372335
0.0283849850860705,0.0281464396253029
0.0398777945234574,0.0394470994044722
0.0381853352356742,0.0378751401883173
0.0541323326062071,0.0539516101864985
0.0506485158978569,0.0500227648176504
0.0281227211696714,0.0280447193693606
0.0263589979787386,0.0260886668463148
0.0648420808219857,0.0645485015093872
0.0539395564047206,0.0537667973148255
0.0524455398656923,0.0521857777035627
0.0822002811284338,0.0815859096120128
0.0503810905443865,0.0500592292798467
0.0613597312751679,0.0608655890816431
0.0651745837468579,0.0648481320088701
0.0643712115302269,0.0641285796070413
0.0514883843220737,0.0510829072694965
0.0559847122869161,0.055778115160476
0.0341669890119501,0.034046233372614
0.0313021175680994,0.0310967899889818
0.0390026848219538,0.0383126170017817
0.0465885464670696,0.0462441977476871
0.0784139077353298,0.0777891532363194
0.0255799968376131,0.0253657393218133
0.0378738658182003,0.0375179374000056
0.0462668560160837,0.0458719268430548
0.0744364903185626,0.0741271258696864
0.0200838859200868,0.0198819032602628
0.0424509194413906,0.0419781862321875
0.0432943684330667,0.0430163388126861
0.0275664980699629,0.027625062755084
0.057035549164879,0.0564233689407702
0.0338762918790105,0.0336566590488589
0.0334504241851559,0.0334128128377104
0.0449749318906022,0.0445874974655536
0.0633343923910582,0.0628971515595489
0.0480528340728887,0.0476463112355097
0.0479381826447177,0.0476694135769125
0.0212015409998045,0.021001361661336
0.0420656379717459,0.0417766805307397
0.027914661488689,0.0277588935850524
0.0277633992842366,0.0274780679672317
0.0721620627421312,0.0715456052779746
0.0338080576067566,0.0335009668069042
0.0394626228125107,0.0390913058260275
0.0264010716651282,0.026339622182037
0.0411113272848801,0.0407879679117321
0.042735598773527,0.0424297842514191
0.0508621070789498,0.0506466636084751
0.031900703589326,0.0317230922408217
0.0950548317433876,0.094306143727102
3.76459353805294,3.65910774546412
0.796143634069007,0.786338608508167
0.50534406185075,0.502421415546472
2.10311127361847,2.08412763842174
0.998796951735156,0.987637082868345
1.33921818691989,1.3133216446014
0.872396549257696,0.871618548387125
0.706597889566624,0.705148957026143
0.854415205602089,0.853477891251363
1.18224227274471,1.16555559007608
1.24324279594278,1.23822162335185
1.88969012225973,1.88352744527311
1.23859233306609,1.23599761150215
0.874722426457855,0.880342111558964
1.74338419719454,1.73370943687923
1.57559914135597,1.5402351099519
1.69614499322139,1.65625249382954
2.09150305177881,2.07639983896005
0.928792392817854,0.917959026651956
1.7208385689169,1.69721952528227
1.64627897866938,1.63211126889326
2.28401347477557,2.22001571541288
2.26387345159426,2.19840320924867
1.36547280164463,1.37422274909813
1.43347693312845,1.40817771773053
1.07846947610935,1.07321147999944
2.42580113837658,2.37263443494831
1.50729857699285,1.47631260294857
2.37281079808261,2.29662923124633
4.66491783944792,4.44863281367305
0.818193231312041,0.829710499732203
1.29313127596931,1.28872721811787
1.48313978732503,1.49233227431762
1.29842181224894,1.30245765515969
0.888733975775255,0.893986334766367
2.0331726785648,2.02283617083402
2.48659157733059,2.41658541679313
0.949285834664478,0.945262355415508
1.21249506012761,1.18638990950519
1.00082776443432,0.985007439389517
1.12640586127518,1.11998407815383
1.31678328448495,1.29765789162191
2.12793138727583,2.12283962356383
1.65059804167117,1.66361618594897
1.09357013553213,1.09585894666024
0.952733466445937,0.935546803251417
1.40992893151793,1.39980046970446
1.0502137292939,1.03060387907541
1.88929301139513,1.90470608052549
0.576121811558821,0.5807286929649
1.60090807963789,1.56749223197235
0.962355128761676,0.950911790565953
2.0151625022594,2.00109088632858
2.18413803305968,2.1858561110416
2.07381875979808,2.05702506286955
1.93740206243376,1.89583879604048
1.4811870903612,1.45803042192843
1.28767596748372,1.28163649400179
1.96661772507319,1.95799868723708
1.0740117838657,1.07119025256893
1.34396714841086,1.32959768904824
1.38320285445184,1.38891504671878
0.958144714296986,0.961385135407004
1.31374947428326,1.32328481633127
0.923466797175651,0.919714123469488
1.60722509311542,1.62599553026507
0.994853464453037,0.991149782618951
0.88052080390202,0.87399261665711
1.86901245934801,1.84870216196727
1.48878637543992,1.49684662222297
0.915830918418618,0.902174833025734
0.919290708235141,0.910678757443219
1.67792603809333,1.65829411359345
1.35696019411622,1.32947624337237
1.00285338394819,0.993502497693872
