"unlist.neh_dif.","unlist.pxt_dif."
0.00681782837696487,0.00666920966564446
0.0079849044577908,0.00779029451501943
0.011862261834936,0.0116515220270734
0.0105497779608882,0.0102433194399826
0.0141257170168158,0.013899342386914
0.00883564962123758,0.00860350403927614
0.00754962694562962,0.00735814952090158
0.0118455675981466,0.011607328349178
0.00587008824258202,0.0056744197861625
0.00997001695665583,0.00970224833988833
0.0177951887517303,0.0174528571057301
0.00876148215493766,0.00856678105765294
0.00291047615293645,0.00300521630537329
0.00723181088042941,0.0070297957159166
0.00726520156785613,0.00705310781402499
0.0154205475151274,0.015071626134084
0.0332546025118291,0.0323748271863789
0.00858344121477672,0.0084479331126953
0.0107273458076591,0.0106186115084173
0.0107807212381333,0.0105403419223329
0.00635560939715951,0.00609484230293389
0.0104651652591177,0.0103001726722956
0.0157039728912511,0.0153268080723782
0.0289004097851458,0.0283092040516813
0.00786088833044017,0.00767034294504055
0.0101804892725295,0.00997725789943458
0.0119163528233426,0.0116890628206664
0.00905647518470389,0.00894229042518874
0.0151646184439705,0.01486788166682
0.0133545998472447,0.0130406457889374
0.0131109746654022,0.0127771335106374
0.00583356284763518,0.00562005349487305
0.00588946707827078,0.00571824060486651
0.00917449589442721,0.00897943348377705
0.0122022171169385,0.0119064112655854
0.0161651146747672,0.015831881734641
0.0260633170546793,0.0255226413835123
0.00543381617135303,0.00525578874101494
0.0100836102016883,0.00987583260658268
0.0142324978050645,0.013980027599268
0.0194033832714626,0.0191348913779199
0.0150250199953443,0.0147046986272217
0.0242509732003493,0.0236623003333457
0.0100039941551991,0.0096754274178483
0.0041872615812397,0.00413354129904832
0.00684480936476029,0.00669426476670546
0.0153054035378781,0.0150506313490936
0.0107778117213495,0.0105620620979389
0.00981444563532235,0.00958018955078803
0.00808267782569974,0.00788133818949386
0.00828168622620495,0.00807465970303091
0.00933227787473432,0.00917058211375698
0.0114806713360159,0.0112574871253118
0.0346056808954478,0.0338394431666049
0.0124260745602371,0.0122869308434061
0.00860938271163292,0.00838670603567002
0.00773954799444828,0.00759623924033448
0.0103871092445079,0.0100925609325802
0.00942338960243732,0.00922823589525705
0.0106828904044989,0.0104692842857121
0.00635691754913423,0.00617859742904972
0.00611111675400299,0.00599657262320812
0.00751107188584817,0.00740133295763547
0.00470808330795628,0.00447463724434494
0.0119104728481082,0.0116403465711771
0.00969164292311901,0.00941040586192067
0.00720752490939804,0.00708452018259934
0.00397220819217855,0.00382654493310981
0.00430159587756052,0.00421416187310758
0.00929793233177101,0.00910052566243403
0.0103991658615241,0.0101372788746263
0.0119497341465855,0.0117647483627824
0.00576861765605918,0.00557609633366924
0.00995627617800759,0.00991881087491694
0.0154384132775186,0.0150227108408271
0.0483502565204848,0.0473121068391158
0.00755081208653701,0.00739564059206351
0.00702085884076518,0.00684002523104627
0.0140509434447643,0.0138346773745241
0.00276248939160593,0.00269511156611909
0.00413330070804279,0.00410871013164828
0.00901938999337767,0.00886310441288128
0.0151603712191554,0.0148238971933896
0.00385677381207597,0.00379622151808085
0.0415317167286844,0.0406623465201705
0.00861809205003427,0.00851176638574346
0.00554044773035154,0.00536131694614759
0.0110109932265007,0.0108364987758819
0.00875749730321499,0.0086070098596613
0.00605724360348188,0.00588549762206107
0.0124451177034162,0.012257870773529
0.0192217945113831,0.0188096117283154
0.0139471007467668,0.01371820038263
0.0123506243160556,0.012133531543847
0.00788186691289402,0.00769588349224086
