"unlist.neh_dif.","unlist.pxt_dif.","unlist.rss."
0.018554934218122,0.0183528657559349,3.31954107212333e-13
0.0099751044540091,0.00982225198990309,2.34695593497786e-13
0.0146379966007748,0.0143256690859443,2.71292698741111e-13
0.0127200816121633,0.0124110902854161,2.56516542885559e-13
0.0129974550590883,0.0128149608028851,2.4569570054353e-13
0.0115733182139896,0.0112316061178242,2.2385036592448e-13
0.0172828437038566,0.0170010864060088,2.30571826234679e-13
0.0148689913524743,0.0147098657259729,1.95956736388491e-13
0.00960767959541103,0.00964206656801914,1.80527796309164e-13
0.0339574553946019,0.0333326991474048,1.87621730021288e-13
0.0178195976007878,0.0176165864959841,2.01005711383718e-13
0.00884195172357605,0.0087135919701944,2.53782608352995e-13
0.00992575851169656,0.00957928298422432,2.27539512826305e-13
0.00963992207216709,0.00950182114460805,2.32238720631439e-13
0.00986742654513635,0.00964966611678719,2.33331102287422e-13
0.0155099857044366,0.0153308847606707,2.16173987815199e-13
0.0102226856026182,0.00975658838045744,2.36508606976123e-13
0.0242368884576294,0.0237688177742203,2.02058197190496e-13
0.0285827057098654,0.0278832987182035,1.85981768578715e-13
0.0410818987298305,0.0402299002641148,2.13204215465228e-13
0.00799663143786362,0.00789928768971914,2.56415855545241e-13
0.0130820728994359,0.0128278109152481,2.29840795653179e-13
0.0143704941884917,0.0139771703738453,2.35052114640835e-13
0.0139426827124534,0.0135499769141877,2.06993129585763e-13
0.0098956943484431,0.00961589907140052,2.13267569264904e-13
0.0143090954998996,0.013998664898975,2.25133133087401e-13
0.00818837920431026,0.00790079291176568,2.51726114157894e-13
0.00810345894837935,0.00804961632667675,2.23292840972879e-13
0.0160618167530117,0.015924307098294,2.21596094982062e-13
0.0243570509704719,0.0239852876983357,2.07916937427711e-13
0.0278090594167121,0.0272329582433397,1.96082668660524e-13
0.0129178191435521,0.0125403117807489,2.03862381608773e-13
0.0155657632240886,0.0155649541098343,2.34191162231377e-13
0.00607911598362598,0.00587740808564765,2.53034523886755e-13
0.0162355398491076,0.0158544690155004,2.28564914697471e-13
0.0174747015934716,0.0171433007402413,2.37564184890398e-13
0.00687760911059389,0.00668682418988181,2.66134153344535e-13
0.0157823129617204,0.0154932066631468,1.99062911827049e-13
0.0372641855992678,0.0367214349699466,1.79306399298091e-13
0.0373755399314835,0.0364968144410972,1.91665069145099e-13
0.0118921758680113,0.0117517341474809,2.67387078849789e-13
0.0188409308100244,0.018580989490045,2.68631701217124e-13
0.0107660882286531,0.0106276795236159,2.13568470811945e-13
0.0149305153791143,0.0147426139166888,2.08255228020778e-13
0.0153883452767474,0.0151740150663703,2.20453994565062e-13
0.0252282548339216,0.0245608012107666,1.86444143957141e-13
0.0315769204199775,0.0308727562157649,2.25991029479737e-13
0.0251449323546763,0.0246897973876781,1.94418910477388e-13
0.0513811169846701,0.0504730009756246,1.89678570947297e-13
0.0143527363172489,0.0139578776788343,2.14689549398464e-13
0.015264947755831,0.0150184992680641,2.49691488330807e-13
0.0192408213187556,0.01882725606111,2.75235130435571e-13
0.00709201754657432,0.00723192614252022,2.88590958806338e-13
0.0156779171008465,0.0153004672304689,2.81341750562465e-13
0.0116517014517878,0.0115288047920423,2.1222505929518e-13
0.0179430580483631,0.0174610730812805,2.25418764083083e-13
0.0121891920842702,0.011906798636982,1.98246004792693e-13
0.0121308621211866,0.0118312231660947,2.65566230285579e-13
0.011389971265567,0.0111322418878552,2.94799495643739e-13
0.012357604620028,0.0122098447976534,2.61314452681702e-13
0.0141020041814185,0.0137813103130713,3.06198400636224e-13
0.0121417285044517,0.0119801274741973,2.93064367060772e-13
0.022445204838683,0.0218806378620625,2.72979269179594e-13
0.0152275407651353,0.0148865322928346,1.95696068709051e-13
0.0173459378740425,0.0171041204347251,2.67946789589284e-13
0.0272446649597901,0.0268727005262211,2.03347728860564e-13
0.0532182964391588,0.0523132857839446,1.67751320073485e-13
0.0417377439235771,0.0405961947798234,1.90045967002836e-13
0.13085382983878,0.128010459613936,1.94617096011393e-13
0.0590862284944927,0.0578995873965968,1.90374826694564e-13
0.00482516092275924,0.00470884739710992,3.02563235178982e-13
0.00928890883132638,0.00898324165229715,2.55384035043706e-13
0.0117124302334515,0.0113773078754045,2.80827998231647e-13
0.0145469453859573,0.0144913229353031,2.4338718369539e-13
0.0205061399048745,0.0202651812810801,2.07504677710872e-13
0.0167462595591265,0.0164109558622715,1.9874133837083e-13
0.0239012525772182,0.0233733726383937,2.36558773730774e-13
0.0172979385847423,0.016939954561324,2.023036460013e-13
0.0224216987125203,0.0218506551976499,2.08365920871258e-13
0.0289746854315215,0.028403692879751,1.72292602374343e-13
0.0268361628776485,0.0261330816377833,1.82584729002973e-13
0.0506101434590601,0.0493080858149595,1.88246042767136e-13
0.021982954444301,0.0214880917394182,1.74689091183088e-13
0.00958211279417043,0.00933204761939879,2.1747369635611e-13
0.0103927427399629,0.0102013595388792,2.83444350036387e-13
0.0141979291042057,0.0139483692924471,2.35736685764577e-13
0.0190540710157988,0.0187451121614705,2.04983831232708e-13
0.0217668699003394,0.0214395015624089,2.24031827835531e-13
0.0210135181787141,0.0204895728939692,2.0731711368791e-13
0.0489656172387085,0.0479161966759033,1.74779803974073e-13
0.00900766271745524,0.00905945763851612,2.47981322046768e-13
0.0108228449685578,0.0107962706840925,2.64103545442965e-13
0.0274061887930289,0.0268222913588483,1.99620234407512e-13
0.0175347848667807,0.0170779777259692,2.07320990646357e-13
0.0170323593715101,0.0165778974854069,2.02645976365723e-13
0.0197127932675698,0.0194761277736918,1.98521211321903e-13
0.0195380716671245,0.0191273537486376,2.06431106876501e-13
0.0274361479211256,0.027027790070952,1.77351015684967e-13
0.00813842224486472,0.00804005012802177,3.11259669028613e-13
0.0130613664179032,0.0128719286873746,2.76879838598966e-13
0.433585505838268,0.421496578971002,3.5504598112449e-10
0.434736376406815,0.427126364217484,2.37230965972733e-10
0.281969422594158,0.279026031068085,2.54041095615657e-10
0.414708188237982,0.409073806753972,2.75018507401722e-10
0.301081475740539,0.296737772666443,2.51782300123779e-10
0.398750748964546,0.393127392720715,2.4971992527169e-10
0.253070602178387,0.244470313595305,2.30195677292821e-10
0.383557453441591,0.379224141900478,2.16586203214014e-10
0.654182101994979,0.639309324528935,1.85622592088273e-10
0.911012733672442,0.895483262148602,1.8505077686331e-10
0.838906233631716,0.832014764142053,1.74138996617495e-10
0.401901089395035,0.396120696669316,2.68273457176142e-10
0.239716263975773,0.239070183353738,2.46454413474788e-10
0.205282065819215,0.19838382461001,2.3941160883429e-10
0.326828981369767,0.316679768417669,2.67907910520584e-10
0.607302899196702,0.597140416808313,2.2214522179139e-10
0.356263957937916,0.344557643348354,2.6331872735887e-10
0.989804790962211,0.97914021689639,2.04986630439473e-10
1.2524526668453,1.20836830419547,1.71958555026317e-10
0.996966599359419,0.96531459275962,1.82296388837464e-10
0.230433420352413,0.226350530084327,2.51285923214928e-10
0.61784660613596,0.599928162029218,2.4187017409218e-10
0.360493099122977,0.351158205364657,2.56965809247745e-10
0.251774232699975,0.247601002623058,2.46175342377938e-10
0.241388728176731,0.233633682032106,2.31003002509736e-10
0.644333591424237,0.630334291933429,2.09324568841972e-10
0.33297955351718,0.326375854361882,2.61688310841703e-10
0.303273368860912,0.297634776952038,2.27489127592751e-10
0.521279200787948,0.512040948509786,2.38998127596125e-10
0.39116894772038,0.386208923582442,2.00247276488224e-10
0.797103841822108,0.779633057918297,1.85635800614854e-10
0.640806400438323,0.63348423580751,1.8865181397606e-10
0.245575152728345,0.236807273731223,2.8222859726292e-10
0.397900707882309,0.397970655439736,2.42475386016822e-10
0.412040528349711,0.407530668425441,2.57756801551556e-10
0.582785502973723,0.570654265357612,2.4586876837483e-10
0.493490879787441,0.481436439572538,2.59300741107711e-10
0.445536115862301,0.440757104469489,2.00382575847039e-10
0.544477282442452,0.527570556439246,2.01381456028486e-10
1.24203050540467,1.20097385011206,1.9857457528442e-10
0.231771326323937,0.229510114239847,2.86893048101906e-10
0.404192119298601,0.398379618721719,2.33428238057272e-10
0.296329130538844,0.29558975798622,2.10935514222648e-10
0.451473032904959,0.449148470195258,2.05641480348735e-10
0.557495173629491,0.54802423247287,2.05165853432344e-10
0.823213968917223,0.809775818617619,1.72550256110454e-10
0.644032078580281,0.6358747344255,2.32237258683661e-10
1.27178509278994,1.24747784283918,1.89324694799144e-10
1.56057616482943,1.53841476560129,1.77263916224296e-10
0.558646931993242,0.539971434794836,2.20615516517243e-10
0.272330902650928,0.265764291415919,2.31986767418527e-10
0.398019102923114,0.391658664877312,2.61030151488127e-10
0.513560302903425,0.506065721575683,2.7744144965865e-10
0.423456829499515,0.417260073844744,2.6420364054677e-10
0.563795773636046,0.557282557508635,2.05682047808834e-10
0.604263063873388,0.594717342439754,2.26135757892103e-10
0.7397486882233,0.725814793598473,2.22709421503281e-10
0.264934834515707,0.260867600977149,2.6682639063106e-10
0.462683436248181,0.457626537132185,2.78759077646692e-10
0.397339140070835,0.392179621812264,2.70818854950028e-10
0.665517032488741,0.647298024555205,2.58776636426962e-10
0.39928971302467,0.392803516908417,2.46102440385112e-10
0.583211553618331,0.576959589803661,2.46936379166464e-10
0.673693601797724,0.663717473799811,1.94107117035103e-10
0.418447014409107,0.408108276115319,2.34754825535281e-10
0.314299787011842,0.310781424233565,2.0787765787293e-10
1.85838250772429,1.82247869719489,1.80083172505803e-10
1.3718919314691,1.32578078303102,1.94948830534e-10
1.76174081665644,1.72620111984661,1.88351603528872e-10
2.03967005005755,2.02584166005108,1.85910483381244e-10
0.404590579394531,0.393978761720591,2.80394101344343e-10
0.298510036072468,0.293660640072023,2.36604470459479e-10
0.399284271549227,0.396131325572797,2.60217145365577e-10
0.454976754224756,0.446417704921537,2.55857480243143e-10
0.319650278661818,0.319221892786786,2.28969033866879e-10
0.59001219879503,0.582402434392074,1.86136801454347e-10
0.470464941769436,0.459197079226726,2.25909596766361e-10
0.68952540757278,0.671644126635987,2.08470622112564e-10
0.535364430710139,0.521158138666102,2.00364551485318e-10
0.813623161414018,0.789161573245614,1.83855937997904e-10
1.11954251757396,1.08948703709209,1.78274778557278e-10
2.07522546063547,2.02390189854104,1.7028156045433e-10
0.833308997947331,0.814323679727523,1.74192629624879e-10
0.320099066382923,0.318182534226619,2.30447916434834e-10
0.188052558284218,0.186387519953418,2.59709633426584e-10
0.361359051119633,0.349576346427305,2.31319058974236e-10
0.722667723572317,0.71036505540366,2.14917948337811e-10
0.77621732660017,0.769885549401651,2.18582821545248e-10
0.574293411416926,0.5620654496635,1.90729479794751e-10
1.72340120601876,1.6854738354427,1.74790490402208e-10
0.498502271747875,0.487873595469464,2.5693004390347e-10
0.493945335159061,0.482374877331,2.65812169290678e-10
1.02347006441277,0.995933274798537,2.10637194331088e-10
0.519633430089066,0.503318803716923,2.10868442275012e-10
0.410966913879266,0.402704616399915,2.27102306814926e-10
0.492874469755875,0.479952306957961,1.99793625241691e-10
0.706447990766049,0.692072463709207,2.48353401541352e-10
2.03201720317865,2.02868069151756,1.83269941341735e-10
0.293948762030491,0.291072150835336,2.43334134170137e-10
0.692464502703537,0.685044061515724,2.60000124748363e-10
11.6240562043108,10.9810915737767,3.36848933017189e-07
11.336108498618,11.503497261893,2.78605437299646e-07
19.69859766542,16.0891665802918,2.47588939027576e-07
18.0501583819912,15.2719844082231,2.34856726968291e-07
12.7540970394233,12.7500834765615,2.45843756399194e-07
14.2130604381698,16.0670081971871,2.34960343488624e-07
13.2647831361192,13.8181489263944,2.432818084312e-07
10.0292604639447,11.1689894178793,2.0131000742457e-07
32.781317205112,42.3770453560633,1.9187827034244e-07
25.1168690951411,31.6852638529398,1.74324454168924e-07
38.3562076869871,40.6380147047094,1.77638666468661e-07
