AA_name,Tritium,Asym_NEH,APE,MPE,Asym_NEH_ci,APE_ci,MPE_ci
Alanine (A),4,3.12732300767169,2.9559674174279,3.13621029564105,0.160572109483656,0.17106613772777,0.272055380664399
Cysteine (C),1.62,1.80085473487259,1.96074505225083,2.30007006285401,0.337874101667837,0.324220623911114,0.475760728597903
Aspartic acid (D),1.89,2.99856845229738,2.99977360444662,3.32200878194773,0.219180472245548,0.210144170528005,0.341407877167944
Glutamic acid (E),3.95,4.13800185389427,3.89825496060481,4.05351256164651,0.220784011051462,0.197522387477905,0.329301236927585
Phenylalanine (F),0.32,0.798755250769742,0.852687686054589,0.63321449326984,0.264519362448103,0.246988235268887,0.412016387203893
Glycine (G),2.06,1.42229703446015,1.17977781983379,1.36729876185301,0.145550714600797,0.181845196498533,0.309548674027748
Histidine (H),2.88,1.87307149903765,1.81213624125914,1.67027224366529,0.356449447198203,0.32046819020108,0.54830552911128
Isoleucine (I),1,0.998503856168282,0.869984930939608,0.761137699850349,0.225007717781,0.207239070280321,0.388958877860686
lysine (K),0.54,0.15469255728888,0.240907227104932,0,0.404070522262477,0.398667149643069,0.655316969152809
Leucine (L),0.6,1.01788116718087,0.973340130745298,0.869899159473019,0.165727933504793,0.158238667775215,0.276558196477907
Methionine (M),1.12,0.782005859763741,0.731288633233232,0.911729095219125,0.365957056874918,0.347038745045441,0.563424482324268
Asparagine (N),1.89,1.22049669696812,1.11035664238211,0.934218098994902,0.314774425127395,0.283837339563593,0.508344577460115
Proline (P),2.59,1.45282708437723,1.57962763038754,1.77637860017105,0.255757910998931,0.244270904056083,0.489865505440397
Glutamine (Q),3.95,3.84174737343421,3.77112359246194,3.81694588421882,0.264345059324282,0.240402855823644,0.457869893772058
Arginine (R),3.43,1.33841211637508,1.21263795825363,0.954063345411976,0.457612396390207,0.42703207752709,0.681689590055928
Serine (S),2.61,1.44556132113854,1.39974865471604,1.97562295054773,0.225128552402109,0.18447092478063,0.389628065903536
Threonine (T),0.2,0.291014821731091,0.433803954814054,0.293531989217671,0.204953030544803,0.205566789525677,0.349492283940074
Valine (V),0.56,0.79249762625965,0.728115798424215,0.863957733707686,0.208494278226265,0.18524501469446,0.328681415754513
Tryptophan (W),0.08,0,0.0665894761850358,0,0.567079237534974,0.570974918469019,0.903892970268877
Tyrosine (Y),0.42,1.03604600689271,0.950422538131195,0.912438557195713,0.346083134503418,0.313506926572396,0.541706683107047
