Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
DHRS1_MOUSE,    0.195042,  0.178520,  0.211565, 6,   9.000000,    0.008261, 1725283712.000000
DHRS4_MOUSE,    0.096209,  0.088935,  0.103483, 10,  23.000000,    0.003637, 54996705280.000000
DHSD_MOUSE,    0.091124,  0.085651,  0.096596, 2,   2.000000,    0.002736, 545820992.000000
DHSO_MOUSE,    0.187293,  0.175136,  0.199450, 27,  35.000000,    0.006078, 162005417984.000000
DHTK1_MOUSE,    0.096024,  0.088188,  0.103860, 15,  22.000000,    0.003918, 9870584832.000000
DHX15_MOUSE,    0.114214,  0.095209,  0.133219, 2,   5.000000,    0.009502, 1870680064.000000
DHX9_MOUSE,    0.252909,  0.222338,  0.283479, 9,  20.000000,    0.015285, 5448814592.000000
DIC_MOUSE,    0.139117,  0.129481,  0.148753, 7,  15.000000,    0.004818, 17399441408.000000
DJB11_MOUSE,    0.000066,  0.000000,  0.003423, 2,   2.000000,    0.001679, 24890576.000000
DJC11_MOUSE,    0.131522,  0.107642,  0.155401, 2,   5.000000,    0.011940, 399850944.000000
DJC12_MOUSE,    0.456114,  0.399966,  0.512262, 2,   2.000000,    0.028074, 370362336.000000
DLDH_MOUSE,    0.076361,  0.071646,  0.081076, 30,  35.000000,    0.002399, 109991632896.000000
DLG1_MOUSE,    0.110597,  0.099327,  0.121867, 4,   8.000000,    0.005635, 22243971072.000000
DLK1_MOUSE,    0.046307,  0.034924,  0.057690, 1,   1.000000,    0.004428, 1296739328.000000
DLRB1_MOUSE,    0.104292,  0.099993,  0.108592, 2,   2.000000,    0.002150, 2050337792.000000
DMD_MOUSE,    0.017496,  0.000000,  3.337282, 1,   1.000000,    0.071637, 197432304.000000
DNJA1_MOUSE,    1.280922,  1.205891,  1.355953, 2,   2.000000,    0.037516, 260285200.000000
DNJA2_MOUSE,    0.750148,  0.707008,  0.793288, 4,   4.000000,    0.021570, 473986944.000000
DNJA3_MOUSE,    0.161726,  0.136867,  0.186584, 4,   7.000000,    0.012429, 1421385472.000000
DNJC3_MOUSE,    1.498219,  0.000000,  3.482873, 1,   1.000000,    0.394424, 37903688.000000
DNJC5_MOUSE,    0.001369,  0.000695,  0.002044, 1,   1.000000,    0.000157, 4730005.000000
DNM1L_MOUSE,    0.143722,  0.130388,  0.157056, 6,   8.000000,    0.006667, 655521792.000000
DNPEP_MOUSE,    0.106842,  0.096398,  0.117286, 4,   9.000000,    0.005222, 1857676672.000000
DOPD_MOUSE,    0.124964,  0.114906,  0.135022, 9,  15.000000,    0.005029, 50468814848.000000
DP13A_MOUSE,    0.082198,  0.066434,  0.097961, 2,   2.000000,    0.007882, 228697232.000000
DPEP1_MOUSE,    0.053326,  0.050123,  0.056528, 17,  23.000000,    0.001601, 30275723264.000000
DPEP3_MOUSE,    0.050307,  0.014932,  0.085682, 1,   1.000000,    0.013761, 1931186304.000000
DPP2_MOUSE,    0.313747,  0.295073,  0.332421, 2,   2.000000,    0.009337, 188221728.000000
DPP3_MOUSE,    0.108408,  0.093049,  0.123767, 4,   8.000000,    0.007679, 1362686592.000000
DPP4_MOUSE,    0.072689,  0.066231,  0.079147, 4,  12.000000,    0.003229, 3812666368.000000
DPY30_MOUSE,    0.439411,  0.224279,  0.654543, 1,   1.000000,    0.067600, 195081808.000000
DPYD_MOUSE,    0.038614,  0.015315,  0.061912, 3,   3.000000,    0.011296, 228342192.000000
DPYL2_MOUSE,    0.074374,  0.068061,  0.080686, 21,  27.000000,    0.003156, 17147669504.000000
DPYL3_MOUSE,    0.029264,  0.021613,  0.036915, 5,   5.000000,    0.003826, 1043204032.000000
DPYS_MOUSE,    0.028905,  0.024530,  0.033280, 3,   3.000000,    0.002124, 193620272.000000
DRS7B_MOUSE,    0.324105,  0.311471,  0.336739, 3,   3.000000,    0.006317, 218638928.000000
DTD1_MOUSE,    0.045438,  0.023414,  0.067462, 1,   1.000000,    0.009001, 595931392.000000
DUS3_MOUSE,    0.043773,  0.035105,  0.052440, 3,   3.000000,    0.004334, 1352737792.000000
DX39A_MOUSE,    0.091908,  0.062592,  0.121224, 4,  11.000000,    0.011079, 3475414272.000000
DX39B_MOUSE,    0.139625,  0.117677,  0.161574, 7,  15.000000,    0.015065, 4624883712.000000
DYHC1_MOUSE,    0.144834,  0.127834,  0.161833, 28,  83.000000,    0.008500, 41703002112.000000
DYL1_MOUSE,    0.375027,  0.335329,  0.414725, 2,   2.000000,    0.019849, 891898624.000000
DYN2_MOUSE,    0.172519,  0.158654,  0.186383, 6,  10.000000,    0.006816, 2254478592.000000
DYR_MOUSE,    0.181944,  0.155310,  0.208577, 5,   6.000000,    0.010655, 2933309696.000000
DYSF_MOUSE,    0.367234,  0.316804,  0.417665, 2,   2.000000,    0.025215, 71863456.000000
E41L1_MOUSE,    0.146779,  0.132998,  0.160559, 4,   6.000000,    0.006890, 2539697664.000000
E41L2_MOUSE,    0.000017,  0.000000,  2.592333, 1,   1.000000,    0.001573, 32941540.000000
E41L3_MOUSE,    0.097712,  0.088531,  0.106893, 7,  14.000000,    0.004590, 3694043392.000000
E41L5_MOUSE,    0.164308,  0.153709,  0.174907, 5,   5.000000,    0.005299, 1770663168.000000
EAA3_MOUSE,    0.664419,  0.586092,  0.742747, 3,   3.000000,    0.039164, 681210368.000000
EBP_MOUSE,    0.188220,  0.108124,  0.268316, 1,   1.000000,    0.025168, 521546912.000000
ECH1_MOUSE,    0.234073,  0.198045,  0.270101, 7,  13.000000,    0.018014, 8417788928.000000
ECHA_MOUSE,    0.080594,  0.074376,  0.086812, 40,  47.000000,    0.003108, 71918755840.000000
ECHB_MOUSE,    0.108445,  0.097295,  0.119596, 19,  29.000000,    0.005575, 42110976000.000000
ECHD1_MOUSE,    0.128277,  0.119926,  0.136629, 4,   8.000000,    0.004176, 1612659840.000000
ECHD2_MOUSE,    0.094523,  0.086617,  0.102430, 9,  14.000000,    0.003953, 14607617024.000000
ECHD3_MOUSE,    0.049905,  0.044193,  0.055618, 4,   8.000000,    0.002856, 1527735168.000000
ECHM_MOUSE,    0.080618,  0.076527,  0.084709, 15,  19.000000,    0.002046, 62865199104.000000
ECHP_MOUSE,    0.091526,  0.085424,  0.097628, 55,  70.000000,    0.003051, 326200197120.000000
ECI1_MOUSE,    0.075981,  0.071330,  0.080631, 13,  15.000000,    0.002325, 24122736640.000000
ECI2_MOUSE,    0.077967,  0.071296,  0.084638, 7,  11.000000,    0.003336, 10705227776.000000
ECI3_MOUSE,    0.117659,  0.108381,  0.126937, 8,  11.000000,    0.004639, 4389359104.000000
ECM1_MOUSE,    0.000046,  0.000000,  3.325180, 1,   1.000000,    0.000168, 32244772.000000
ECSIT_MOUSE,    0.383509,  0.341527,  0.425490, 2,   2.000000,    0.020991, 244747536.000000
EDEM1_MOUSE,    0.070526,  0.048113,  0.092939, 1,   1.000000,    0.008073, 325725344.000000
EEA1_MOUSE,    0.100959,  0.094980,  0.106938, 9,  20.000000,    0.002989, 3294182912.000000
EF1A1_MOUSE,    0.159714,  0.150394,  0.169034, 24,  32.000000,    0.004660, 286612389888.000000
EF1B_MOUSE,    0.196620,  0.180963,  0.212277, 3,   3.000000,    0.007829, 5201836544.000000
EF1D_MOUSE,    0.197592,  0.177402,  0.217781, 7,  10.000000,    0.010095, 7413135360.000000
EF1G_MOUSE,    0.124628,  0.113974,  0.135282, 14,  19.000000,    0.005327, 11014730752.000000
EF2_MOUSE,    0.233416,  0.212204,  0.254628, 33,  45.000000,    0.010606, 63760101376.000000
EFGM_MOUSE,    0.441873,  0.366052,  0.517694, 4,   9.000000,    0.037910, 4952524800.000000
EFHD2_MOUSE,    0.373837,  0.302538,  0.445136, 2,   2.000000,    0.034716, 138058704.000000
EFTS_MOUSE,    0.082162,  0.074607,  0.089716, 4,   8.000000,    0.003777, 2945425920.000000
EFTU_MOUSE,    0.086419,  0.080928,  0.091909, 27,  35.000000,    0.002745, 68262117376.000000
EGFR_MOUSE,   13.831536, 13.018242, 14.644831, 1,   1.000000,    0.064008,   0.000000
EHD1_MOUSE,    0.099039,  0.087173,  0.110905, 4,  12.000000,    0.005626, 10329394176.000000
EHD2_MOUSE,    0.051404,  0.042629,  0.060180, 3,   6.000000,    0.004388, 1148294528.000000
EHD3_MOUSE,    0.104607,  0.096157,  0.113056, 4,   8.000000,    0.004225, 3368239104.000000
EHD4_MOUSE,    0.050010,  0.044840,  0.055181, 10,  16.000000,    0.002585, 15354249216.000000
EI3JA_MOUSE,    0.110482,  0.081861,  0.139103, 3,   4.000000,    0.014311, 933429312.000000
EIF1B_MOUSE,    1.500098,  0.995139,  2.005056, 1,   1.000000,   65.429733, 152001264.000000
EIF2A_MOUSE,    0.156868,  0.132358,  0.181378, 3,   3.000000,    0.009993, 169567568.000000
EIF3A_MOUSE,    0.386636,  0.349946,  0.423326, 5,   9.000000,    0.018345, 2947954944.000000
EIF3B_MOUSE,    0.128013,  0.101656,  0.154371, 7,  14.000000,    0.013013, 3462812416.000000
EIF3C_MOUSE,    0.286026,  0.255370,  0.316681, 4,   6.000000,    0.015328, 1705984640.000000
EIF3D_MOUSE,    0.218099,  0.199232,  0.236965, 3,   5.000000,    0.009433, 2796967168.000000
EIF3E_MOUSE,    0.189583,  0.168704,  0.210461, 3,   4.000000,    0.010439, 572778176.000000
EIF3F_MOUSE,    0.229763,  0.199945,  0.259581, 5,   8.000000,    0.014909, 3933073920.000000
EIF3G_MOUSE,    6.794117,  6.774628,  6.813607, 2,   2.000000,    0.009745, 370612224.000000
EIF3H_MOUSE,    0.225840,  0.195973,  0.255707, 3,   3.000000,    0.014933, 429724032.000000
EIF3I_MOUSE,    0.441002,  0.393897,  0.488106, 4,   9.000000,    0.023552, 1356440192.000000
EIF3K_MOUSE,    0.037685,  0.032061,  0.043309, 3,   3.000000,    0.002812, 1071806784.000000
EIF3L_MOUSE,    0.123125,  0.096374,  0.149877, 4,   6.000000,    0.009413, 463728832.000000
EIF3M_MOUSE,    0.795364,  0.722074,  0.868654, 2,   2.000000,    0.036645, 391904960.000000
ELAV1_MOUSE,    0.262577,  0.239173,  0.285981, 4,   7.000000,    0.010811, 8576062976.000000
ELOB_MOUSE,    0.362938,  0.293206,  0.432670, 4,   4.000000,    0.034866, 2388939264.000000
ELOC_MOUSE,    0.239388,  0.210850,  0.267926, 5,   5.000000,    0.014269, 1375869312.000000
EM55_MOUSE,    0.137358,  0.124465,  0.150251, 9,  14.000000,    0.006447, 7716762112.000000
EMAL2_MOUSE,    0.111813,  0.098378,  0.125247, 4,   5.000000,    0.006717, 701729600.000000
EMB_MOUSE,    0.508096,  0.174563,  0.841630, 1,   1.000000,    0.077518, 107366312.000000
EMC10_MOUSE,    0.207814,  0.207038,  0.208590, 2,   2.000000,    0.000388, 100362104.000000
EMC1_MOUSE,    0.084412,  0.063575,  0.105249, 3,   4.000000,    0.010418, 971095040.000000
EMC2_MOUSE,    0.141322,  0.117741,  0.164903, 3,   5.000000,    0.011790, 1139921664.000000
EMC3_MOUSE,    0.203961,  0.000000,  2.321880, 1,   1.000000,    0.057721, 19178974.000000
EMC4_MOUSE,    0.353138,  0.174334,  0.531943, 1,   1.000000,    0.041557, 61473672.000000
EMC8_MOUSE,    0.206298,  0.153172,  0.259424, 2,   2.000000,    0.016605, 227461824.000000
EMD_MOUSE,    0.585553,  0.000000,  9.204774, 1,   1.000000,    0.180977, 14949369.000000
EMIL1_MOUSE,    0.178851,  0.157024,  0.200678, 4,   6.000000,    0.010913, 584532864.000000
ENOA_MOUSE,    0.144680,  0.136098,  0.153261, 33,  42.000000,    0.004283, 269776404480.000000
ENPL_MOUSE,    0.259900,  0.233713,  0.286087, 19,  35.000000,    0.013094, 45235462144.000000
ENPP1_MOUSE,    0.021080,  0.000000,  0.355596, 1,   1.000000,    0.012583, 19730496.000000
ENPP3_MOUSE,    0.132977,  0.115110,  0.150845, 6,   7.000000,    0.008934, 1532154752.000000
ENTP5_MOUSE,    0.394796,  0.358772,  0.430821, 6,   9.000000,    0.018012, 4061270272.000000
EP15R_MOUSE,    0.301410,  0.261863,  0.340957, 3,   3.000000,    0.019774, 280490816.000000
EPB41_MOUSE,    0.100576,  0.089474,  0.111679, 7,  13.000000,    0.005492, 4960578560.000000
EPCAM_MOUSE,    0.154767,  0.130771,  0.178764, 4,   6.000000,    0.009684, 1160075136.000000
EPN1_MOUSE,    0.301849,  0.266803,  0.336895, 2,   2.000000,    0.014902, 587964992.000000
EPN4_MOUSE,    0.469848,  0.452125,  0.487571, 2,   5.000000,    0.008862, 973552064.000000
EPS15_MOUSE,    0.238361,  0.196455,  0.280267, 1,   1.000000,    0.018173, 117667024.000000
EPS8_MOUSE,    0.470512,  0.448671,  0.492353, 2,   2.000000,    0.013963, 216645856.000000
ERAP1_MOUSE,    0.038915,  0.000000,  1.284483, 1,   1.000000,    0.019589, 57297456.000000
ERD21_MOUSE,    0.166289,  0.123509,  0.209070, 2,   2.000000,    0.010005, 308700576.000000
ERF1_MOUSE,    0.245646,  0.211247,  0.280046, 3,   6.000000,    0.017200, 1035625664.000000
ERF3A_MOUSE,    0.082534,  0.075227,  0.089840, 3,   6.000000,    0.003653, 2989993216.000000
ERGI1_MOUSE,    0.180946,  0.150009,  0.211882, 3,   3.000000,    0.015177, 613389568.000000
ERH_MOUSE,    0.198459,  0.186857,  0.210061, 2,   2.000000,    0.005801, 635713792.000000
ERLN1_MOUSE,    0.143390,  0.130070,  0.156709, 4,   4.000000,    0.006260, 1532096256.000000
ERLN2_MOUSE,    0.204518,  0.185088,  0.223948, 8,  11.000000,    0.009744, 4530216960.000000
ERMP1_MOUSE,    0.205168,  0.000000,  3.060850, 1,   1.000000,    0.055704, 106126656.000000
ERP29_MOUSE,    0.176858,  0.155133,  0.198583, 3,   5.000000,    0.010862, 4199726080.000000
ERP44_MOUSE,    0.148063,  0.131439,  0.164686, 4,   6.000000,    0.008312, 1559562496.000000
ES8L2_MOUSE,    0.138391,  0.109050,  0.167732, 4,  10.000000,    0.014670, 2655019264.000000
EST1C_MOUSE,    0.413403,  0.369028,  0.457779, 8,  17.000000,    0.022188, 14987953152.000000
EST1D_MOUSE,    0.236459,  0.215935,  0.256982, 20,  30.000000,    0.010262, 41258541056.000000
EST1E_MOUSE,    0.243743,  0.201592,  0.285893, 4,   5.000000,    0.018236, 6942023680.000000
EST1F_MOUSE,    0.236009,  0.215357,  0.256661, 30,  41.000000,    0.010322, 69255946240.000000
EST1_MOUSE,    0.089508,  0.070962,  0.108054, 3,   4.000000,    0.009273, 1022284992.000000
EST2C_MOUSE,    0.217117,  0.196439,  0.237796, 15,  23.000000,    0.010339, 33347475456.000000
EST2E_MOUSE,    0.342710,  0.294968,  0.390453, 1,   1.000000,    0.017196, 68936848.000000
ESTD_MOUSE,    0.132203,  0.122515,  0.141891, 22,  26.000000,    0.004844, 49249030144.000000
ESYT1_MOUSE,    0.104280,  0.091833,  0.116726, 4,   6.000000,    0.006223, 528599136.000000
ETFA_MOUSE,    0.085717,  0.081680,  0.089754, 28,  30.000000,    0.002018, 187152056320.000000
ETFB_MOUSE,    0.098763,  0.093328,  0.104198, 18,  22.000000,    0.002717, 137800122368.000000
ETFD_MOUSE,    0.075276,  0.069810,  0.080741, 19,  28.000000,    0.002733, 113945640960.000000
ETFR1_MOUSE,    0.228926,  0.197442,  0.260410, 1,   1.000000,    0.012867, 136334240.000000
ETHE1_MOUSE,    0.102878,  0.096208,  0.109547, 11,  16.000000,    0.003335, 30471479296.000000
EWS_MOUSE,    0.164646,  0.152030,  0.177262, 4,   5.000000,    0.006308, 1475558784.000000
EXOC4_MOUSE,    0.155951,  0.136368,  0.175533, 2,   2.000000,    0.008372, 300358080.000000
EZRI_MOUSE,    0.163163,  0.150913,  0.175413, 29,  43.000000,    0.006125, 107471429632.000000
F10A1_MOUSE,    0.604695,  0.540759,  0.668631, 5,   6.000000,    0.031968, 4452333568.000000
F120A_MOUSE,    0.294796,  0.264913,  0.324678, 2,   4.000000,    0.014941, 410505504.000000
F136A_MOUSE,    0.126582,  0.104572,  0.148592, 1,   1.000000,    0.008995, 301538432.000000
F151A_MOUSE,    0.176787,  0.162639,  0.190935, 4,   7.000000,    0.007074, 7839635456.000000
F161A_MOUSE,    0.100938,  0.057574,  0.144301, 1,   1.000000,    0.016869, 1079845504.000000
F162A_MOUSE,   14.764458, 14.738084, 14.790832, 2,   2.000000,    0.013187, 502440448.000000
F16P1_MOUSE,    0.235833,  0.220030,  0.251636, 32,  39.000000,    0.007902, 176304111616.000000
F16P2_MOUSE,    0.345078,  0.316770,  0.373387, 3,   4.000000,    0.013117, 933727296.000000
FA98B_MOUSE,   14.248783, 12.306459, 16.191105, 1,   1.000000,  546548.437500, 399659456.000000
FAAA_MOUSE,    0.150434,  0.140221,  0.160647, 20,  25.000000,    0.005107, 79548563456.000000
FAAH1_MOUSE,    0.153533,  0.135008,  0.172059, 3,   5.000000,    0.009263, 341793472.000000
FABD_MOUSE,    0.138507,  0.025676,  0.251338, 1,   1.000000,    0.035454, 30396350.000000
FABP4_MOUSE,    0.101596,  0.094171,  0.109021, 8,  11.000000,    0.003713, 32742594560.000000
FABP5_MOUSE,    0.018130,  0.000000,  3.595118, 1,   1.000000,    0.014071, 61079320.000000
FABPH_MOUSE,    0.059894,  0.048300,  0.071488, 4,   8.000000,    0.005797, 8123043328.000000
FACR1_MOUSE,    0.146454,  0.108942,  0.183966, 3,   3.000000,    0.018756, 612096832.000000
FAF2_MOUSE,    0.019641,  0.019280,  0.020002, 2,   2.000000,    0.000180, 59942568.000000
FAHD1_MOUSE,    0.092445,  0.085098,  0.099791, 8,  12.000000,    0.003673, 10951884800.000000
FAHD2_MOUSE,    0.083040,  0.077327,  0.088753, 8,  12.000000,    0.002857, 13137827840.000000
FARP1_MOUSE,    0.087030,  0.060524,  0.113536, 3,   3.000000,    0.010639, 162792704.000000
FAS_MOUSE,    0.211642,  0.177141,  0.246144, 4,  12.000000,    0.017251, 2477650176.000000
FBLN5_MOUSE,    0.065150,  0.045436,  0.084863, 2,   2.000000,    0.009857, 335157792.000000
FBN1_MOUSE,    0.005111,  0.003857,  0.006365, 8,  24.000000,    0.000625, 2705283584.000000
FBRL_MOUSE,    0.000002,  0.000000,  4.601294, 1,   1.000000,    0.001766, 266714128.000000
FBX22_MOUSE,    0.823331,  0.822706,  0.823957, 2,   2.000000,    0.000313, 31016102.000000
FBX50_MOUSE,    0.067054,  0.057452,  0.076656, 4,  11.000000,    0.004582, 5030183936.000000
FCGR2_MOUSE,    1.259812,  0.886294,  1.633329, 1,   1.000000,    0.086811, 44429600.000000
FCHO2_MOUSE,    0.234942,  0.199683,  0.270201, 2,   2.000000,    0.017630, 96403160.000000
FCL_MOUSE,    0.121170,  0.091771,  0.150568, 3,   3.000000,    0.011769, 328539008.000000
FERM2_MOUSE,    0.062764,  0.054596,  0.070931, 4,  11.000000,    0.003968, 3086908160.000000
FETUA_MOUSE,    0.519123,  0.405530,  0.632716, 5,   6.000000,    0.056796, 3376497920.000000
FGF1_MOUSE,    1.534340,  1.443405,  1.625276, 3,   3.000000,    0.045468, 240308592.000000
FGGY_MOUSE,    0.146062,  0.129894,  0.162229, 8,  12.000000,    0.008084, 20174829568.000000
FHIT_MOUSE,    0.123814,  0.000000,  1.557333, 1,   1.000000,    0.073482, 85121296.000000
FHL1_MOUSE,    0.127810,  0.110192,  0.145427, 9,  13.000000,    0.008622, 7055868416.000000
FHL2_MOUSE,    0.042716,  0.036758,  0.048674, 9,  11.000000,    0.002979, 3475098368.000000
FHL3_MOUSE,    0.035916,  0.030380,  0.041451, 3,   3.000000,    0.002768, 486430112.000000
FIBA_MOUSE,    0.588557,  0.493188,  0.683926, 9,  16.000000,    0.047684, 11013919744.000000
FIBB_MOUSE,    0.526925,  0.461434,  0.592416, 13,  24.000000,    0.032746, 16922860544.000000
FIBG_MOUSE,    0.294587,  0.227014,  0.362159, 9,  19.000000,    0.033786, 17279170560.000000
FINC_MOUSE,    0.108477,  0.091938,  0.125015, 16,  40.000000,    0.008230, 15204947968.000000
FIS1_MOUSE,    0.155125,  0.144297,  0.165952, 5,   6.000000,    0.005414, 6317669888.000000
FKB1A_MOUSE,    0.310583,  0.282994,  0.338172, 2,   2.000000,    0.013795, 4281681152.000000
FKBP2_MOUSE,    0.327680,  0.301819,  0.353540, 4,   4.000000,    0.012930, 2950405120.000000
FKBP3_MOUSE,    0.244951,  0.226537,  0.263365, 3,   4.000000,    0.009207, 2400283904.000000
FKBP4_MOUSE,    0.361000,  0.297718,  0.424282, 7,   8.000000,    0.031641, 3811906048.000000
FKBP5_MOUSE,    0.081947,  0.072146,  0.091748, 3,   4.000000,    0.004812, 1115579136.000000
FKBP8_MOUSE,    0.000010,  0.000000,  0.041437, 3,   3.000000,    0.020714, 143512080.000000
FLII_MOUSE,    7.381279,  5.219605,  9.542953, 1,   1.000000,  942.648560, 66697512.000000
FLNA_MOUSE,    0.077099,  0.070081,  0.084117, 47,  76.000000,    0.003509, 34925621248.000000
FLNB_MOUSE,    0.113484,  0.102952,  0.124015, 52,  77.000000,    0.005261, 44955242496.000000
FLOT1_MOUSE,    0.071290,  0.062871,  0.079709, 3,   4.000000,    0.004209, 542051968.000000
FLOT2_MOUSE,    0.070712,  0.028176,  0.113248, 3,   3.000000,    0.013591, 86383816.000000
FMO1_MOUSE,    0.260730,  0.238278,  0.283182, 14,  24.000000,    0.011226, 25010554880.000000
FMO2_MOUSE,    0.248930,  0.229248,  0.268613, 8,  11.000000,    0.009687, 5237725696.000000
FMO4_MOUSE,    0.100635,  0.088938,  0.112332, 4,   6.000000,    0.005849, 1739367680.000000
FMO5_MOUSE,    0.280910,  0.259381,  0.302440, 6,  10.000000,    0.010765, 1869526528.000000
FMR1_MOUSE,    0.732558,  0.600453,  0.864662, 2,   2.000000,    0.066052, 314129600.000000
FNTA_MOUSE,    2.493426,  0.000000,  9.372896, 1,   1.000000,    0.291165, 2773777920.000000
FOLH1_MOUSE,    0.098974,  0.089859,  0.108089, 16,  21.000000,    0.004557, 9381478400.000000
FOLR1_MOUSE,    0.212719,  0.198687,  0.226751, 4,   5.000000,    0.007016, 1806077824.000000
FPPS_MOUSE,    0.147303,  0.000000,  1.386741, 1,   1.000000,    0.064220, 45268388.000000
FRDA_MOUSE,    0.078276,  0.042405,  0.114146, 1,   1.000000,    0.012920, 64236240.000000
FRIH_MOUSE,    0.217843,  0.194397,  0.241289, 2,   2.000000,    0.011723, 172890144.000000
FRIL1_MOUSE,    0.387484,  0.311820,  0.463147, 2,   2.000000,    0.037832, 371790784.000000
FSCN1_MOUSE,    0.080769,  0.062209,  0.099330, 2,   2.000000,    0.009280, 29332012.000000
FTCD_MOUSE,    0.970891,  0.901127,  1.040655, 1,   1.000000,    0.025127, 43138448.000000
FUBP1_MOUSE,    0.335638,  0.282094,  0.389182, 4,   4.000000,    0.026772, 642633536.000000
FUBP2_MOUSE,    0.197362,  0.178940,  0.215784, 5,   7.000000,    0.009211, 1936686848.000000
FUCM_MOUSE,    0.147197,  0.134653,  0.159741, 1,   1.000000,    0.005440, 328945728.000000
FUMH_MOUSE,    0.067459,  0.063296,  0.071622, 31,  38.000000,    0.002081, 81935925248.000000
FUS_MOUSE,    0.162687,  0.138313,  0.187061, 4,   6.000000,    0.012187, 2087678080.000000
FXR1_MOUSE,    0.113771,  0.091084,  0.136459, 1,   1.000000,    0.009838, 100425616.000000
G3BP1_MOUSE,    0.241314,  0.213624,  0.269003, 4,   9.000000,    0.013845, 2877797632.000000
G3BP2_MOUSE,    2.368652,  2.112253,  2.625051, 2,   2.000000,    0.133813, 107327376.000000
G3P_MOUSE,    0.145491,  0.135375,  0.155606, 36,  46.000000,    0.005058, 653537771520.000000
G6PC1_MOUSE,    0.167443,  0.152702,  0.182184, 4,   4.000000,    0.007370, 1319140608.000000
G6PD1_MOUSE,    0.124084,  0.109114,  0.139053, 6,   7.000000,    0.007485, 1439138560.000000
G6PE_MOUSE,    0.216112,  0.180253,  0.251972, 4,   8.000000,    0.017930, 2792589056.000000
G6PI_MOUSE,    0.130379,  0.121820,  0.138939, 20,  29.000000,    0.004280, 43714285568.000000
GABT_MOUSE,    0.110387,  0.103644,  0.117129, 13,  20.000000,    0.003371, 18549506048.000000
GAL3A_MOUSE,    0.084410,  0.079331,  0.089489, 10,  13.000000,    0.002539, 25860904960.000000
GALC_MOUSE,    0.387902,  0.039061,  0.736742, 1,   1.000000,    0.109614, 12682242.000000
GALD1_MOUSE,    0.186735,  0.160841,  0.212629, 3,   4.000000,    0.012947, 1825919232.000000
GALK1_MOUSE,    0.105159,  0.095056,  0.115261, 4,   8.000000,    0.005051, 5301122560.000000
GALK2_MOUSE,    0.172594,  0.157442,  0.187747, 3,   4.000000,    0.007576, 3789047552.000000
GALM_MOUSE,    0.155350,  0.145403,  0.165296, 9,  12.000000,    0.004973, 6865850880.000000
GALNS_MOUSE,    0.253491,  0.220799,  0.286184, 2,   2.000000,    0.016346, 1074348928.000000
GALT3_MOUSE,    0.692961,  0.689110,  0.696813, 2,   2.000000,    0.001926, 74418400.000000
GAMT_MOUSE,    0.021154,  0.020539,  0.021768, 2,   2.000000,    0.000294, 181339040.000000
GANAB_MOUSE,    0.219544,  0.195353,  0.243736, 15,  21.000000,    0.012096, 9670567936.000000
GAR1_MOUSE,    0.184808,  0.000000,  0.637191, 1,   1.000000,    0.083429, 48829884.000000
GARS_MOUSE,    0.064790,  0.011902,  0.117677, 2,   2.000000,    0.006721, 241016784.000000
GAS2_MOUSE,    0.388451,  0.344651,  0.432252, 8,  13.000000,    0.021900, 10320389120.000000
GATM_MOUSE,    0.204685,  0.185352,  0.224018, 23,  28.000000,    0.009667, 79486181376.000000
GBB1_MOUSE,    0.110073,  0.102651,  0.117496, 12,  16.000000,    0.003711, 31649585152.000000
GBB2_MOUSE,    0.075506,  0.068456,  0.082555, 6,  11.000000,    0.003525, 6735651840.000000
GBG12_MOUSE,    0.124290,  0.114918,  0.133662, 3,   3.000000,    0.004686, 4193584128.000000
GCAB_MOUSE,    0.057016,  0.051289,  0.062743, 4,   9.000000,    0.002864, 21510285312.000000
GCDH_MOUSE,    0.117286,  0.108270,  0.126302, 13,  18.000000,    0.004508, 23345250304.000000
GCN1_MOUSE,    0.173815,  0.153762,  0.193868, 2,   2.000000,    0.010027, 110522720.000000
GCP60_MOUSE,    0.027334,  0.001450,  0.053218, 2,   2.000000,    0.004575, 68762832.000000
GCSH_MOUSE,    0.126795,  0.115158,  0.138431, 2,   2.000000,    0.005818, 3650367488.000000
GCSP_MOUSE,    0.012099,  0.004379,  0.019819, 3,   3.000000,    0.001946, 307184768.000000
GCST_MOUSE,    0.142344,  0.126828,  0.157859, 6,  17.000000,    0.007758, 13797376000.000000
GCYB1_MOUSE,    0.066537,  0.066537,  0.066537, 3,   3.000000,    0.003217, 129343528.000000
GDIA_MOUSE,    0.180680,  0.164526,  0.196834, 14,  17.000000,    0.008077, 16251736064.000000
GDIB_MOUSE,    0.216574,  0.200289,  0.232858, 17,  27.000000,    0.008142, 32847230976.000000
GDIR1_MOUSE,    0.118937,  0.111553,  0.126320, 8,  10.000000,    0.003692, 14538558464.000000
GDIR2_MOUSE,    0.090926,  0.016901,  0.164951, 1,   1.000000,    0.017204, 13403107.000000
GELS_MOUSE,    0.117274,  0.106153,  0.128395, 10,  20.000000,    0.005561, 20979474432.000000
GEM_MOUSE,    0.034593,  0.000000,  0.331612, 1,   1.000000,    0.011593, 159036256.000000
GEPH_MOUSE,    0.171336,  0.147955,  0.194717, 4,   8.000000,    0.010507, 1308267648.000000
GET3_MOUSE,    0.275897,  0.240209,  0.311585, 4,   6.000000,    0.017844, 1066447744.000000
