DataPoint,DataPoint._xValue,DataPoint.positionRel,DataPoint._lastLabelText,DataPoint.pointCustomProperties,DataPoint.series,DataPoint.tempColorIsSet,DataPoint.customProperties,DataPoint.isEmptyPoint,DataPoint.XValue,DataPoint.IsEmpty,DataPoint.Name,DataPoint.Label,DataPoint.AxisLabel,DataPoint.LabelFormat,DataPoint.IsValueShownAsLabel,DataPoint.Color,DataPoint.BorderColor,DataPoint.BorderDashStyle,DataPoint.BorderWidth,DataPoint.BackImage,DataPoint.BackImageWrapMode,DataPoint.BackImageTransparentColor,DataPoint.BackImageAlignment,DataPoint.BackGradientStyle,DataPoint.BackSecondaryColor,DataPoint.BackHatchStyle,DataPoint.Font,DataPoint.LabelForeColor,DataPoint.LabelAngle,DataPoint.MarkerStyle,DataPoint.MarkerSize,DataPoint.MarkerImage,DataPoint.MarkerImageTransparentColor,DataPoint.MarkerColor,DataPoint.MarkerBorderColor,DataPoint.MarkerBorderWidth,DataPoint.CustomPropertiesExtended,DataPoint.CustomProperties,DataPoint.ToolTip,DataPoint.IsVisibleInLegend,DataPoint.LegendText,DataPoint.LegendToolTip,DataPoint.LabelBackColor,DataPoint.LabelBorderColor,DataPoint.LabelBorderDashStyle,DataPoint.LabelBorderWidth,DataPoint.LabelToolTip,DataPoint.Tag,DataPoint.Parent,DataPoint.Common,DataPoint.Chart
"{X=8.99, Y=0.405897910471146}",8.99,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,8.99,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=9, Y=0.405789038563376}",9,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,9,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=9.145, Y=0.40422522287225}",9.145,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,9.145,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=9.3, Y=0.402583850796707}",9.3,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,9.3,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=9.455, Y=0.400973207965283}",9.455,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,9.455,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=9.61, Y=0.399392719074878}",9.61,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,9.61,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=9.765, Y=0.397841819593033}",9.765,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,9.765,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=9.92, Y=0.396319955556284}",9.92,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,9.92,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=10.075, Y=0.394826583372295}",10.075,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,10.075,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=10.23, Y=0.393361169625694}",10.23,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,10.23,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=10.385, Y=0.391923190887539}",10.385,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,10.385,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=10.54, Y=0.390512133528358}",10.54,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,10.54,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=10.695, Y=0.389127493534686}",10.695,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,10.695,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=10.85, Y=0.387768776329038}",10.85,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,10.85,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=11.005, Y=0.386435496593252}",11.005,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,11.005,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=11.16, Y=0.385127178095133}",11.16,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,11.16,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=11.315, Y=0.383843353518359}",11.315,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,11.315,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=11.47, Y=0.382583564295552}",11.47,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,11.47,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=11.625, Y=0.381347360444485}",11.625,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,11.625,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=11.78, Y=0.380134300407357}",11.78,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,11.78,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=11.935, Y=0.37894395089307}",11.935,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,11.935,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=12.09, Y=0.377775886722464}",12.09,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,12.09,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=12.245, Y=0.376629690676448}",12.245,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,12.245,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=12.4, Y=0.375504953346973}",12.4,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,12.4,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=12.555, Y=0.374401272990796}",12.555,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,12.555,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=12.71, Y=0.373318255385984}",12.71,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,12.71,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=12.865, Y=0.372255513691101}",12.865,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,12.865,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=13, Y=0.371346124122066}",13,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,13,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=13.02, Y=0.371212668307033}",13.02,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,13.02,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=13.175, Y=0.3701893467414}",13.175,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,13.175,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=13.33, Y=0.369185183475503}",13.33,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,13.33,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=13.485, Y=0.368199819833771}",13.485,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,13.485,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
"{X=13.64, Y=0.367232903855639}",13.64,"{X=0, Y=0}","",True,Series-Series3,False,System.Windows.Forms.DataVisualization.Charting.CustomProperties,False,13.64,False,DataPoint,"","","",False,"Color [Purple]","Color [Empty]",Solid,2,"",Tile,"Color [Empty]",TopLeft,None,"Color [Empty]",None,"[Font: Name=Microsoft Sans Serif, Size=8, Units=3, GdiCharSet=1, GdiVerticalFont=False]","Color [Black]",0,None,5,"","Color [Empty]","Color [Empty]","Color [Empty]",1,System.Windows.Forms.DataVisualization.Charting.CustomProperties,"","",True,"Theoretical fit","","Color [Empty]","Color [Empty]",Solid,1,"","",System.Windows.Forms.DataVisualization.Charting.DataPointCollection,System.Windows.Forms.DataVisualization.Charting.CommonElements,System.Windows.Forms.DataVisualization.Charting.Chart
