AA_name,Tritium,Asym_NEH,APE,MPE,Asym_NEH_ci,APE_ci,MPE_ci
Alanine (A),4,3.80339202194479,3.75346753420171,3.9586460233972,0.0916870619500736,0.101967730116623,0.127257212822059
Cysteine (C),1.62,2.16250697729951,2.2002466043369,2.43742543148741,0.239693955475145,0.277197677935909,0.314578223692431
Aspartic acid (D),1.89,3.23653848809154,3.1697053131199,3.46551931613645,0.126602854919584,0.145149187129348,0.177043129047038
Glutamic acid (E),3.95,4.65757152857149,4.63698807280218,4.91471632531749,0.109395609036874,0.122823626257801,0.141537919847259
Phenylalanine (F),0.32,0.499211379818057,0.663539095982163,0.486353049442353,0.149116990324828,0.166667832557563,0.217260142487631
Glycine (G),2.06,1.98120564929241,1.9733415529316,2.21320944899074,0.0903233754952042,0.108243191743208,0.131422080815917
Histidine (H),2.88,1.78539142647889,1.74618050932962,1.81224386767246,0.204044585751806,0.23610189658549,0.300424363133254
Isoleucine (I),1,0.536845724726893,0.546176784292885,0.487066196483401,0.122425650621646,0.133008809219814,0.179984717574405
lysine (K),0.54,0.388783097313013,0.397154904710014,0.172723763996592,0.236092305507057,0.271216120040868,0.325495432274112
Leucine (L),0.6,0.77749513582824,0.804155654318256,0.7600738197301,0.0923322003374258,0.101177882584,0.1300424638732
Methionine (M),1.12,0.970998081949981,0.850120600247425,1.11462809726919,0.192949971042955,0.232447886990142,0.25862855736686
Asparagine (N),1.89,1.04854809706434,1.11099416505406,1.22367359476401,0.140665937909757,0.151218581662676,0.201409609384335
Proline (P),2.59,1.56443203213035,1.4793651153935,1.82176743585766,0.113290915660539,0.131716193529824,0.164851312929199
Glutamine (Q),3.95,4.36290221113641,4.34091189183924,4.40849514444244,0.13895926969672,0.1584063385045,0.195681130552336
Arginine (R),3.43,2.29630594974393,2.14429105414108,2.0578888605316,0.281673529737208,0.309289868115301,0.394869912049629
Serine (S),2.61,1.96553922190014,1.97390372336886,2.0917542255757,0.110176575409507,0.125090098024852,0.150991461755262
Threonine (T),0.2,0.139198894866053,0.350989657713402,0.126798310136772,0.113789605462547,0.127328782646827,0.163088252035867
Valine (V),0.56,0.535712605240485,0.504387055489365,0.461170824519875,0.103277794339493,0.114437594470905,0.141972311796789
Tryptophan (W),0.08,0.286613145242191,0.177527769824612,0.153788224512749,0.322398301550501,0.353235294298975,0.455389982920058
Tyrosine (Y),0.42,0.941252163081554,1.11815841515728,0.872976833528749,0.170512574188583,0.189793661257507,0.257747546506178
