Proteins, RateConstant,CI lower bound,CI upper bound, Number of peptides,Number of peptides identified in MS2, SD, Abundance
LRP1_MOUSE,    0.590981,  0.529356,  0.652606, 4,  14.000000,    0.030813, 7094019584.000000
LSM12_MOUSE,    0.117498,  0.000000,  3.123689, 1,   1.000000,    0.057308, 13514885.000000
LSM8_MOUSE,    0.085970,  0.000000,  4.803790, 1,   1.000000,    0.062336, 33892336.000000
LSR_MOUSE,   15.279819, 15.243338, 15.316301, 2,   2.000000,    0.018241, 2336056064.000000
LSS_MOUSE,    0.788615,  0.616055,  0.961174, 3,   3.000000,    0.086280, 8590260224.000000
LTMD1_MOUSE,    0.429825,  0.361681,  0.497968, 2,   2.000000,    0.034072, 81181264.000000
LUM_MOUSE,    0.625977,  0.595827,  0.656126, 2,   2.000000,    0.015075, 830771968.000000
LYAG_MOUSE,    0.159456,  0.118036,  0.200877, 8,  12.000000,    0.020710, 16375289856.000000
LYPA1_MOUSE,    0.180304,  0.152496,  0.208113, 4,   9.000000,    0.013904, 36271435776.000000
LYPA2_MOUSE,    0.227374,  0.150420,  0.304327, 1,   1.000000,    0.024181, 689243776.000000
LYPL1_MOUSE,    0.076159,  0.017752,  0.134565, 1,   1.000000,    0.022721, 228521536.000000
LYRIC_MOUSE,    0.132296,  0.057832,  0.206760, 4,   7.000000,    0.037232, 3885857536.000000
LYRM4_MOUSE,    1.120709,  0.330829,  1.910588, 2,   2.000000,    0.394940, 1068817216.000000
M2GD_MOUSE,    0.116717,  0.100618,  0.132816, 51,  62.000000,    0.008050, 359129743360.000000
M2OM_MOUSE,    0.088343,  0.069959,  0.106727, 4,   7.000000,    0.009192, 15436718080.000000
MA2A1_MOUSE,    0.462404,  0.289796,  0.635011, 4,   9.000000,    0.086304, 11057092608.000000
MA2B1_MOUSE,    0.264240,  0.193552,  0.334929, 4,   9.000000,    0.035344, 4370227712.000000
MA2B2_MOUSE,    0.193535,  0.043410,  0.343661, 1,   1.000000,    0.054071, 585233536.000000
MAAI_MOUSE,    0.151902,  0.131059,  0.172745, 11,  20.000000,    0.010422, 274210832384.000000
MACD1_MOUSE,    0.165754,  0.137963,  0.193546, 2,   4.000000,    0.013896, 4452132864.000000
MAGT1_MOUSE,    0.291696,  0.223950,  0.359441, 2,   2.000000,    0.033873, 660167872.000000
MAIP1_MOUSE,    0.134629,  0.083555,  0.185704, 1,   1.000000,    0.021600, 359184384.000000
MAL2_MOUSE,    0.104880,  0.053105,  0.156656, 1,   1.000000,    0.021896, 3562763008.000000
MANBA_MOUSE,    0.304074,  0.276637,  0.331512, 3,   4.000000,    0.013719, 36087484416.000000
MANF_MOUSE,    0.207659,  0.165673,  0.249646, 5,   7.000000,    0.020993, 14384698368.000000
MAOX_MOUSE,    0.149001,  0.119134,  0.178868, 28,  35.000000,    0.014933, 242061688832.000000
MAP11_MOUSE,    0.259876,  0.202988,  0.316763, 2,   4.000000,    0.028444, 877578816.000000
MAP4_MOUSE,    0.108821,  0.063779,  0.153864, 1,   1.000000,    0.018408, 9309451264.000000
MARC1_MOUSE,    0.274664,  0.234559,  0.314770, 12,  15.000000,    0.020053, 50285035520.000000
MARC2_MOUSE,    0.294851,  0.248208,  0.341494, 7,  11.000000,    0.023321, 40533696512.000000
MARE3_MOUSE,    0.634294,  0.382629,  0.885959, 1,   1.000000,    0.097902, 356952800.000000
MATR3_MOUSE,    0.390203,  0.299508,  0.480897, 4,   7.000000,    0.045347, 3827371264.000000
MAVS_MOUSE,    0.281030,  0.228637,  0.333422, 5,   7.000000,    0.026196, 7940563968.000000
MBL2_MOUSE,    1.238319,  0.391474,  2.085164, 1,   4.000000,    0.384757, 4371188224.000000
MBOA5_MOUSE,    0.491776,  0.296730,  0.686822, 1,   1.000000,    0.075876, 818269056.000000
MCA3_MOUSE,    0.154645,  0.000000,  5.738634, 1,   1.000000,    0.085148, 66025740.000000
MCAT_MOUSE,    0.086164,  0.064149,  0.108180, 5,   7.000000,    0.011008, 16028377088.000000
MCCA_MOUSE,    0.098427,  0.076300,  0.120553, 12,  16.000000,    0.011063, 26901641216.000000
MCCB_MOUSE,    0.125551,  0.100775,  0.150327, 16,  20.000000,    0.012388, 26388809728.000000
MCEE_MOUSE,    0.134067,  0.093772,  0.174361, 3,   4.000000,    0.020147, 14068026368.000000
MCFD2_MOUSE,    0.867887,  0.678593,  1.057181, 3,   3.000000,    0.094647, 956211328.000000
MCTS1_MOUSE,    0.153726,  0.084591,  0.222861, 3,   3.000000,    0.034568, 1985076096.000000
MCU_MOUSE,    0.040921,  0.018667,  0.063174, 1,   1.000000,    0.009837, 125458880.000000
MDHC_MOUSE,    0.165914,  0.136689,  0.195139, 18,  25.000000,    0.014612, 529518886912.000000
MDHM_MOUSE,    0.109597,  0.095657,  0.123537, 24,  27.000000,    0.006970, 475652882432.000000
MDR3_MOUSE,    0.484798,  0.250035,  0.719560, 4,   9.000000,    0.117381, 2889659136.000000
MECR_MOUSE,    0.122818,  0.098830,  0.146806, 4,   6.000000,    0.011994, 4776445952.000000
MEMO1_MOUSE,    0.234756,  0.163786,  0.305725, 2,   5.000000,    0.035485, 11778254848.000000
MET7B_MOUSE,    0.354584,  0.278220,  0.430949, 7,  11.000000,    0.038182, 65322418176.000000
METK1_MOUSE,    0.487903,  0.399842,  0.575964, 8,  17.000000,    0.044031, 190765203456.000000
METK2_MOUSE,    0.718908,  0.640065,  0.797752, 2,   2.000000,    0.039422, 2344178176.000000
MFAP4_MOUSE,    0.009304,  0.000000,  3.168311, 1,   1.000000,    0.009395, 201699616.000000
MGDP1_MOUSE,    0.042374,  0.027816,  0.056932, 2,   2.000000,    0.007279, 1466586880.000000
MGLL_MOUSE,    1.291575,  1.093449,  1.489701, 2,   2.000000,    0.099063, 1127266688.000000
MGST1_MOUSE,    0.184681,  0.152422,  0.216941, 17,  20.000000,    0.016130, 367405498368.000000
MGST3_MOUSE,   14.164235, 11.012503, 17.315968, 1,   1.000000,  695610.687500, 289149664.000000
MI4GD_MOUSE,    0.226329,  0.058881,  0.393778, 3,   3.000000,    0.083724, 266021344.000000
MIC13_MOUSE,    0.389386,  0.187965,  0.590808, 1,   1.000000,    0.072547, 349920128.000000
MIC19_MOUSE,    0.119931,  0.099898,  0.139964, 4,   6.000000,    0.010016, 12645653504.000000
MIC26_MOUSE,    0.103944,  0.075747,  0.132140, 3,   3.000000,    0.014098, 3261638144.000000
MIC27_MOUSE,    0.287507,  0.234110,  0.340905, 4,   5.000000,    0.026699, 4988894208.000000
MIC60_MOUSE,    0.110837,  0.089581,  0.132092, 12,  23.000000,    0.010628, 130006573056.000000
MIF_MOUSE,    0.157358,  0.141549,  0.173166, 5,   9.000000,    0.007904, 124658147328.000000
MIME_MOUSE,    0.066859,  0.005201,  0.128517, 2,   2.000000,    0.030829, 34103744.000000
MITOK_MOUSE,    0.058433,  0.021131,  0.095735, 1,   1.000000,    0.011721, 95217240.000000
MIX23_MOUSE,    0.083918,  0.065055,  0.102781, 3,   4.000000,    0.009431, 13064566784.000000
MK09_MOUSE,    0.198611,  0.022190,  0.375031, 1,   1.000000,    0.104452, 99672000.000000
MK14_MOUSE,    0.530190,  0.244671,  0.815709, 1,   1.000000,    0.066359, 59648792.000000
ML12B_MOUSE,    0.256149,  0.129978,  0.382320, 5,   6.000000,    0.063085, 8014511104.000000
MLEC_MOUSE,    0.056953,  0.030225,  0.083680, 3,   3.000000,    0.013364, 2255424000.000000
MMAA_MOUSE,   15.110375, 14.889605, 15.331146, 2,   2.000000,    0.110386, 566031744.000000
MMSA_MOUSE,    0.112153,  0.097259,  0.127048, 35,  46.000000,    0.007447, 411005747200.000000
MOCS1_MOUSE,    0.113113,  0.075096,  0.151130, 3,   4.000000,    0.019009, 868787328.000000
MOES_MOUSE,    0.207741,  0.157257,  0.258226, 6,  14.000000,    0.025242, 57623969792.000000
MOGS_MOUSE,    0.072830,  0.056525,  0.089135, 7,  14.000000,    0.008152, 33931458560.000000
MOT1_MOUSE,    0.171022,  0.138776,  0.203267, 2,   2.000000,    0.016123, 2420820224.000000
MP2K1_MOUSE,    0.365224,  0.176679,  0.553769, 3,   3.000000,    0.094273, 666991744.000000
MP2K2_MOUSE,    0.347279,  0.296686,  0.397872, 3,   4.000000,    0.025296, 678659456.000000
MP2K4_MOUSE,    0.016707,  0.000000,  3.883964, 1,   1.000000,    0.010185, 367420768.000000
MPC1_MOUSE,    0.172856,  0.118793,  0.226918, 3,   3.000000,    0.027031, 5923551232.000000
MPC2_MOUSE,    0.182548,  0.141008,  0.224088, 4,   4.000000,    0.020770, 11032351744.000000
MPCP_MOUSE,    0.128035,  0.107500,  0.148570, 6,  10.000000,    0.010267, 51118202880.000000
MPI_MOUSE,    0.327235,  0.000000,  2.987554, 1,   1.000000,    0.322669, 295907200.000000
MPP6_MOUSE,    0.197034,  0.082435,  0.311633, 3,   3.000000,    0.057299, 2943059200.000000
MPPA_MOUSE,    0.210120,  0.137003,  0.283238, 3,   3.000000,    0.036559, 3190023168.000000
MPPB_MOUSE,    0.854519,  0.634252,  1.074786, 2,   2.000000,    0.110134, 699666048.000000
MPRD_MOUSE,    0.275590,  0.166382,  0.384798, 1,   1.000000,    0.049013, 543690368.000000
MPU1_MOUSE,    0.218300,  0.161172,  0.275429, 2,   2.000000,    0.028564, 2014328064.000000
MRC1_MOUSE,    0.149482,  0.095732,  0.203233, 3,   7.000000,    0.026875, 3436772352.000000
MRP2_MOUSE,    0.269118,  0.125208,  0.413029, 5,  10.000000,    0.071955, 7168641024.000000
MRP3_MOUSE,    0.399602,  0.206142,  0.593062, 2,   4.000000,    0.096730, 1179921408.000000
MRP6_MOUSE,    0.279413,  0.220359,  0.338467, 3,   3.000000,    0.029527, 1931889024.000000
MSI2H_MOUSE,    0.172487,  0.000000,  3.271643, 1,   1.000000,    0.085798, 156180016.000000
MSPD2_MOUSE,    0.152116,  0.000000,  2.272642, 1,   1.000000,    0.096830, 44482336.000000
MSRA_MOUSE,    0.211762,  0.183438,  0.240086, 6,  13.000000,    0.014162, 44946710528.000000
MTAP_MOUSE,    0.000003,  0.000000,  5.062923, 1,   1.000000,    0.007602, 589221184.000000
MTCH2_MOUSE,    0.133723,  0.110026,  0.157419, 10,  12.000000,    0.011848, 31600666624.000000
MTHFS_MOUSE,    0.000013,  0.000000,  5.383419, 1,   1.000000,    0.016711, 10080606.000000
MTL26_MOUSE,    0.206024,  0.159354,  0.252694, 8,  12.000000,    0.023335, 45573214208.000000
MTNA_MOUSE,    0.156936,  0.117414,  0.196459, 4,   6.000000,    0.019761, 4243131648.000000
MTNB_MOUSE,    0.248881,  0.116607,  0.381156, 2,   2.000000,    0.066137, 1164918144.000000
MTND_MOUSE,    1.042402,  0.917554,  1.167249, 2,   2.000000,    0.062424, 2416375040.000000
MTPN_MOUSE,    0.365594,  0.342694,  0.388494, 4,   5.000000,    0.011450, 8263453696.000000
MTP_MOUSE,    0.218624,  0.172372,  0.264876, 32,  38.000000,    0.023126, 180049117184.000000
MTX1_MOUSE,    0.099217,  0.074844,  0.123590, 2,   2.000000,    0.012187, 5758129664.000000
MTX2_MOUSE,    0.285140,  0.237204,  0.333075, 2,   2.000000,    0.023968, 1188179200.000000
MUG1_MOUSE,    1.248060,  0.615691,  1.880430, 11,  24.000000,    0.316185, 147698417664.000000
MUG2_MOUSE,    2.092759,  1.751800,  2.433718, 4,   4.000000,    0.170479, 2489947136.000000
MUP11_MOUSE,    0.888831,  0.456977,  1.320686, 11,  17.000000,    0.215927, 180244873216.000000
MUP20_MOUSE,    1.656206,  1.255095,  2.057316, 9,  14.000000,    0.200555, 173564854272.000000
MUP2_MOUSE,    2.315063,  1.008555,  3.621571, 12,  15.000000,    0.653254, 99726524416.000000
MUP3_MOUSE,    1.619909,  0.892524,  2.347293, 4,   8.000000,    0.363692, 52600619008.000000
MUP6_MOUSE,    0.973074,  0.703133,  1.243015, 12,  16.000000,    0.134971, 115969294336.000000
MUTA_MOUSE,    0.319616,  0.257746,  0.381485, 12,  16.000000,    0.030935, 33443532800.000000
MVP_MOUSE,    0.184745,  0.133740,  0.235750, 9,  18.000000,    0.025502, 23312601088.000000
MYDGF_MOUSE,    0.225534,  0.151345,  0.299722, 3,   3.000000,    0.037094, 1839440640.000000
MYG1_MOUSE,    0.115335,  0.059516,  0.171153, 1,   4.000000,    0.025051, 3271417856.000000
MYH9_MOUSE,    0.243094,  0.196864,  0.289324, 34,  51.000000,    0.023115, 74099359744.000000
MYL6_MOUSE,    0.555492,  0.427327,  0.683658, 4,   5.000000,    0.064083, 29308325888.000000
MYL9_MOUSE,    0.279473,  0.223227,  0.335719, 4,   5.000000,    0.028123, 3835964672.000000
MYO1B_MOUSE,    0.422897,  0.329043,  0.516751, 5,  10.000000,    0.046927, 5654679040.000000
MYO1C_MOUSE,    0.126885,  0.089035,  0.164736, 4,   8.000000,    0.018925, 13133697024.000000
MYO1D_MOUSE,    0.025235,  0.000000,  3.057982, 1,   1.000000,    0.014374, 348377376.000000
MYO1E_MOUSE,   13.681154, 13.540821, 13.821487, 2,   2.000000,    0.070166, 285972864.000000
MYO6_MOUSE,    0.488077,  0.208230,  0.767924, 2,   2.000000,    0.139923, 296455200.000000
NAA15_MOUSE,    1.069832,  0.000000,  3.200917, 1,   1.000000,    0.803967, 124246936.000000
NACA_MOUSE,    0.271308,  0.230640,  0.311977, 3,   3.000000,    0.020334, 5661234176.000000
NADC_MOUSE,    0.235783,  0.201852,  0.269713, 11,  14.000000,    0.016965, 50823049216.000000
NAGAB_MOUSE,    0.042155,  0.030557,  0.053752, 4,   9.000000,    0.005799, 17105332224.000000
NAKD2_MOUSE,    0.110040,  0.091845,  0.128236, 4,   8.000000,    0.009098, 13792505856.000000
NAMPT_MOUSE,    0.319570,  0.241831,  0.397310, 3,   6.000000,    0.038870, 12879162368.000000
NB5R3_MOUSE,    0.190752,  0.159512,  0.221992, 14,  20.000000,    0.015620, 97649811456.000000
NCEH1_MOUSE,   15.108844, 14.687307, 15.530380, 2,   2.000000,    0.210768, 2779251200.000000
NCKP1_MOUSE,    0.096236,  0.000000,  2.732646, 1,   1.000000,    0.045245, 1209133312.000000
NCLN_MOUSE,    0.089451,  0.071835,  0.107066, 4,   5.000000,    0.008808, 2322182656.000000
NCPR_MOUSE,    0.300576,  0.217345,  0.383808, 19,  25.000000,    0.041616, 101038170112.000000
NDK3_MOUSE,    0.000001,  0.000000,  0.026637, 3,   3.000000,    0.013318, 1366875008.000000
NDKA_MOUSE,    0.202339,  0.163693,  0.240985, 13,  16.000000,    0.019323, 142120796160.000000
NDKB_MOUSE,    0.164969,  0.128633,  0.201304, 4,   8.000000,    0.018168, 63488638976.000000
NDRG2_MOUSE,    0.595524,  0.434367,  0.756681, 10,  15.000000,    0.080579, 74039877632.000000
NDUA1_MOUSE,    0.153144,  0.040933,  0.265354, 1,   1.000000,    0.035259, 684342656.000000
NDUA2_MOUSE,    0.131102,  0.102863,  0.159340, 2,   2.000000,    0.014119, 5227152384.000000
NDUA3_MOUSE,    0.123187,  0.092462,  0.153911, 2,   2.000000,    0.015362, 27223484416.000000
NDUA4_MOUSE,    0.255796,  0.193822,  0.317770, 3,   4.000000,    0.030987, 92693823488.000000
NDUA5_MOUSE,    0.117772,  0.100841,  0.134704, 4,   7.000000,    0.008466, 15692953600.000000
NDUA6_MOUSE,    0.240249,  0.162047,  0.318450, 4,   4.000000,    0.039101, 4907269632.000000
NDUA7_MOUSE,    0.239666,  0.186076,  0.293255, 3,   3.000000,    0.026795, 12757292032.000000
NDUA8_MOUSE,    0.116076,  0.094118,  0.138034, 6,   8.000000,    0.010979, 13899864064.000000
NDUA9_MOUSE,    0.132169,  0.094980,  0.169359, 8,  13.000000,    0.018595, 11386696704.000000
NDUAA_MOUSE,    0.154353,  0.129301,  0.179405, 13,  17.000000,    0.012526, 42151055360.000000
NDUAB_MOUSE,    0.198489,  0.149464,  0.247514, 2,   2.000000,    0.024513, 2788311296.000000
NDUAC_MOUSE,    0.161687,  0.132157,  0.191216, 4,   7.000000,    0.014765, 16011907072.000000
NDUAD_MOUSE,    0.124989,  0.104389,  0.145588, 6,   8.000000,    0.010300, 34701058048.000000
NDUB1_MOUSE,    0.132400,  0.002059,  0.262742, 1,   1.000000,    0.040956, 149667856.000000
NDUB3_MOUSE,    0.120586,  0.104936,  0.136236, 1,   1.000000,    0.006396, 3180905472.000000
NDUB4_MOUSE,    0.093231,  0.075478,  0.110983, 2,   2.000000,    0.008876, 5102376960.000000
NDUB5_MOUSE,    0.088312,  0.036548,  0.140076, 1,   1.000000,    0.016265, 1747329920.000000
NDUB6_MOUSE,    0.097489,  0.075665,  0.119314, 2,   2.000000,    0.010912, 3672406016.000000
NDUB7_MOUSE,   13.345200, 13.304800, 13.385599, 2,   2.000000,    0.020200, 3694307328.000000
NDUB8_MOUSE,    0.112060,  0.092405,  0.131715, 5,   7.000000,    0.009827, 21682507776.000000
NDUB9_MOUSE,    0.130409,  0.115204,  0.145613, 4,   4.000000,    0.007602, 13869134848.000000
NDUBA_MOUSE,    0.105236,  0.084539,  0.125934, 6,   8.000000,    0.010349, 37489057792.000000
NDUBB_MOUSE,    0.136886,  0.106019,  0.167753, 2,   2.000000,    0.015433, 1415322880.000000
NDUC2_MOUSE,    0.124215,  0.096518,  0.151911, 4,   8.000000,    0.013848, 9227982848.000000
NDUF2_MOUSE,    0.842691,  0.000000,  6.768590, 1,   1.000000,    0.825658, 324052960.000000
NDUS1_MOUSE,    0.122986,  0.103896,  0.142076, 17,  27.000000,    0.009545, 99535831040.000000
NDUS2_MOUSE,    0.123389,  0.097703,  0.149075, 12,  19.000000,    0.012843, 44762288128.000000
NDUS3_MOUSE,    0.162483,  0.141041,  0.183924, 5,   8.000000,    0.010721, 36321128448.000000
NDUS4_MOUSE,    0.201846,  0.129423,  0.274268, 4,   4.000000,    0.036211, 3026310400.000000
NDUS5_MOUSE,    0.111135,  0.088525,  0.133746, 3,   3.000000,    0.011305, 6670571008.000000
NDUS6_MOUSE,    0.237230,  0.196566,  0.277895, 4,   5.000000,    0.020332, 12141004800.000000
NDUS7_MOUSE,    0.229014,  0.188666,  0.269363, 4,   5.000000,    0.020174, 16052608000.000000
NDUS8_MOUSE,    0.165181,  0.114766,  0.215596, 4,   6.000000,    0.025208, 25138448384.000000
NDUV1_MOUSE,    0.165016,  0.137856,  0.192176, 8,  14.000000,    0.013580, 50470973440.000000
NDUV2_MOUSE,    0.152186,  0.123110,  0.181261, 4,   8.000000,    0.014538, 63699951616.000000
NDUV3_MOUSE,    0.124610,  0.044041,  0.205180, 2,   2.000000,    0.040285, 3396458752.000000
NEDD4_MOUSE,    0.272500,  0.163369,  0.381631, 2,   2.000000,    0.054565, 725785152.000000
NEUA_MOUSE,    0.079318,  0.042763,  0.115874, 3,   4.000000,    0.018278, 2245007872.000000
NFS1_MOUSE,    0.193988,  0.158451,  0.229525, 3,   5.000000,    0.017769, 2244774144.000000
NFU1_MOUSE,    0.266093,  0.205298,  0.326888, 2,   2.000000,    0.030397, 1441251456.000000
NH2L1_MOUSE,    0.070770,  0.054833,  0.086708, 1,   1.000000,    0.006740, 1540339072.000000
NHLC2_MOUSE,    2.322858,  1.749701,  2.896015, 2,   2.000000,    0.286579, 147164464.000000
NHLC3_MOUSE,    0.216307,  0.000000,  2.523729, 1,   1.000000,    0.089777, 99481960.000000
NHRF1_MOUSE,    0.298657,  0.209719,  0.387594, 3,   4.000000,    0.044469, 12139663360.000000
NHRF3_MOUSE,    0.179077,  0.125110,  0.233043, 2,   4.000000,    0.026983, 6805875712.000000
NIF3L_MOUSE,    0.205810,  0.169710,  0.241910, 2,   2.000000,    0.018050, 319266592.000000
NINJ1_MOUSE,    0.275698,  0.000000,  3.497917, 1,   1.000000,    0.130255, 126295552.000000
NIPS1_MOUSE,    0.116112,  0.100614,  0.131611, 15,  20.000000,    0.007749, 151686856704.000000
NIT1_MOUSE,    0.163507,  0.143320,  0.183695, 7,  13.000000,    0.010094, 30966188032.000000
NIT2_MOUSE,    0.117175,  0.098005,  0.136345, 12,  16.000000,    0.009585, 77515726848.000000
NMT1_MOUSE,    0.193012,  0.040616,  0.345408, 3,   3.000000,    0.076198, 881091712.000000
NNRD_MOUSE,    0.166967,  0.133488,  0.200446, 4,   4.000000,    0.016739, 14484855808.000000
NNRE_MOUSE,    0.118334,  0.102890,  0.133779, 4,   6.000000,    0.007722, 8953623552.000000
NNTM_MOUSE,    0.113476,  0.093638,  0.133314, 24,  31.000000,    0.009919, 88109318144.000000
NOMO1_MOUSE,    0.037142,  0.024332,  0.049952, 6,  12.000000,    0.006405, 6531870208.000000
NONO_MOUSE,    0.275200,  0.217082,  0.333319, 3,   5.000000,    0.029059, 19838175232.000000
NOP56_MOUSE,    0.145653,  0.000000,  2.749808, 1,   1.000000,    0.095637, 120604368.000000
NOP58_MOUSE,    0.090663,  0.060217,  0.121110, 3,   6.000000,    0.015223, 2423594752.000000
NP1L1_MOUSE,    0.339646,  0.063424,  0.615868, 2,   2.000000,    0.138111, 601837696.000000
NP1L4_MOUSE,    0.406383,  0.158148,  0.654617, 1,   4.000000,    0.111409, 1686244992.000000
NPC2_MOUSE,    0.599027,  0.095270,  1.102783, 2,   2.000000,    0.251878, 2077363200.000000
NPL4_MOUSE,    0.173370,  0.123432,  0.223307, 2,   4.000000,    0.024969, 1374177024.000000
NPM_MOUSE,    0.194458,  0.162454,  0.226462, 5,   8.000000,    0.016002, 15537219584.000000
NPS3B_MOUSE,    0.105673,  0.084019,  0.127328, 5,  10.000000,    0.010827, 17420326912.000000
NQO1_MOUSE,    0.035144,  0.000000,  0.106969, 2,   2.000000,    0.035912, 8222637568.000000
NQO2_MOUSE,    0.142732,  0.119453,  0.166012, 7,  12.000000,    0.011640, 52857745408.000000
NSDHL_MOUSE,    0.232831,  0.124199,  0.341462, 5,   9.000000,    0.054316, 4286870272.000000
NSF1C_MOUSE,    0.185622,  0.111791,  0.259454, 3,   4.000000,    0.036916, 2612571392.000000
NSF_MOUSE,    1.966350,  1.659584,  2.273117, 1,   1.000000,    1.380521, 996175040.000000
NT5C_MOUSE,    0.171086,  0.108757,  0.233414, 2,   2.000000,    0.031164, 572843456.000000
NT8F2_MOUSE,    0.612043,  0.467950,  0.756136, 1,   1.000000,    0.056055, 3516176384.000000
NTF2_MOUSE,    0.140197,  0.103977,  0.176418, 2,   2.000000,    0.018110, 1553326464.000000
NU107_MOUSE,    0.079272,  0.000000,  0.834321, 1,   1.000000,    0.032245, 47162536.000000
NU155_MOUSE,    0.019212,  0.010988,  0.027436, 1,   1.000000,    0.003361, 97372432.000000
NU1M_MOUSE,    0.087237,  0.041748,  0.132727, 3,   5.000000,    0.022745, 7170574336.000000
NU3M_MOUSE,    0.096160,  0.087248,  0.105072, 1,   1.000000,    0.003210, 1000094528.000000
NU4M_MOUSE,    0.118481,  0.091273,  0.145688, 2,   4.000000,    0.013604, 1277494272.000000
NU5M_MOUSE,    0.609366,  0.560064,  0.658668, 2,   5.000000,    0.024651, 6418170880.000000
NUBPL_MOUSE,    0.028572,  0.000000,  3.653192, 1,   1.000000,    0.028806, 437222720.000000
NUCB1_MOUSE,    0.946871,  0.650378,  1.243365, 4,   4.000000,    0.148247, 3554704640.000000
NUCG_MOUSE,    0.269566,  0.084883,  0.454250, 2,   2.000000,    0.092342, 772130368.000000
NUCL_MOUSE,    0.296088,  0.231657,  0.360518, 9,  12.000000,    0.032215, 25246115840.000000
NUD12_MOUSE,    0.265582,  0.171168,  0.359997, 3,   3.000000,    0.047207, 2671452160.000000
NUD19_MOUSE,    0.622504,  0.276765,  0.968244, 2,   2.000000,    0.172870, 2663925760.000000
NUDT7_MOUSE,    0.335088,  0.274349,  0.395827, 9,  10.000000,    0.030370, 39228882944.000000
NUDT8_MOUSE,    0.086554,  0.065281,  0.107827, 2,   2.000000,    0.010636, 278375936.000000
NUP62_MOUSE,    0.000003,  0.000000,  6.901096, 1,   1.000000,    0.133229, 45678596.000000
NUP85_MOUSE,    0.028043,  0.008882,  0.047205, 1,   1.000000,    0.008309, 107770392.000000
OAT_MOUSE,    0.713283,  0.532877,  0.893689, 12,  15.000000,    0.090203, 103581573120.000000
OCAD1_MOUSE,    0.197749,  0.000000,  3.680210, 1,   1.000000,    0.071776, 47078936.000000
OCAD2_MOUSE,    0.204899,  0.152777,  0.257021, 2,   2.000000,    0.026061, 853907904.000000
OCTC_MOUSE,    1.059253,  0.797542,  1.320965, 10,  13.000000,    0.130856, 13313581056.000000
ODB2_MOUSE,    0.128880,  0.103801,  0.153958, 14,  21.000000,    0.012539, 65654272000.000000
ODBA_MOUSE,    0.158608,  0.123272,  0.193944, 12,  18.000000,    0.017668, 29795110912.000000
ODBB_MOUSE,    0.147514,  0.126913,  0.168115, 7,   8.000000,    0.010301, 21668106240.000000
ODO1_MOUSE,    0.331179,  0.246471,  0.415887, 16,  28.000000,    0.042354, 57285259264.000000
ODO2_MOUSE,    0.094204,  0.076829,  0.111579, 11,  14.000000,    0.008688, 69642813440.000000
ODP2_MOUSE,    0.095756,  0.081687,  0.109826, 9,  12.000000,    0.007035, 39668322304.000000
ODPA_MOUSE,    0.097942,  0.079101,  0.116784, 11,  13.000000,    0.009421, 47222161408.000000
ODPB_MOUSE,    0.122691,  0.101181,  0.144202, 14,  24.000000,    0.010755, 52272279552.000000
ODPX_MOUSE,    0.095464,  0.071099,  0.119829, 3,   7.000000,    0.012182, 6755056640.000000
OLA1_MOUSE,    0.182515,  0.140659,  0.224371, 4,   9.000000,    0.020928, 7776561664.000000
OPA1_MOUSE,    0.113391,  0.081737,  0.145045, 6,  12.000000,    0.015827, 6464733184.000000
OPA3_MOUSE,    0.126358,  0.000000,  2.821205, 1,   1.000000,    0.071493, 499375296.000000
OPLA_MOUSE,    0.262650,  0.181642,  0.343658, 11,  22.000000,    0.040504, 46649671680.000000
ORNT1_MOUSE,    0.183614,  0.145840,  0.221389, 5,  10.000000,    0.018887, 24173164544.000000
ORN_MOUSE,    0.114614,  0.000000,  0.342666, 2,   2.000000,    0.114026, 767031104.000000
OSBL1_MOUSE,    0.217991,  0.000000,  2.042219, 1,   1.000000,    0.125279, 60339920.000000
OST48_MOUSE,    0.089481,  0.071788,  0.107174, 13,  17.000000,    0.008847, 52661526528.000000
OSTF1_MOUSE,    0.360443,  0.249694,  0.471192, 2,   2.000000,    0.055375, 991819200.000000
OTC_MOUSE,    0.109347,  0.095756,  0.122938, 33,  42.000000,    0.006795, 696643616768.000000
OTUB1_MOUSE,    0.254965,  0.185162,  0.324769, 5,   8.000000,    0.034902, 5215443456.000000
OXSM_MOUSE,    0.131077,  0.098265,  0.163888, 4,   9.000000,    0.016406, 3548622336.000000
P20D1_MOUSE,    0.349503,  0.234479,  0.464527, 9,  13.000000,    0.057512, 15276198912.000000
P5CR3_MOUSE,    0.123247,  0.093648,  0.152846, 2,   2.000000,    0.014799, 1697493504.000000
PA2G4_MOUSE,    0.134287,  0.110692,  0.157883, 9,  15.000000,    0.011798, 35721207808.000000
PABP1_MOUSE,    0.148156,  0.116100,  0.180213, 14,  18.000000,    0.016028, 39447171072.000000
PACN2_MOUSE,    0.323738,  0.273506,  0.373969, 3,   3.000000,    0.025116, 995123136.000000
PACN3_MOUSE,    0.188505,  0.123851,  0.253159, 3,   3.000000,    0.032327, 1534390272.000000
PAFA2_MOUSE,    0.500789,  0.000000,  3.343513, 1,   1.000000,    0.488742, 235050160.000000
PAG15_MOUSE,    1.712181,  1.609287,  1.815076, 2,   2.000000,    0.051447, 895714304.000000
PAHX_MOUSE,    1.472233,  0.761785,  2.182682, 5,  10.000000,    0.355224, 17406212096.000000
