AA_name,Tritium,Asym_NEH,APE,MPE,Asym_NEH_ci,APE_ci,MPE_ci
Alanine (A),4,3.13800707886875,2.97060791223235,3.24812607173282,0.160959372564809,0.150277199158983,0.251495788753119
Cysteine (C),1.62,1.82456532862507,1.51424528678378,2.13100115188669,0.337846673950504,0.310339206532772,0.47131947118462
Aspartic acid (D),1.89,2.98009520982707,2.80126360757093,3.34606683246275,0.219287945659313,0.190681698749604,0.327246444868941
Glutamic acid (E),3.95,4.15426313853491,3.79873548257931,3.97666035948806,0.220904212108542,0.166283561640651,0.300335499910054
Phenylalanine (F),0.32,0.797546659751298,0.862311295063667,0.839398477309648,0.265722043624725,0.214104838833426,0.377146039490944
Glycine (G),2.06,1.42549831781644,1.06115679185117,1.20194570179703,0.146164709700888,0.155875194247301,0.273123481152828
Histidine (H),2.88,1.85243130694568,1.79688625158315,1.75223076083165,0.357467053460096,0.27435363506287,0.447469754071587
Isoleucine (I),1,0.99780234956301,0.706273806999286,0.768832499383676,0.226021119673402,0.176553404796575,0.318064212717281
lysine (K),0.54,0.174277383642791,0,0,0.405429133630358,0.340319629441478,0.594763982568469
Leucine (L),0.6,0.986272843446192,0.91407019655213,0.84901590389274,0.162507092775339,0.139843510781694,0.23756505770706
Methionine (M),1.12,0.790763724142129,0.480644029364493,0.760496456143391,0.367538518551112,0.278308463346539,0.498160268131865
Asparagine (N),1.89,1.24242146460258,0.889636540111615,0.740924200549816,0.315268034093744,0.22797355933675,0.390994504696784
Proline (P),2.59,1.45052854064108,1.05654674451193,1.31102608654154,0.256893821304005,0.17578935782574,0.358437645630063
Glutamine (Q),3.95,3.84035684654148,3.85950077475614,3.96452515765241,0.265546224274379,0.213205891945607,0.393895229854361
Arginine (R),3.43,1.38033768166439,0.867368075393941,0.863027144995636,0.457703429051051,0.372361572867215,0.615642868991093
Serine (S),2.61,1.45105530533662,1.38920479321339,1.6449113955209,0.225750100708046,0.16100544140605,0.279608899839604
Threonine (T),0.2,0.267980644964339,0.185070628473506,0.193878019969161,0.204244309772472,0.15831910279691,0.292755265078857
Valine (V),0.56,0.808627093741585,0.76317505154774,0.675191724003529,0.208668160163052,0.146053258601523,0.238609534492823
Tryptophan (W),0.08,0,0,0,0.56429413346115,0.399773085052151,0.743238130787726
Tyrosine (Y),0.42,0.978329541917443,0.530567805488096,0.588244070147873,0.343125716870838,0.241899143255138,0.442080942792692
